a01	stime_h_j	stime_m_j	res_id_j	consent_j	j1	j1_01	j1_01b	j1_02a	j1_02b2	j1_02b1	j1_02b1_ngo	j1_02b1_ngo2	j1_02c	j1_02coth	j1_03a	j1_03b	j1_03c	j1_03d	j1_03e	j1_03f	j1_03g	j1_03h	j1_03i	j1_03j	j1_03k	j1_03l	j1_03m	j1_03n	j1_03o	j1_03ooth	j1_03p	j1_04	j1_4a1_1	j1_4a1_2	j1_4a1_3	j1_5a	j1_05b	j1_5b	j1_5b_ngo	j1_5b_ngo2	j1_5c	j1_5coth	j1_06a	j1_06b	j1_06c	j1_06d	j1_06e	j1_06f	j1_06g	j1_06h	j1_06i	j1_06j	j1_06k	j1_06l	j1_06m	j1_06n	j1_06o	j1_06ooth	j1_06p	j1_07	j1_07oth	j1_08	j1_09	j1_09a	j1_09b	j1_09c	j1_09d	j1_09e	j1_09f	j1_09g	j1_09h	j1_09i	j1_09j	j1_09k	j1_09l	j1_09m	j1_09n	j1_09o	j1_09ooth	j1_09p	j1_10	j1_10oth	j1_11	j1_12	hhid2	hh_type	round
1930.0	16	45	1	1	1	1	1	3	1	0		" "	0	" "	1	2	1	2	1	2	1	2	1	2	1	2	2		2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"1930"	3	3.0
1931.0	11	54	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1931"	3	3.0
1932.0	11	35	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1932"	3	3.0
1933.0	13	34	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1933"	3	3.0
1934.0	17	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1934"	3	3.0
1935.0	10	42	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1935"	3	3.0
1936.0	13	14	1	1	1	1	1	1	1	0		" "	0	" "	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"1936"	3	3.0
1937.0	14	26	1	1	1	1	1	1	1	0		" "	0	" "	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"1937"	3	3.0
1938.0	18	43	1	1	1	1	1	3	1	0		" "	0	" "	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"1938"	3	3.0
1939.0	10	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1939"	3	3.0
1940.1	14	28	6	1	1	1	1	1	1	0		" "	0	" "	1	3	1	3	1	3	1	1	1	1	1	1	1	1	2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"1940.1"	3	3.0
1940.2	13	27	3	1	1	1	2	1	1	0		" "	0	" "	1	3	1	3	1	1	1	1	1	1	1	1	1	1	2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	3	"1940.2"	3	3.0
1941.0	17	2	1	1	1	1	1	5	1	0		" "	3	"MEDICINE COMPANY"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	" "		1	1			2	1	0		" "	0	" "	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	" "			" "	2																	" "		1	" "	1	1	"1941"	3	3.0
1942.0	12	20	3	1	1	2						" "		" "																" "		1	1			2	1	0		" "	0	" "	2		2		2		1	1	1	1	1	1	2		2	" "			" "	2																	" "		1	" "	1	1	"1942"	3	3.0
1943.0	12	54	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1943"	3	3.0
1944.0	10	12	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1944"	3	3.0
1945.0	14	2	1	1	1	1	1	3	1	0		" "	2	"MEDICINE COMPANY"	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"1945"	3	3.0
1946.0	14	16	1	1	1	1	1	2	1	1	1	"BRAC"	0	" "	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	" "	1	2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"1946"	3	3.0
1947.0	11	55	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1947"	3	3.0
1948.0	11	45	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1948"	3	3.0
1949.0	10	0	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1949"	3	3.0
1950.0	12	15	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1950"	3	3.0
1951.0	13	35	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1951"	3	3.0
1952.0	10	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1952"	3	3.0
1953.0	17	40	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1953"	3	3.0
1954.0	9	31	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1954"	3	3.0
1955.0	14	38	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1955"	3	3.0
1957.0	13	7	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1957"	3	3.0
1958.0	11	23	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1958"	3	3.0
1959.0	14	22	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1959"	3	3.0
1960.0	11	17	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1960"	3	3.0
1961.0	10	57	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1961"	3	3.0
1962.0	13	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1962"	3	3.0
1963.1	13	29	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1963.1"	3	3.0
1963.2	10	54	7	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1963.2"	3	3.0
1964.0	13	6	1	1	1	2						" "		" "																" "		2								" "		" "																" "		2	" "	2																	" "		2	" "	2		"1964"	3	3.0
1965.0	11	32	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1965"	3	3.0
1966.0	11	51	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1966"	3	3.0
1967.0	12	57	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1967"	3	3.0
1968.0	14	48	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1968"	3	3.0
1969.0	11	54	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1969"	3	3.0
1970.0	10	57	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1970"	3	3.0
1971.0	13	53	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1971"	3	3.0
1973.0	12	11	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1973"	3	3.0
1976.0	10	51	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1976"	3	3.0
1977.0	10	31	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1977"	3	3.0
1978.0	12	21	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1978"	3	3.0
1979.0	11	38	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1979"	3	3.0
1980.0	11	59	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1980"	3	3.0
1982.0	12	27	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1982"	3	3.0
1983.0	15	27	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1983"	3	3.0
1984.0	12	7	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1984"	3	3.0
1985.0	11	7	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1985"	3	3.0
1986.0	14	55	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1986"	3	3.0
1988.0	11	19	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1988"	3	3.0
1989.0	9	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1989"	3	3.0
1992.1	11	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1992.1"	3	3.0
1992.2	12	9	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1992.2"	3	3.0
1993.0	15	1	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1993"	3	3.0
1995.0	13	43	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1995"	3	3.0
1996.0	16	3	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"1996"	3	3.0
1997.0	12	11	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1997"	3	3.0
1998.0	15	24	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"1998"	3	3.0
2000.0	11	49	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2000"	3	3.0
2001.0	13	41	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2001"	3	3.0
2002.0	11	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2002"	3	3.0
2003.0	12	18	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2003"	3	3.0
2004.1	10	40	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2004.1"	3	3.0
2004.2	15	45	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2004.2"	3	3.0
2005.0	12	58	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2005"	3	3.0
2006.0	17	31	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2006"	3	3.0
2007.0	13	4	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2007"	3	3.0
2009.0	17	36	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2009"	3	3.0
2010.0	12	54	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2010"	3	3.0
2011.0	13	27	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2011"	3	3.0
2012.0	12	23	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2012"	3	3.0
2013.0	11	4	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2013"	3	3.0
2014.0	12	14	6	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2014"	3	3.0
2015.0	13	22	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2015"	3	3.0
2016.0	10	18	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2016"	3	3.0
2017.0	11	26	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2017"	3	3.0
2018.0	11	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2018"	3	3.0
2019.0	14	5	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2019"	3	3.0
2020.0	18	5	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2020"	3	3.0
2021.0	10	51	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2021"	3	3.0
2022.0	11	39	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2022"	3	3.0
2023.0	10	54	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2023"	3	3.0
2024.0	10	33	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2024"	3	3.0
2025.0	11	21	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2025"	3	3.0
2026.0	11	12	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2026"	3	3.0
2027.0	11	14	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2027"	3	3.0
2028.0	11	5	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2028"	3	3.0
2029.0	11	17	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2029"	3	3.0
2030.0	14	45	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2030"	3	3.0
2031.0	10	21	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2031"	3	3.0
2032.0	11	5	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2032"	3	3.0
2033.0	13	54	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2033"	3	3.0
2034.0	11	54	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2034"	3	3.0
2035.0	10	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2035"	3	3.0
2038.0	11	47	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2038"	3	3.0
2039.0	12	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	1	2	"2039"	3	3.0
