a01	stime_h_c	stime_m_c	res_id_c	consent_c	mid_c	c01	c02	c02oth	c03	c04	c05	c05oth	c06	c07	c08	c09	c10	c11	c12	c13	c14	hhid2	hh_type	round
4824.0			1	1	7	5		" "				" "										"4824"	3	3.0
4825.0	9	12	1	1	1	1		" "			1	" "	1	6	8.0	3					9500.0	"4825"	3	3.0
4825.0			1	1	1	1		" "			64	" "	2	2	4.0	3					4000.0	"4825"	3	3.0
4825.0			1	1	1	1		" "			70	" "	3	7	1.0	3					0.0	"4825"	3	3.0
4825.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"4825"	3	3.0
4825.0			1	1	2	1		" "			69	" "	5	7	1.0	3					100.0	"4825"	3	3.0
4825.0			1	1	3	5		" "				" "										"4825"	3	3.0
4826.1	9	6	1	1	1	1		" "			1	" "	1	5	8.0	1	300	100	2		8000.0	"4826.1"	3	3.0
4826.1			1	1	2	1		" "			69	" "	2	7	0.5	3					0.0	"4826.1"	3	3.0
4826.2	14	10	3	1	3	1		" "			1	" "	1	4	8.0	1	350	100	2		6000.0	"4826.2"	3	3.0
4826.2			3	1	5	8		" "				" "										"4826.2"	3	3.0
4827.1	9	10	1	1	1	1		" "			1	" "	1	7	8.0	1	350	100	2		8000.0	"4827.1"	3	3.0
4827.1			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"4827.1"	3	3.0
4827.1			1	1	2	2		" "			70	" "	3	7	1.0	4						"4827.1"	3	3.0
4827.1			1	1	2	1		" "			57	" "	4	4	1.0	3					116.0	"4827.1"	3	3.0
4827.1			1	1	3	5		" "				" "										"4827.1"	3	3.0
4827.2	14	51	5	1	5	8		" "				" "										"4827.2"	3	3.0
4828.0	9	38	6	1	3	5		" "				" "										"4828"	3	3.0
4828.0			6	1	4	5		" "				" "										"4828"	3	3.0
4828.0			6	1	5	6		" "				" "										"4828"	3	3.0
4828.0			6	1	6	1		" "			70	" "	1	7	1.0	3					0.0	"4828"	3	3.0
4828.0			6	1	7	2		" "			70	" "	2	7	1.0	4						"4828"	3	3.0
4828.0			6	1	7	1		" "			69	" "	3	7	1.0	3					0.0	"4828"	3	3.0
4829.0	9	20	2	1	2	1		" "			70	" "	1	7	1.0	3					100.0	"4829"	3	3.0
4829.0			2	1	2	1		" "			69	" "	2	7	0.5	3					40.0	"4829"	3	3.0
4829.0			2	1	3	5		" "				" "										"4829"	3	3.0
4829.0			2	1	4	6		" "				" "										"4829"	3	3.0
4830.0	9	16	2	1	2	1		" "			65	" "	1	6	1.0	3					4000.0	"4830"	3	3.0
4830.0			2	1	3	5		" "				" "										"4830"	3	3.0
4830.0			2	1	4	6		" "				" "										"4830"	3	3.0
4830.0			2	1	5	8		" "				" "										"4830"	3	3.0
4831.0	9	15	1	1	1	1		" "			51	" "	1	1	8.0	3					10000.0	"4831"	3	3.0
4831.0			1	1	2	8		" "				" "										"4831"	3	3.0
4831.0			1	1	3	5		" "				" "										"4831"	3	3.0
4831.0			1	1	4	6		" "				" "										"4831"	3	3.0
4832.0	9	45	1	1	1	8		" "				" "										"4832"	3	3.0
4832.0			1	1	2	8		" "				" "										"4832"	3	3.0
4832.0			1	1	4	5		" "				" "										"4832"	3	3.0
4833.0	9	40	1	1	1	1		" "			64	" "	1	5	3.0	3					2000.0	"4833"	3	3.0
4833.0			1	1	1	1		" "			70	" "	2	7	4.0	3					0.0	"4833"	3	3.0
4833.0			1	1	2	1		" "			69	" "	3	7	1.0	3					200.0	"4833"	3	3.0
4833.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"4833"	3	3.0
4834.1	9	23	1	1	1	1		" "			64	" "	1	5	4.0	3					5000.0	"4834.1"	3	3.0
4834.1			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"4834.1"	3	3.0
4834.1			1	1	2	2		" "			70	" "	3	7	1.0	4						"4834.1"	3	3.0
4834.1			1	1	2	1		" "			69	" "	4	7	1.0	3					50.0	"4834.1"	3	3.0
4834.1			1	1	4	5		" "				" "										"4834.1"	3	3.0
4834.1			1	1	5	5		" "				" "										"4834.1"	3	3.0
4834.2	9	22	6	1	6	1		" "			70	" "	1	7	1.0	3					500.0	"4834.2"	3	3.0
4834.2			6	1	6	1		" "			69	" "	2	7	1.0	3					0.0	"4834.2"	3	3.0
4835.0	9	48	1	1	1	1		" "			51	" "	1	7	10.0	3					10000.0	"4835"	3	3.0
4835.0			1	1	1	1		" "			65	" "	2	1	2.0	3					3000.0	"4835"	3	3.0
4835.0			1	1	1	2		" "			70	" "	3	2	1.0	4						"4835"	3	3.0
4835.0			1	1	2	1		" "			70	" "	4	7	2.0	3					3333.0	"4835"	3	3.0
4835.0			1	1	3	2		" "			70	" "	5	5	1.0	4						"4835"	3	3.0
4835.0			1	1	4	5		" "				" "										"4835"	3	3.0
4836.0	9	21	1	1	1	1		" "			51	" "	1	7	8.0	3					12000.0	"4836"	3	3.0
4836.0			1	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"4836"	3	3.0
4836.0			1	1	2	1		" "			24	" "	3	2	3.0	3					600.0	"4836"	3	3.0
4836.0			1	1	2	1		" "			70	" "	4	7	1.0	3					0.0	"4836"	3	3.0
4836.0			1	1	3	2		" "			70	" "	5	4	0.5	4						"4836"	3	3.0
4836.0			1	1	4	2		" "			70	" "	6	7	1.0	4						"4836"	3	3.0
4836.0			1	1	5	5		" "				" "										"4836"	3	3.0
4837.0	10	4	1	1	1	1		" "			64	" "	1	2	3.0	3					5000.0	"4837"	3	3.0
4837.0			1	1	1	2		" "			70	" "	2	4	0.5	4						"4837"	3	3.0
4837.0			1	1	2	1		" "			69	" "	3	7	1.0	3					160.0	"4837"	3	3.0
4837.0			1	1	2	2		" "			70	" "	4	7	0.5	4						"4837"	3	3.0
4837.0			1	1	3	1		" "			1	" "	5	3	8.0	1	400	0	2		4000.0	"4837"	3	3.0
4837.0			1	1	3	2		" "			64	" "	6	3	4.0	4						"4837"	3	3.0
4837.0			1	1	3	1		" "			70	" "	7	7	1.0	3					0.0	"4837"	3	3.0
4837.0			1	1	4	5		" "				" "										"4837"	3	3.0
4837.0			1	1	5	2		" "			69	" "	8	4	0.25	4						"4837"	3	3.0
4840.2	9	8	3	1	3	1		" "			65	" "	1	2	1.0	3					3200.0	"4840.2"	3	3.0
4840.2			3	1	3	1		" "			1	" "	2	2	8.0	1	350	100	2		4000.0	"4840.2"	3	3.0
4840.2			3	1	3	1		" "			70	" "	3	5	2.0	3					0.0	"4840.2"	3	3.0
4840.2			3	1	8	2		" "			70	" "	4	7	2.0	4						"4840.2"	3	3.0
4840.2			3	1	8	1		" "			69	" "	5	7	1.0	3					100.0	"4840.2"	3	3.0
4841.0	14	15	5	1	1	1		" "			24	" "	1	7	3.0	3					6000.0	"4841"	3	3.0
4841.0			5	1	1	1		" "			50	" "	2	7	2.0	3					3000.0	"4841"	3	3.0
4841.0			5	1	1	1		" "			69	" "	3	7	1.0	3					58.0	"4841"	3	3.0
4841.0			5	1	1	2		" "			70	" "	4	7	1.0	4						"4841"	3	3.0
4841.0			5	1	2	5		" "				" "										"4841"	3	3.0
4841.0			5	1	3	5		" "				" "										"4841"	3	3.0
4841.0			5	1	4	2		" "			70	" "	5	7	1.0	4						"4841"	3	3.0
4841.0			5	1	5	1		" "			70	" "	6	7	1.0	3					7000.0	"4841"	3	3.0
4841.0			5	1	5	1		" "			65	" "	7	4	3.0	3					1000.0	"4841"	3	3.0
4841.0			5	1	5	1		" "			7	" "	8	6	8.0	1	500	0	2		8500.0	"4841"	3	3.0
4842.0	9	20	5	1	3	5		" "				" "										"4842"	3	3.0
4842.0			5	1	5	1		" "			69	" "	1	7	1.0	3					0.0	"4842"	3	3.0
4842.0			5	1	6	5		" "				" "										"4842"	3	3.0
4844.0	11	15	1	1	1	1		" "			64	" "	1	5	4.0	3					2000.0	"4844"	3	3.0
4844.0			1	1	1	1		" "			70	" "	2	7	1.0	3					0.0	"4844"	3	3.0
4844.0			1	1	2	1		" "			69	" "	3	7	1.0	3					0.0	"4844"	3	3.0
4844.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"4844"	3	3.0
4844.0			1	1	3	2		" "			69	" "	5	7	1.0	4						"4844"	3	3.0
4844.0			1	1	4	1		" "			51	" "	6	7	10.0	3					10000.0	"4844"	3	3.0
4844.0			1	1	5	2		" "			69	" "	7	7	1.0	4						"4844"	3	3.0
4845.0	8	15	1	1	1	1		" "			64	" "	1	4	3.0	3					4700.0	"4845"	3	3.0
4845.0			1	1	1	1		" "			70	" "	2	7	2.0	3					750.0	"4845"	3	3.0
4845.0			1	1	1	1		" "			50	" "	3	7	1.0	3					600.0	"4845"	3	3.0
4845.0			1	1	1	1		" "			68	" "	4	1	1.0	3					450.0	"4845"	3	3.0
4845.0			1	1	3	5		" "				" "										"4845"	3	3.0
4845.0			1	1	4	9		" "				" "										"4845"	3	3.0
4845.0			1	1	5	9		" "				" "										"4845"	3	3.0
4845.0			1	1	6	2		" "			70	" "	5	7	1.0	4						"4845"	3	3.0
4845.0			1	1	7	5		" "				" "										"4845"	3	3.0
4845.0			1	1	8	5		" "				" "										"4845"	3	3.0
4846.1	8	50	1	1	1	1		" "			64	" "	1	7	4.0	3					3000.0	"4846.1"	3	3.0
4846.1			1	1	1	1		" "			70	" "	2	7	1.0	3					400.0	"4846.1"	3	3.0
4846.1			1	1	1	1		" "			68	" "	3	2	1.0	3					900.0	"4846.1"	3	3.0
4846.1			1	1	2	1		" "			69	" "	4	7	1.0	3					50.0	"4846.1"	3	3.0
4846.1			1	1	2	2		" "			70	" "	5	7	1.0	4						"4846.1"	3	3.0
4846.1			1	1	2	2		" "			64	" "	6	3	1.0	4						"4846.1"	3	3.0
4846.1			1	1	5	2		" "			69	" "	7	7	1.0	4						"4846.1"	3	3.0
4846.1			1	1	5	2		" "			70	" "	8	7	1.0	4						"4846.1"	3	3.0
4846.1			1	1	6	2		" "			70	" "	9	7	1.0	4						"4846.1"	3	3.0
4846.1			1	1	6	2		" "			64	" "	10	7	3.0	4						"4846.1"	3	3.0
4846.1			1	1	6	2		" "			68	" "	11	2	1.0	4						"4846.1"	3	3.0
4846.1			1	1	6	2		" "			69	" "	12	1	1.0	4						"4846.1"	3	3.0
4846.2	14	42	3	1	3	1		" "			23	" "	1	5	10.0	3					10000.0	"4846.2"	3	3.0
4846.2			3	1	3	1		" "			65	" "	2	2	4.0	3					2500.0	"4846.2"	3	3.0
4846.2			3	1	3	1		" "			70	" "	3	7	1.0	3					0.0	"4846.2"	3	3.0
4846.2			3	1	7	2		" "			70	" "	4	7	2.0	4						"4846.2"	3	3.0
4846.2			3	1	7	1		" "			69	" "	5	7	1.0	3					50.0	"4846.2"	3	3.0
4847.0	8	58	1	1	1	1		" "			39	" "	1	4	2.0	3					10000.0	"4847"	3	3.0
4847.0			1	1	1	1		" "			51	" "	2	4	10.0	3					15000.0	"4847"	3	3.0
4847.0			1	1	1	1		" "			64	" "	3	1	2.0	3					3500.0	"4847"	3	3.0
4847.0			1	1	1	1		" "			70	" "	4	7	1.0	3					0.0	"4847"	3	3.0
4847.0			1	1	2	1		" "			69	" "	5	7	1.0	3					0.0	"4847"	3	3.0
4847.0			1	1	2	2		" "			70	" "	6	7	1.0	4						"4847"	3	3.0
4847.0			1	1	4	5		" "				" "										"4847"	3	3.0
4847.0			1	1	5	5		" "				" "										"4847"	3	3.0
4847.0			1	1	6	9		" "				" "										"4847"	3	3.0
4849.0	8	30	1	1	1	1		" "			67	" "	1	6	8.0	3					6000.0	"4849"	3	3.0
4849.0			1	1	2	1		" "			70	" "	2	7	1.0	3					0.0	"4849"	3	3.0
4849.0			1	1	3	2		" "			70	" "	3	7	1.0	4						"4849"	3	3.0
4849.0			1	1	4	5		" "				" "										"4849"	3	3.0
4850.0	10	2	4	1	2	5		" "				" "										"4850"	3	3.0
4850.0			4	1	4	1		" "			69	" "	1	7	1.0	3					100.0	"4850"	3	3.0
4850.0			4	1	5	5		" "				" "										"4850"	3	3.0
4851.0	10	11	1	1	1	1		" "			50	" "	1	6	10.0	3					10000.0	"4851"	3	3.0
4851.0			1	1	2	1		" "			70	" "	2	7	1.5	3					1000.0	"4851"	3	3.0
4851.0			1	1	2	1		" "			69	" "	3	7	1.0	3					150.0	"4851"	3	3.0
4851.0			1	1	5	5		" "				" "										"4851"	3	3.0
4851.0			1	1	6	5		" "				" "										"4851"	3	3.0
4852.0	9	54	1	1	1	1		" "			1	" "	1	3	8.0	1	400	50	2		5400.0	"4852"	3	3.0
4852.0			1	1	1	1		" "			70	" "	2	7	1.0	3					100.0	"4852"	3	3.0
4852.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"4852"	3	3.0
4852.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"4852"	3	3.0
4852.0			1	1	3	2		" "			70	" "	5	3	1.0	4						"4852"	3	3.0
4852.0			1	1	4	2		" "			69	" "	6	2	0.25	4						"4852"	3	3.0
4853.0	9	22	1	1	1	1		" "			64	" "	1	4	3.0	3					4000.0	"4853"	3	3.0
4853.0			1	1	1	1		" "			70	" "	2	7	2.0	3					5000.0	"4853"	3	3.0
4853.0			1	1	2	1		" "			69	" "	3	7	0.5	3					100.0	"4853"	3	3.0
4853.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"4853"	3	3.0
4853.0			1	1	3	2		" "			70	" "	5	2	0.25	4						"4853"	3	3.0
4853.0			1	1	4	5		" "				" "										"4853"	3	3.0
4854.0	9	22	1	1	1	1		" "			70	" "	1	7	1.5	3					0.0	"4854"	3	3.0
4854.0			1	1	4	2		" "			70	" "	2	2	1.0	4						"4854"	3	3.0
4855.0	9	25	1	1	1	1		" "			23	" "	1	4	5.0	3					13000.0	"4855"	3	3.0
4855.0			1	1	1	1		" "			65	" "	2	2	1.0	3					1300.0	"4855"	3	3.0
4855.0			1	1	2	1		" "			69	" "	3	7	0.5	3					50.0	"4855"	3	3.0
4855.0			1	1	3	5		" "				" "										"4855"	3	3.0
4855.0			1	1	4	1		" "			1	" "	4	5	8.0	1	300	0	2		4000.0	"4855"	3	3.0
4855.0			1	1	4	1		" "			23	" "	5	2	3.0	1	200	0	2		1000.0	"4855"	3	3.0
4856.0	14	50	1	1	1	1		" "			11	" "	1	6	9.0	1	420	100	2		13000.0	"4856"	3	3.0
4856.0			1	1	1	1		" "			51	" "	2	1	5.0	3					1500.0	"4856"	3	3.0
4856.0			1	1	2	1		" "			69	" "	3	7	0.5	3					50.0	"4856"	3	3.0
4856.0			1	1	2	2		" "			51	" "	4	5	0.5	4						"4856"	3	3.0
4856.0			1	1	3	2		" "			69	" "	5	4	0.25	4						"4856"	3	3.0
4856.0			1	1	4	5		" "				" "										"4856"	3	3.0
4856.0			1	1	5	2		" "			69	" "	6	2	0.25	4						"4856"	3	3.0
4857.0	11	45	1	1	1	1		" "			64	" "	1	1	2.0	3					290.0	"4857"	3	3.0
4857.0			1	1	2	1		" "			72	" "	2	2	2.0	3					100.0	"4857"	3	3.0
4858.0	8	30	1	1	1	1		" "			1	" "	1	1	8.0	1	400	0	2		7000.0	"4858"	3	3.0
4858.0			1	1	2	1		" "			69	" "	2	7	0.5	3					100.0	"4858"	3	3.0
4858.0			1	1	4	5		" "				" "										"4858"	3	3.0
4859.0	9	27	1	1	1	1		" "			64	" "	1	3	1.0	3					920.0	"4859"	3	3.0
4859.0			1	1	1	1		" "			1	" "	2	3	8.0	1	300	100	2		4000.0	"4859"	3	3.0
4859.0			1	1	2	1		" "			69	" "	3	7	0.5	3					20.0	"4859"	3	3.0
4859.0			1	1	3	5		" "				" "										"4859"	3	3.0
4860.0	8	55	1	1	1	1		" "			70	" "	1	7	1.0	3					0.0	"4860"	3	3.0
4860.0			1	1	1	1		" "			65	" "	2	7	2.0	3					2400.0	"4860"	3	3.0
4860.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"4860"	3	3.0
4860.0			1	1	4	5		" "				" "										"4860"	3	3.0
4860.0			1	1	5	2		" "			70	" "	4	7	1.0	4						"4860"	3	3.0
4861.0	9	22	1	1	1	1		" "			11	"HOTEL MESSIER"	1	5	8.0	1	250	80	2		6000.0	"4861"	3	3.0
4861.0			1	1	2	1		" "			24	" "	2	7	4.0	3					3000.0	"4861"	3	3.0
4861.0			1	1	3	5		" "				" "										"4861"	3	3.0
4862.0	8	38	1	1	1	1		" "			1	" "	1	3	8.0	1	300	0	2		1000.0	"4862"	3	3.0
4862.0			1	1	2	1		" "			72	"KAGOJ SONGROHO KORE"	2	7	4.0	3					900.0	"4862"	3	3.0
4862.0			1	1	2	1		" "			69	" "	3	7	1.0	3					0.0	"4862"	3	3.0
4863.1	9	15	1	1	1	1		" "			65	" "	1	1	4.0	3					1000.0	"4863.1"	3	3.0
4863.1			1	1	2	1		" "			15	" "	2	7	10.0	3					3000.0	"4863.1"	3	3.0
4863.1			1	1	5	1		" "			11	"BIRI BADHE"	3	7	6.0	3					1000.0	"4863.1"	3	3.0
4863.2	9	18	3	1	3	1		" "			13	" "	1	7	10.0	2					8000.0	"4863.2"	3	3.0
4863.2			3	1	6	8		" "				" "										"4863.2"	3	3.0
4865.0	10	2	1	1	1	1		" "			11	"DHANER CHATAL SROMIK"	1	6	8.0	1	170	0	2		2250.0	"4865"	3	3.0
4865.0			1	1	2	1		" "			11	"DHANER CHATAL SROMIK"	2	6	8.0	1	200	0	2		4000.0	"4865"	3	3.0
4865.0			1	1	3	1		" "			7	" "	3	3	8.0	1	300	0	2		4500.0	"4865"	3	3.0
4866.1	9	22	1	1	1	1		" "			50	" "	1	6	10.0	3					5000.0	"4866.1"	3	3.0
4866.1			1	1	2	1		" "			69	" "	2	7	1.0	3					0.0	"4866.1"	3	3.0
4866.1			1	1	4	1		" "			13	" "	3	7	8.0	3					3000.0	"4866.1"	3	3.0
4866.2	13	28	3	1	3	1		" "			50	" "	1	6	10.0	3					6000.0	"4866.2"	3	3.0
4866.2			3	1	5	8		" "				" "										"4866.2"	3	3.0
4867.0	9	31	1	1	1	1		" "			64	" "	1	3	3.0	3					13000.0	"4867"	3	3.0
4867.0			1	1	1	2		" "			70	" "	2	7	2.0	4						"4867"	3	3.0
4867.0			1	1	2	1		" "			70	" "	3	7	2.0	3					10000.0	"4867"	3	3.0
4867.0			1	1	3	2		" "			70	" "	4	4	0.5	4						"4867"	3	3.0
4867.0			1	1	4	2		" "			70	" "	5	3	0.5	4						"4867"	3	3.0
4868.0	9	21	2	1	2	8		" "				" "										"4868"	3	3.0
4868.0			2	1	4	5		" "				" "										"4868"	3	3.0
4869.0	9	35	1	1	1	1		" "			23	" "	1	4	8.0	3					10000.0	"4869"	3	3.0
4869.0			1	1	2	1		" "			11	"DHANER CHATALER SROMIK"	2	1	6.0	1	220	0	2		1320.0	"4869"	3	3.0
4869.0			1	1	4	8		" "				" "										"4869"	3	3.0
4869.0			1	1	5	8		" "				" "										"4869"	3	3.0
4870.0	11	57	1	1	1	1		" "			13	" "	1	6	8.0	2					6000.0	"4870"	3	3.0
4870.0			1	1	1	1		" "			64	" "	2	2	1.0	3					1500.0	"4870"	3	3.0
4870.0			1	1	2	1		" "			70	" "	3	7	1.0	3					0.0	"4870"	3	3.0
4870.0			1	1	2	1		" "			69	" "	4	7	1.0	3					200.0	"4870"	3	3.0
4870.0			1	1	3	1		" "			14	" "	5	6	5.0	2					3000.0	"4870"	3	3.0
4870.0			1	1	3	2		" "			69	" "	6	7	0.5	4						"4870"	3	3.0
4871.0	9	34	1	1	1	1		" "			22	" "	1	4	8.0	3					6000.0	"4871"	3	3.0
4871.0			1	1	1	1		" "			1	" "	2	1	8.0	1	300	50	2		900.0	"4871"	3	3.0
4871.0			1	1	2	1		" "			8	" "	3	6	8.0	1	140	50	2		4000.0	"4871"	3	3.0
4871.0			1	1	4	1		" "			21	"STEELER DOKANE BETONVUKT"	4	6	8.0	2					4000.0	"4871"	3	3.0
4872.0	9	39	1	1	1	1		" "			22	" "	1	5	8.0	3					9000.0	"4872"	3	3.0
4872.0			1	1	1	2		" "			70	" "	2	2	1.0	4						"4872"	3	3.0
4872.0			1	1	2	1		" "			70	" "	3	7	1.0	3					0.0	"4872"	3	3.0
4872.0			1	1	2	1		" "			69	" "	4	7	1.0	3					100.0	"4872"	3	3.0
4872.0			1	1	3	2		" "			70	" "	5	7	1.0	4						"4872"	3	3.0
4872.0			1	1	4	2		" "			10	" "	6	6	8.0	4						"4872"	3	3.0
4872.0			1	1	5	2		" "			70	" "	7	2	1.0	4						"4872"	3	3.0
4873.0	9	2	1	1	1	1		" "			51	" "	1	7	12.0	3					12000.0	"4873"	3	3.0
4873.0			1	1	2	1		" "			70	" "	2	7	1.5	3					0.0	"4873"	3	3.0
4873.0			1	1	2	2		" "			51	" "	3	7	4.0	4						"4873"	3	3.0
4873.0			1	1	3	2		" "			70	" "	4	3	0.5	4						"4873"	3	3.0
4873.0			1	1	4	5		" "				" "										"4873"	3	3.0
4874.0	9	23	1	1	1	1		" "			9	" "	1	5	6.0	1	300	100	2		8000.0	"4874"	3	3.0
4874.0			1	1	2	8		" "				" "										"4874"	3	3.0
4874.0			1	1	3	5		" "				" "										"4874"	3	3.0
4874.0			1	1	4	5		" "				" "										"4874"	3	3.0
4875.0	9	18	1	1	1	1		" "			36	" "	1	6	8.0	1	500	100	2		12000.0	"4875"	3	3.0
4875.0			1	1	2	1		" "			72	"BIRIR KHOLA BAZAR"	2	7	3.0	3					450.0	"4875"	3	3.0
4875.0			1	1	3	5		" "				" "										"4875"	3	3.0
4875.0			1	1	4	6		" "				" "										"4875"	3	3.0
4875.0			1	1	5	7		" "				" "										"4875"	3	3.0
4877.0	9	18	1	1	1	1		" "			11	" "	1	6	8.0	1	200	100	2		5000.0	"4877"	3	3.0
4877.0			1	1	2	1		" "			72	" "	2	7	3.0	3					500.0	"4877"	3	3.0
4877.0			1	1	3	5		" "				" "										"4877"	3	3.0
4878.0	9	13	2	1	2	1		" "			72	" "	1	7	9.0	3					4000.0	"4878"	3	3.0
4878.0			2	1	3	1		" "			37	" "	2	5	8.0	1	200	100	2		5000.0	"4878"	3	3.0
4878.0			2	1	3	1		" "			69	" "	3	7	0.5	3					300.0	"4878"	3	3.0
4879.0	9	25	1	1	1	1		" "			11	"BABURCHI"	1	6	12.0	1	300	100	2		9000.0	"4879"	3	3.0
4879.0			1	1	2	1		" "			72	"BIRIR KHOLA KHANAI"	2	5	3.0	3					1000.0	"4879"	3	3.0
4879.0			1	1	3	5		" "				" "										"4879"	3	3.0
4879.0			1	1	4	6		" "				" "										"4879"	3	3.0
4881.1	9	47	1	1	1	1		" "			64	" "	1	7	6.0	3					9000.0	"4881.1"	3	3.0
4881.1			1	1	2	8		" "				" "										"4881.1"	3	3.0
4881.1			1	1	3	5		" "				" "										"4881.1"	3	3.0
4881.1			1	1	4	2		" "			64	" "	2	2	2.0	4						"4881.1"	3	3.0
4881.1			1	1	5	5		" "				" "										"4881.1"	3	3.0
4881.2	14	56	6	1	6	8		" "				" "										"4881.2"	3	3.0
4881.2			6	1	8	8		" "				" "										"4881.2"	3	3.0
4882.0	9	13	1	1	1	1		" "			64	" "	1	7	1.0	3					2700.0	"4882"	3	3.0
4882.0			1	1	1	1		" "			70	" "	2	7	1.0	3					2100.0	"4882"	3	3.0
4882.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"4882"	3	3.0
4882.0			1	1	2	1		" "			69	" "	4	7	1.0	3					70.0	"4882"	3	3.0
4882.0			1	1	3	5		" "				" "										"4882"	3	3.0
4882.0			1	1	4	5		" "				" "										"4882"	3	3.0
4883.1	9	2	1	1	1	1		" "			51	" "	1	5	9.0	3					6000.0	"4883.1"	3	3.0
4883.1			1	1	2	8		" "				" "										"4883.1"	3	3.0
4883.1			1	1	5	1		" "			3	" "	2	3	8.0	1	300	0	2		5000.0	"4883.1"	3	3.0
4883.2	9	22	3	1	3	1		" "			3	" "	1	5	8.0	1	400	0	2		8000.0	"4883.2"	3	3.0
4883.2			3	1	6	8		" "				" "										"4883.2"	3	3.0
4883.3	9	24	4	1	4	1		" "			3	" "	1	3	8.0	1	300	100	2		5000.0	"4883.3"	3	3.0
4883.3			4	1	4	1		" "			1	" "	2	2	8.0	1	300	100	2		2000.0	"4883.3"	3	3.0
4883.3			4	1	6	8		" "				" "										"4883.3"	3	3.0
4884.0	12	2	1	1	1	1		" "			24	" "	1	6	6.0	3					8000.0	"4884"	3	3.0
4884.0			1	1	2	1		" "			70	" "	2	7	1.0	3					0.0	"4884"	3	3.0
4884.0			1	1	2	1		" "			69	" "	3	7	1.0	3					0.0	"4884"	3	3.0
4884.0			1	1	3	2		" "			70	" "	4	7	0.5	4						"4884"	3	3.0
4884.0			1	1	4	5		" "				" "										"4884"	3	3.0
4885.0	9	43	1	1	1	1		" "			64	" "	1	5	1.0	3					6000.0	"4885"	3	3.0
4885.0			1	1	1	1		" "			70	" "	2	7	1.0	3					800.0	"4885"	3	3.0
4885.0			1	1	2	1		" "			69	" "	3	7	1.0	3					20.0	"4885"	3	3.0
4885.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"4885"	3	3.0
4885.0			1	1	4	5		" "				" "										"4885"	3	3.0
4885.0			1	1	5	5		" "				" "										"4885"	3	3.0
4885.0			1	1	6	5		" "				" "										"4885"	3	3.0
4886.0	9	29	3	1	2	1		" "			70	" "	1	7	2.0	3					0.0	"4886"	3	3.0
4886.0			3	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"4886"	3	3.0
4886.0			3	1	3	1		" "			1	" "	3	5	8.0	1	300	50	2		7000.0	"4886"	3	3.0
4886.0			3	1	3	2		" "			70	" "	4	2	1.0	4						"4886"	3	3.0
4886.0			3	1	4	2		" "			69	" "	5	3	0.25	4						"4886"	3	3.0
4886.0			3	1	5	5		" "				" "										"4886"	3	3.0
4887.0	9	10	1	1	1	1		" "			64	" "	1	7	4.0	3					10000.0	"4887"	3	3.0
4887.0			1	1	1	1		" "			70	" "	2	7	2.0	3					583.0	"4887"	3	3.0
4887.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"4887"	3	3.0
4887.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"4887"	3	3.0
4887.0			1	1	7	1		" "			50	" "	5	5	10.0	3					1000.0	"4887"	3	3.0
4887.0			1	1	7	2		" "			70	" "	6	2	1.0	4						"4887"	3	3.0
4887.0			1	1	7	2		" "			64	" "	7	1	3.0	4						"4887"	3	3.0
4888.1	9	5	5	1	5	1		" "			64	" "	1	6	4.0	3					4000.0	"4888.1"	3	3.0
4888.1			5	1	5	1		" "			70	" "	2	7	2.0	3					500.0	"4888.1"	3	3.0
4888.1			5	1	6	1		" "			69	" "	3	7	1.0	3					100.0	"4888.1"	3	3.0
4888.1			5	1	6	2		" "			70	" "	4	7	1.0	4						"4888.1"	3	3.0
4888.2	9	11	2	1	2	1		" "			64	" "	1	5	1.0	3					1600.0	"4888.2"	3	3.0
4888.2			2	1	2	1		" "			70	" "	2	7	2.0	3					683.0	"4888.2"	3	3.0
4888.2			2	1	2	1		" "			69	" "	3	7	1.0	3					300.0	"4888.2"	3	3.0
4888.2			2	1	3	2		" "			70	" "	4	7	1.0	4						"4888.2"	3	3.0
4888.2			2	1	3	2		" "			64	" "	5	2	1.0	4						"4888.2"	3	3.0
4889.0	8	49	2	1	2	1		" "			69	" "	1	7	1.0	3					50.0	"4889"	3	3.0
4890.0	9	34	1	1	1	1		" "			64	" "	1	5	4.0	3					2000.0	"4890"	3	3.0
4890.0			1	1	1	2		" "			70	" "	2	7	1.0	4						"4890"	3	3.0
4890.0			1	1	2	1		" "			70	" "	3	7	3.0	3					0.0	"4890"	3	3.0
4890.0			1	1	2	1		" "			69	" "	4	7	1.0	3					100.0	"4890"	3	3.0
