a01	j2a_01	j2a_02	j2a_03y	j2a_03m	j2a_04	j2a_04oth	j2a_05	j2a_06	j2a_09	j2a_09oth	j2a_10	j2a_10oth	etime_h_j	etime_m_j	hhid2	hh_type	round
4222.0	1	2				" "				" "		" "	13	48	"4222"	3	3.0
4223.0	1	2				" "				" "		" "	13	10	"4223"	3	3.0
4224.0	1	2				" "				" "		" "	11	20	"4224"	3	3.0
4225.1	1	2				" "				" "		" "	12	35	"4225.1"	3	3.0
4226.0	1	2				" "				" "		" "	12	35	"4226"	3	3.0
4227.0	1	2				" "				" "		" "	11	30	"4227"	3	3.0
4228.0	1	2				" "				" "		" "	13	20	"4228"	3	3.0
4229.0	1	2				" "				" "		" "	13	50	"4229"	3	3.0
4230.0	1	2				" "				" "		" "	12	3	"4230"	3	3.0
4231.0	1	2				" "				" "		" "	12	40	"4231"	3	3.0
4232.1	1	2				" "				" "		" "	16	30	"4232.1"	3	3.0
4232.2	1	2				" "				" "		" "	12	10	"4232.2"	3	3.0
4233.0	1	2				" "				" "		" "	13	50	"4233"	3	3.0
4234.0	1	2				" "				" "		" "	12	40	"4234"	3	3.0
4235.0	1	2				" "				" "		" "	15	57	"4235"	3	3.0
4236.0	1	2				" "				" "		" "	12	10	"4236"	3	3.0
4237.0	1	2				" "				" "		" "	12	15	"4237"	3	3.0
4238.0	1	2				" "				" "		" "	13	49	"4238"	3	3.0
4239.0	1	2				" "				" "		" "	12	20	"4239"	3	3.0
4240.0	1	2				" "				" "		" "	9	5	"4240"	3	3.0
4241.0	1	1	2016	2	12	" "	2	2	3	" "		" "	12	30	"4241"	3	3.0
4242.0	1	1	2017	1	12	" "	2	2	4	" "		" "	12	50	"4242"	3	3.0
4243.0	1	2				" "				" "		" "	10	4	"4243"	3	3.0
4245.0	1	2				" "				" "		" "	13	40	"4245"	3	3.0
4246.0	1	2				" "				" "		" "	17	50	"4246"	3	3.0
4247.0	1	2				" "				" "		" "	10	40	"4247"	3	3.0
4248.0	1	2				" "				" "		" "	12	20	"4248"	3	3.0
4249.0	1	2				" "				" "		" "	9	34	"4249"	3	3.0
4250.0	1	2				" "				" "		" "	12	20	"4250"	3	3.0
4251.0	1	1	2015	4	12	" "	2	2	4	"EKHON DEYNA"		" "	15	10	"4251"	3	3.0
4252.0	1	2				" "				" "		" "	12	30	"4252"	3	3.0
4253.0	1	2				" "				" "		" "	12	5	"4253"	3	3.0
4254.0	1	2				" "				" "		" "	12	34	"4254"	3	3.0
4255.0	1	2				" "				" "		" "	12	20	"4255"	3	3.0
4256.1	1	2				" "				" "		" "	11	20	"4256.1"	3	3.0
4256.2	1	2				" "				" "		" "	10	30	"4256.2"	3	3.0
4257.0	1	1	2015	4	12	" "	2	2	4	"EKHON DEYNA"		" "	12	5	"4257"	3	3.0
4258.0	1	1	2015	12	2	" "	2	2	3	" "		" "	13	2	"4258"	3	3.0
4259.0	1	2				" "				" "		" "	12	52	"4259"	3	3.0
4260.0	1	2				" "				" "		" "	14	0	"4260"	3	3.0
4261.0	1	2				" "				" "		" "	0		"4261"	2	3.0
4262.0	1	2				" "				" "		" "	0		"4262"	2	3.0
4263.1	1	2				" "				" "		" "	0		"4263.1"	2	3.0
4263.2	1	2				" "				" "		" "	0		"4263.2"	2	3.0
4264.0	2					" "				" "		" "	2	21	"4264"	2	3.0
4265.0	1	2				" "				" "		" "	0		"4265"	2	3.0
4266.0	1	2				" "				" "		" "	3	54	"4266"	2	3.0
4267.1	1	2				" "				" "		" "	10	30	"4267.1"	2	3.0
4267.2	1	2				" "				" "		" "	0		"4267.2"	2	3.0
4268.0	1	2				" "				" "		" "	10	23	"4268"	2	3.0
4269.0	1	2				" "				" "		" "	0		"4269"	2	3.0
4270.0	1	2				" "				" "		" "	0		"4270"	2	3.0
4271.0	2					" "				" "		" "	0		"4271"	2	3.0
4272.0	2					" "				" "		" "	1	54	"4272"	2	3.0
4274.0	1	2				" "				" "		" "	11	30	"4274"	2	3.0
4275.0	1	2				" "				" "		" "	4	23	"4275"	2	3.0
4276.0	2					" "				" "		" "	3	43	"4276"	2	3.0
4277.0	1	2				" "				" "		" "	12	10	"4277"	2	3.0
4278.0	1	2				" "				" "		" "	0		"4278"	2	3.0
4279.0	1	2				" "				" "		" "	12	10	"4279"	2	3.0
4281.0	1	2				" "				" "		" "	0		"4281"	2	3.0
4282.0	1	2				" "				" "		" "	4	46	"4282"	2	3.0
4283.0	1	2				" "				" "		" "	0		"4283"	2	3.0
4284.0	2					" "				" "		" "	0		"4284"	2	3.0
4285.0	1	2				" "				" "		" "	0		"4285"	2	3.0
4286.0	1	2				" "				" "		" "	10	35	"4286"	2	3.0
4287.0	1	2				" "				" "		" "	12	9	"4287"	2	3.0
4288.0	1	2				" "				" "		" "	12	58	"4288"	2	3.0
4289.1	1	2				" "				" "		" "	0		"4289.1"	2	3.0
4289.2	2					" "				" "		" "	0		"4289.2"	2	3.0
4290.0	1	2				" "				" "		" "	1	8	"4290"	2	3.0
4291.0	1	2				" "				" "		" "	10	21	"4291"	2	3.0
4292.0	1	2				" "				" "		" "	0		"4292"	2	3.0
4293.0	1	2				" "				" "		" "	4	29	"4293"	2	3.0
4294.0	1	2				" "				" "		" "	0		"4294"	2	3.0
4295.0	1	2				" "				" "		" "	0		"4295"	2	3.0
4296.0	1	2				" "				" "		" "	0		"4296"	2	3.0
4297.1	1	2				" "				" "		" "	0		"4297.1"	2	3.0
4297.2	1	2				" "				" "		" "	0		"4297.2"	2	3.0
4298.0	1	2				" "				" "		" "	0		"4298"	2	3.0
4299.0	1	2				" "				" "		" "	0		"4299"	2	3.0
4300.0	1	2				" "				" "		" "	0		"4300"	2	3.0
4301.0	2					" "				" "		" "	10	8	"4301"	2	3.0
4302.0	1	2				" "				" "		" "	12	55	"4302"	2	3.0
4303.0	1	2				" "				" "		" "	11	28	"4303"	2	3.0
4304.0	1	2				" "				" "		" "	3	16	"4304"	2	3.0
4305.0	1	2				" "				" "		" "	12	22	"4305"	2	3.0
4306.0	1	2				" "				" "		" "	0		"4306"	2	3.0
4307.0	1	2				" "				" "		" "	16	66	"4307"	2	3.0
4308.0	1	2				" "				" "		" "	3	40	"4308"	2	3.0
4309.0	1	2				" "				" "		" "	14	40	"4309"	2	3.0
4310.0	1	2				" "				" "		" "	11	30	"4310"	2	3.0
4311.0	1	2				" "				" "		" "	10	30	"4311"	2	3.0
4312.0	1	1	2004	3	2	" "	1	2	3	" "		" "	13	22	"4312"	2	3.0
4313.0	1	2				" "				" "		" "	13	10	"4313"	2	3.0
4314.0	1	2				" "				" "		" "	11	10	"4314"	2	3.0
4315.0	1	2				" "				" "		" "	1	41	"4315"	2	3.0
4316.0	1	2				" "				" "		" "	11	56	"4316"	2	3.0
4318.0	2					" "				" "		" "	12	19	"4318"	2	3.0
4319.1	2					" "				" "		" "	12	35	"4319.1"	2	3.0
4319.2	2					" "				" "		" "	11	50	"4319.2"	2	3.0
4320.0	2					" "				" "		" "	0		"4320"	2	3.0
4321.0	1	2				" "				" "		" "	0		"4321"	2	3.0
4322.0	2					" "				" "		" "	10	56	"4322"	2	3.0
4323.0	2					" "				" "		" "	0		"4323"	2	3.0
4324.0	2					" "				" "		" "	12	30	"4324"	2	3.0
4325.0	2					" "				" "		" "	10	50	"4325"	2	3.0
4326.0	1	2				" "				" "		" "	11	12	"4326"	2	3.0
4327.0	1	2				" "				" "		" "	17	2	"4327"	2	3.0
4328.0	1	2				" "				" "		" "	0		"4328"	2	3.0
4329.0	2					" "				" "		" "	11	51	"4329"	2	3.0
4330.0	1	2				" "				" "		" "	13	6	"4330"	2	3.0
4331.0	1	2				" "				" "		" "	0		"4331"	2	3.0
4332.0	2					" "				" "		" "	0		"4332"	2	3.0
4333.0	1	2				" "				" "		" "	11	5	"4333"	2	3.0
4334.0	2					" "				" "		" "	11	10	"4334"	2	3.0
4335.0	2					" "				" "		" "	10	48	"4335"	2	3.0
4336.0	1	2				" "				" "		" "	0		"4336"	2	3.0
4337.0	1	2				" "				" "		" "	11	8	"4337"	2	3.0
4338.0	1	2				" "				" "		" "	0		"4338"	2	3.0
4339.0	1	2				" "				" "		" "	0		"4339"	2	3.0
4340.0	2					" "				" "		" "	11	25	"4340"	2	3.0
4341.0	1	1	2018	6	12	" "	2	1		" "		" "	17	35	"4341"	2	3.0
4342.0	1	2				" "				" "		" "	12	50	"4342"	2	3.0
4343.0	1	2				" "				" "		" "	0		"4343"	2	3.0
4344.0	1	1	2018	11	12	" "	1	1		" "		" "	12	40	"4344"	2	3.0
4345.0	1	2				" "				" "		" "	10	24	"4345"	2	3.0
4346.0	1	2				" "				" "		" "	11	0	"4346"	2	3.0
4347.0	1	2				" "				" "		" "	11	8	"4347"	2	3.0
4349.0	2					" "				" "		" "	6	4	"4349"	2	3.0
4350.0	1	2				" "				" "		" "	12	50	"4350"	2	3.0
4351.0	1	2				" "				" "		" "	11	5	"4351"	2	3.0
4352.0	2					" "				" "		" "	10	18	"4352"	2	3.0
4353.0	1	2				" "				" "		" "	12	16	"4353"	2	3.0
4354.0	1	2				" "				" "		" "	11	20	"4354"	2	3.0
4355.0	1	2				" "				" "		" "	15	40	"4355"	2	3.0
4356.0	1	2				" "				" "		" "	12	5	"4356"	2	3.0
4357.0	1	2				" "				" "		" "	11	54	"4357"	2	3.0
4358.0	1	2				" "				" "		" "	0		"4358"	2	3.0
4359.0	1	2				" "				" "		" "	12	15	"4359"	2	3.0
4360.0	1	2				" "				" "		" "	11	15	"4360"	2	3.0
4361.0	1	2				" "				" "		" "	0		"4361"	2	3.0
4362.0	2					" "				" "		" "	0		"4362"	2	3.0
4363.0	1	2				" "				" "		" "	12	30	"4363"	2	3.0
4364.0	2					" "				" "		" "	0		"4364"	2	3.0
4366.0	1	2				" "				" "		" "	13	15	"4366"	2	3.0
4368.0	1	2				" "				" "		" "	13	52	"4368"	2	3.0
4369.0	1	2				" "				" "		" "	0		"4369"	2	3.0
4370.0	2					" "				" "		" "	0		"4370"	2	3.0
4371.0	2					" "				" "		" "	0		"4371"	2	3.0
4372.0	1	2				" "				" "		" "	0		"4372"	2	3.0
4373.0	2					" "				" "		" "	0		"4373"	2	3.0
4374.0	2					" "				" "		" "	0		"4374"	2	3.0
4375.0	1	2				" "				" "		" "	12	55	"4375"	2	3.0
4376.0	2					" "				" "		" "	0		"4376"	2	3.0
4377.1	1	1	2018	10	2	" "	1	1		" "		" "	13	46	"4377.1"	2	3.0
4377.2	1	2				" "				" "		" "	18	25	"4377.2"	2	3.0
4378.0	2					" "				" "		" "	0		"4378"	2	3.0
4379.0	1	2				" "				" "		" "	15	59	"4379"	2	3.0
4380.0	1	2				" "				" "		" "	11	45	"4380"	2	3.0
4381.0	1	2				" "				" "		" "	11	2	"4381"	3	3.0
4382.0	1	2				" "				" "		" "	10	15	"4382"	3	3.0
4383.0	1	2				" "				" "		" "	12	40	"4383"	3	3.0
4384.0	1	2				" "				" "		" "	9	38	"4384"	3	3.0
4385.0	1	2				" "				" "		" "	16	5	"4385"	3	3.0
4386.0	1	2				" "				" "		" "	12	20	"4386"	3	3.0
4387.0	1	2				" "				" "		" "	11	10	"4387"	3	3.0
4388.0	1	2				" "				" "		" "	10	40	"4388"	3	3.0
4389.0	1	2				" "				" "		" "	15	18	"4389"	3	3.0
4390.0	1	2				" "				" "		" "	11	10	"4390"	3	3.0
4391.0	1	2				" "				" "		" "	12	5	"4391"	3	3.0
4392.0	1	2				" "				" "		" "	11	43	"4392"	3	3.0
4393.0	1	2				" "				" "		" "	11	50	"4393"	3	3.0
4394.1	1	2				" "				" "		" "	11	25	"4394.1"	3	3.0
4394.2	1	2				" "				" "		" "	11	20	"4394.2"	3	3.0
4395.0	1	2				" "				" "		" "	11	16	"4395"	3	3.0
4396.0	1	2				" "				" "		" "	13	30	"4396"	3	3.0
4397.0	1	2				" "				" "		" "	11	50	"4397"	3	3.0
4398.0	1	2				" "				" "		" "	10	48	"4398"	3	3.0
4399.0	1	1	2018	11	2	" "	2	1		" "		" "	11	48	"4399"	3	3.0
4400.0	1	2				" "				" "		" "	11	55	"4400"	3	3.0
4401.0	1	2				" "				" "		" "	13	12	"4401"	3	3.0
4402.0	1	2				" "				" "		" "	13	5	"4402"	3	3.0
4403.0	1	2				" "				" "		" "	11	20	"4403"	3	3.0
4404.0	1	2				" "				" "		" "	11	20	"4404"	3	3.0
4405.0	1	2				" "				" "		" "	17	2	"4405"	3	3.0
4406.0	1	2				" "				" "		" "	13	55	"4406"	3	3.0
4407.1	1	2				" "				" "		" "	11	30	"4407.1"	3	3.0
4407.2	1	2				" "				" "		" "	9	2	"4407.2"	3	3.0
4408.0	1	2				" "				" "		" "	12	41	"4408"	3	3.0
4409.0	1	2				" "				" "		" "	12	5	"4409"	3	3.0
4410.0	1	2				" "				" "		" "	14	42	"4410"	3	3.0
4411.0	1	2				" "				" "		" "	15	12	"4411"	3	3.0
4412.0	1	2				" "				" "		" "	14	58	"4412"	3	3.0
4414.0	1	2				" "				" "		" "	11	0	"4414"	3	3.0
4415.0	1	2				" "				" "		" "	12	10	"4415"	3	3.0
4416.0	1	2				" "				" "		" "	12	35	"4416"	3	3.0
4417.0	1	2				" "				" "		" "	12	58	"4417"	3	3.0
4418.0	1	2				" "				" "		" "	12	0	"4418"	3	3.0
4419.0	1	2				" "				" "		" "	13	10	"4419"	3	3.0
4420.0	1	2				" "				" "		" "	11	14	"4420"	3	3.0
4421.1	1	2				" "				" "		" "	10	46	"4421.1"	3	3.0
4421.2	1	2				" "				" "		" "	11	14	"4421.2"	3	3.0
4422.0	1	2				" "				" "		" "	12	40	"4422"	3	3.0
4423.0	1	2				" "				" "		" "	13	49	"4423"	3	3.0
4424.0	1	2				" "				" "		" "	12	53	"4424"	3	3.0
4425.0	1	2				" "				" "		" "	10	45	"4425"	3	3.0
4426.0	1	2				" "				" "		" "	12	40	"4426"	3	3.0
4427.0	1	2				" "				" "		" "	15	7	"4427"	3	3.0
4428.0	1	2				" "				" "		" "	11	10	"4428"	3	3.0
4429.0	1	2				" "				" "		" "	10	46	"4429"	3	3.0
4430.0	1	2				" "				" "		" "	12	30	"4430"	3	3.0
4431.0	1	2				" "				" "		" "	10	25	"4431"	3	3.0
4432.0	1	2				" "				" "		" "	12	47	"4432"	3	3.0
4433.0	1	2				" "				" "		" "	0		"4433"	3	3.0
4434.0	1	2				" "				" "		" "	11	59	"4434"	3	3.0
4435.0	1	2				" "				" "		" "	13	22	"4435"	3	3.0
4436.0	1	2				" "				" "		" "	14	12	"4436"	3	3.0
4437.0	1	2				" "				" "		" "	12	20	"4437"	3	3.0
4439.0	1	1	2018	4	2	" "	2	1		" "		" "	13	46	"4439"	3	3.0
4441.0	1	2				" "				" "		" "	10	50	"4441"	3	3.0
4443.0	1	2				" "				" "		" "	13	20	"4443"	3	3.0
4444.0	1	2				" "				" "		" "	13	58	"4444"	3	3.0
4445.0	1	2				" "				" "		" "	13	10	"4445"	3	3.0
4446.0	1	2				" "				" "		" "	10	30	"4446"	3	3.0
4447.1	1	2				" "				" "		" "	9	56	"4447.1"	3	3.0
4447.2	1	2				" "				" "		" "	11	10	"4447.2"	3	3.0
4448.0	1	2				" "				" "		" "	11	10	"4448"	3	3.0
4449.0	2					" "				" "		" "	13	10	"4449"	3	3.0
4451.0	2					" "				" "		" "	11	46	"4451"	3	3.0
4452.0	1	2				" "				" "		" "	16	40	"4452"	3	3.0
4455.0	1	2				" "				" "		" "	11	33	"4455"	3	3.0
4456.0	1	2				" "				" "		" "	9	58	"4456"	3	3.0
4457.0	1	2				" "				" "		" "	10	40	"4457"	3	3.0
4458.0	1	2				" "				" "		" "	15	10	"4458"	3	3.0
4459.0	1	2				" "				" "		" "	10	55	"4459"	3	3.0
4460.0	1	2				" "				" "		" "	11	9	"4460"	3	3.0
4461.0	1	2				" "				" "		" "	15	1	"4461"	3	3.0
4462.0	1	2				" "				" "		" "	11	23	"4462"	3	3.0
4463.0	1	2				" "				" "		" "	14	40	"4463"	3	3.0
4464.0	1	2				" "				" "		" "	13	50	"4464"	3	3.0
4465.0	1	2				" "				" "		" "	11	36	"4465"	3	3.0
4466.0	1	2				" "				" "		" "	12	35	"4466"	3	3.0
4468.0	1	2				" "				" "		" "	11	55	"4468"	3	3.0
4469.0	1	2				" "				" "		" "	17	20	"4469"	3	3.0
4470.0	1	2				" "				" "		" "	17	55	"4470"	3	3.0
4471.0	1	2				" "				" "		" "	13	50	"4471"	3	3.0
4472.1	1	2				" "				" "		" "	13	3	"4472.1"	3	3.0
4472.2	1	2				" "				" "		" "	14	11	"4472.2"	3	3.0
4473.0	1	2				" "				" "		" "	11	58	"4473"	3	3.0
4474.0	1	2				" "				" "		" "	11	6	"4474"	3	3.0
4475.0	1	2				" "				" "		" "	10	5	"4475"	3	3.0
4476.0	2					" "				" "		" "	15	33	"4476"	3	3.0
4477.0	1	2				" "				" "		" "	11	15	"4477"	3	3.0
4478.0	1	2				" "				" "		" "	13	15	"4478"	3	3.0
4479.1	2					" "				" "		" "	11	50	"4479.1"	3	3.0
4479.2	1	2				" "				" "		" "	11	48	"4479.2"	3	3.0
4480.0	1	2				" "				" "		" "	11	22	"4480"	3	3.0
4481.0	1	2				" "				" "		" "	11	11	"4481"	3	3.0
4483.0	1	2				" "				" "		" "	12	58	"4483"	3	3.0
4484.0	2					" "				" "		" "	16	12	"4484"	3	3.0
4485.0	1	2				" "				" "		" "	10	34	"4485"	3	3.0
4486.0	1	2				" "				" "		" "	12	32	"4486"	3	3.0
4487.0	1	2				" "				" "		" "	11	30	"4487"	3	3.0
4488.0	1	2				" "				" "		" "	10	50	"4488"	3	3.0
4489.0	1	2				" "				" "		" "	10	50	"4489"	3	3.0
4490.0	1	2				" "				" "		" "	12	5	"4490"	3	3.0
4492.0	1	2				" "				" "		" "	16	20	"4492"	3	3.0
4493.1	2					" "				" "		" "	11	3	"4493.1"	3	3.0
4493.2	1	2				" "				" "		" "	10	51	"4493.2"	3	3.0
4494.0	1	2				" "				" "		" "	11	42	"4494"	3	3.0
4495.1	1	2				" "				" "		" "	11	7	"4495.1"	3	3.0
4495.2	2					" "				" "		" "	10	40	"4495.2"	3	3.0
4497.1	1	2				" "				" "		" "	11	15	"4497.1"	3	3.0
4497.2	2					" "				" "		" "	11	55	"4497.2"	3	3.0
4498.0	1	2				" "				" "		" "	11	27	"4498"	3	3.0
4499.0	2					" "				" "		" "	10	53	"4499"	3	3.0
4500.0	1	2				" "				" "		" "	11	11	"4500"	3	3.0
4501.0	1	1	2013	3	2	" "	1	2	3	" "		" "	11	52	"4501"	3	3.0
4502.0	1	2				" "				" "		" "	11	25	"4502"	3	3.0
4503.0	1	2				" "				" "		" "	12	28	"4503"	3	3.0
4504.0	1	1	2013	3	2	" "	1	2	3	" "		" "	8	41	"4504"	3	3.0
4505.0	1	2				" "				" "		" "	12	32	"4505"	3	3.0
4506.0	1	2				" "				" "		" "	10	55	"4506"	3	3.0
4507.0	1	1	2013	3	1	" "	2	2	3	" "		" "	11	58	"4507"	3	3.0
4508.0	1	1	2003	1	1	" "	2	2	3	" "		" "	12	50	"4508"	3	3.0
4509.1	1	1	2015	2	1	" "	1	2	3	" "		" "	10	32	"4509.1"	3	3.0
4509.21	1	1	2013	2	2	" "	2	2	3	" "		" "	11	42	"4509.2.1"	3	3.0
4509.22	1	2				" "				" "		" "	14	30	"4509.2.2"	3	3.0
4510.0	1	2				" "				" "		" "	12	22	"4510"	3	3.0
4511.1	1	2				" "				" "		" "	12	48	"4511.1"	3	3.0
4511.2	1	1	2013	3	14	"SARKARI KRISHI SOMPROSAR"	1	2	3	" "		" "	15	21	"4511.2"	3	3.0
4512.0	1	1	2014	2	12	" "	2	2	3	" "		" "	12	35	"4512"	3	3.0
4513.0	1	2				" "				" "		" "	11	25	"4513"	3	3.0
4514.1	1	1	2012	2	2	" "	2	2	3	" "		" "	11	2	"4514.1"	3	3.0
4514.2	1	1	2012	2	2	" "	2	2	3	" "		" "	11	50	"4514.2"	3	3.0
4515.1	1	2				" "				" "		" "	9	10	"4515.1"	3	3.0
4515.2	1	2				" "				" "		" "	14	52	"4515.2"	3	3.0
4516.0	1	1	2013	2	14	"KRISHI KORMOKORTAR MADDO"	1	2	3	" "		" "	11	8	"4516"	3	3.0
4518.0	1	1	2013	2	1	" "	2	2	3	" "		" "	10	56	"4518"	3	3.0
4519.0	1	2				" "				" "		" "	12	8	"4519"	3	3.0
4520.0	1	2				" "				" "		" "	11	4	"4520"	3	3.0
4521.0	1	2				" "				" "		" "	11	13	"4521"	3	3.0
4522.0	1	2				" "				" "		" "	11	42	"4522"	3	3.0
4523.0	1	2				" "				" "		" "	13	15	"4523"	3	3.0
4524.0	1	1	2013	1	2	" "	2	2	3	" "		" "	11	48	"4524"	3	3.0
4525.0	1	2				" "				" "		" "	12	50	"4525"	3	3.0
4526.0	1	2				" "				" "		" "	12	15	"4526"	3	3.0
4527.0	1	1	2012	4	2	" "	1	2	3	" "		" "	12	37	"4527"	3	3.0
4529.0	1	2				" "				" "		" "	9	51	"4529"	3	3.0
4530.0	1	2				" "				" "		" "	11	45	"4530"	3	3.0
4531.0	1	2				" "				" "		" "	11	3	"4531"	3	3.0
4532.0	1	2				" "				" "		" "	17	28	"4532"	3	3.0
4533.0	1	1	2013	3	12	" "	2	3		" "	5	" "	12	32	"4533"	3	3.0
4534.0	1	1	2015	3	2	" "	2	2	3	" "		" "	11	40	"4534"	3	3.0
4535.0	1	2				" "				" "		" "	10	25	"4535"	3	3.0
4536.0	1	2				" "				" "		" "	11	6	"4536"	3	3.0
4537.0	1	2				" "				" "		" "	10	18	"4537"	3	3.0
4538.0	1	1	2010	2	2	" "	2	2	3	" "		" "	11	20	"4538"	3	3.0
4539.0	1	1	2013	1	2	" "	1	2	3	" "		" "	14	20	"4539"	3	3.0
4540.0	1	2				" "				" "		" "	12	38	"4540"	3	3.0
4541.0	1	2				" "				" "		" "	10	36	"4541"	3	3.0
4542.0	1	2				" "				" "		" "	15	18	"4542"	3	3.0
4543.0	1	2				" "				" "		" "	12	17	"4543"	3	3.0
4544.0	1	2				" "				" "		" "	14	8	"4544"	3	3.0
4545.0	1	2				" "				" "		" "	13	27	"4545"	3	3.0
4546.1	1	2				" "				" "		" "	11	30	"4546.1"	3	3.0
4546.2	1	2				" "				" "		" "	10	24	"4546.2"	3	3.0
4547.0	1	2				" "				" "		" "	12	23	"4547"	3	3.0
4548.0	1	2				" "				" "		" "	12	40	"4548"	3	3.0
4549.0	1	2				" "				" "		" "	11	54	"4549"	3	3.0
4550.0	1	2				" "				" "		" "	12	5	"4550"	3	3.0
4551.0	1	2				" "				" "		" "	13	2	"4551"	3	3.0
4552.0	1	2				" "				" "		" "	15	45	"4552"	3	3.0
4553.0	1	2				" "				" "		" "	10	28	"4553"	3	3.0
4555.0	1	1	2010	2	2	" "	1	2	3	" "		" "	14	30	"4555"	3	3.0
4556.0	1	1	2013	6	14	"KRISHI SOMPRASARAN KORMI"	1	1		" "		" "	12	55	"4556"	3	3.0
4557.0	1	2				" "				" "		" "	11	25	"4557"	3	3.0
4558.0	1	2				" "				" "		" "	10	8	"4558"	3	3.0
4559.0	1	2				" "				" "		" "	9	11	"4559"	3	3.0
4560.0	1	2				" "				" "		" "	14	15	"4560"	3	3.0
4561.0	1	2				" "				" "		" "	10	2	"4561"	3	3.0
4562.0	1	2				" "				" "		" "	12	6	"4562"	3	3.0
4563.1	1	2				" "				" "		" "	14	58	"4563.1"	3	3.0
4563.2	1	2				" "				" "		" "	11	58	"4563.2"	3	3.0
4564.0	1	1	2014	2	12	" "	1	2	3	" "		" "	12	52	"4564"	3	3.0
4565.0	1	2				" "				" "		" "	9	58	"4565"	3	3.0
4566.0	1	1	2010	3	2	" "	1	2	3	" "		" "	12	49	"4566"	3	3.0
4567.0	1	2				" "				" "		" "	9	56	"4567"	3	3.0
4568.0	1	1	2016	2	2	" "	1	2	2	" "		" "	12	30	"4568"	3	3.0
4569.0	1	2				" "				" "		" "	13	18	"4569"	3	3.0
4570.0	1	1	2015	2	2	" "	1	2	3	" "		" "	11	1	"4570"	3	3.0
4571.0	1	1	2010	1	2	" "	2	2	3	" "		" "	12	13	"4571"	3	3.0
4572.1	1	1	2012	2	1	" "	1	2	3	" "		" "	12	46	"4572.1"	3	3.0
4572.2	1	2				" "				" "		" "	15	10	"4572.2"	3	3.0
4572.3	1	2				" "				" "		" "	10	18	"4572.3"	3	3.0
4573.0	1	1	2003	2	12	" "	2	2	3	" "		" "	11	38	"4573"	3	3.0
4574.0	1	2				" "				" "		" "	9	55	"4574"	3	3.0
4575.0	1	1	2015	3	14	"KRSE PRASAR NA KARMI"	1	2	3	" "		" "	12	28	"4575"	3	3.0
4576.0	1	2				" "				" "		" "	10	20	"4576"	3	3.0
4577.0	1	1	2012	4	1	" "	1	2	3	" "		" "	13	50	"4577"	3	3.0
4578.0	1	1	2013	7	12	" "	1	3		" "	5	" "	12	40	"4578"	3	3.0
4579.0	1	1	2013	4	2	" "	1	2	3	" "		" "	18	3	"4579"	3	3.0
4580.0	1	2				" "				" "		" "	10	42	"4580"	3	3.0
4581.0	1	1	2005	1	12	" "	1	2	3	" "		" "	13	12	"4581"	3	3.0
4582.0	1	1	2013	8	1	" "	1	2	3	" "		" "	15	8	"4582"	3	3.0
4583.0	1	1	2013	3	1	" "	2	2	3	" "		" "	13	0	"4583"	3	3.0
4584.0	1	1	2013	2	1	" "	2	2	3	" "		" "	14	10	"4584"	3	3.0
4585.0	1	1	2013	4	1	" "	1	2	3	" "		" "	9	10	"4585"	3	3.0
4586.0	1	2				" "				" "		" "	9	45	"4586"	3	3.0
4587.0	1	2				" "				" "		" "	9	40	"4587"	3	3.0
4588.0	1	1	2013	4	1	" "	1	2	3	" "		" "	11	49	"4588"	3	3.0
4589.0	1	2				" "				" "		" "	12	58	"4589"	3	3.0
4590.0	1	2				" "				" "		" "	10	45	"4590"	3	3.0
4591.0	1	2				" "				" "		" "	12	15	"4591"	3	3.0
4592.0	1	1	2013	2	12	" "	2	2	3	" "		" "	12	52	"4592"	3	3.0
4593.0	1	1	2011	2	12	" "	1	2	3	" "		" "	11	2	"4593"	3	3.0
4594.0	1	2				" "				" "		" "	12	30	"4594"	3	3.0
4595.1	1	2				" "				" "		" "	16	28	"4595.1"	3	3.0
4595.2	1	1	2013	3	1	" "	1	2	3	" "		" "	12	10	"4595.2"	3	3.0
4596.0	1	2				" "				" "		" "	12	4	"4596"	3	3.0
4597.0	1	2				" "				" "		" "	11	13	"4597"	3	3.0
4598.0	1	2				" "				" "		" "	11	32	"4598"	3	3.0
4599.0	1	2				" "				" "		" "	16	15	"4599"	3	3.0
4600.0	1	1	2013	4	14	"KRISHI SOMPROSARON KORMI"	1	2	3	" "		" "	12	17	"4600"	3	3.0
4601.1	1	2				" "				" "		" "	11	48	"4601.1"	2	3.0
4601.2	1	2				" "				" "		" "	14	45	"4601.2"	2	3.0
4602.0	1	1	2008	2	1	" "	2	2	3	" "		" "	13	9	"4602"	2	3.0
4603.0	1	1	2015	1	1	" "	2	2	3	" "		" "	11	52	"4603"	2	3.0
4604.0	1	2				" "				" "		" "	13	29	"4604"	2	3.0
4606.0	1	2				" "				" "		" "	13	1	"4606"	2	3.0
4608.0	1	2				" "				" "		" "	15	36	"4608"	2	3.0
4609.1	2					" "				" "		" "	11	29	"4609.1"	2	3.0
4609.2	2					" "				" "		" "	12	20	"4609.2"	2	3.0
4610.0	1	2				" "				" "		" "	0		"4610"	2	3.0
4611.0	1	1	2008	1	1	" "	2	2	1	" "		" "	13	59	"4611"	2	3.0
4612.0	1	2				" "				" "		" "	18	49	"4612"	2	3.0
4613.0	1	2				" "				" "		" "	14	53	"4613"	2	3.0
