a01	stime_h_b2	stime_m_b2	res_id_b2	consent_b2	mid_b2	b2_01	b2_02	b2_02oth	b2_03	b2_04	b2_05	b2_05oth	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	b2_14oth	etime_h_b2	etime_m_b2	hhid2	flag_b2	hh_type	round
108.0	8	28	1	1	3	1		" "	2008	66	1	" "	3.0	25.0	2	2								6		2013	12	" "	8	32	"108"		3	3.0
108.0			1	1	4	1		" "	2010	66	2	" "	3.0	25.0	1	1	2	0	1	500	1	8	2	5	6	9999		" "			"108"		3	3.0
108.0			1	1	5	1		" "	2017	66	1	" "	3.0	25.0	1	1	1	0	2		5	1	2	6		9999		" "			"108"		3	3.0
109.0	12	8	1	1	3	1		" "	2016	66	1	" "	0.25	2.0	1	1	1	0	2		5	2	2	5	6	9999		" "	12	16	"109"		3	3.0
109.0			1	1	4	1		" "	2017	66	1	" "	0.25	2.0	1	1	1	0	2		5	1	2	1	6	9999		" "			"109"		3	3.0
110.0	7	57	1	1	3	1		" "	2017	66	1	" "	0.25	7.0	1	1	1	0	2		5	1	2	6		9999		" "	8	2	"110"		3	3.0
111.0	10	0	1	1	3	1		" "	2003	1	2	" "	1.0	20.0	2	2								5		2010	11	" "	10	10	"111"		3	3.0
111.0			1	1	5	1		" "	2011	1	2	" "	1.0	20.0	2	2								5		2017	21	" "			"111"		3	3.0
112.0	7	32	4	1	2	1		" "	2015	66	1	" "	1.0	15.0	1	2								1		2018	22	" "	7	37	"112"		3	3.0
112.0			4	1	3	1		" "	2017	66	2	" "	0.5	5.0	1	1	2	0	1	100	1	1	2	1		9999		" "			"112"		3	3.0
113.0	8	15	1	1	4	1		" "	2009	1	2	" "	1.0	10.0	1	1	2	0	1	500	8	9	2	8		9999		" "	8	20	"113"		3	3.0
113.0			1	1	5	1		" "	2008	1	2	" "	2.0	20.0	1	1	2	0	1	500	1	10	2	5		9999		" "			"113"		3	3.0
114.0	8	48	4	1	2	1		" "	2003	66	7	" "	0.75	10.0	2	2								8		2014	21	" "	8	55	"114"		3	3.0
114.0			4	1	3	1		" "	2010	66	7	" "	0.75	10.0	1	1	2	0	1	300	1	6	2	5		9999		" "			"114"		3	3.0
116.0	7	55	4	1	2	1		" "	2008	66	7	" "	0.5	10.0	1	1	2	0	1	1000	1	10	2	5	2	9999		" "	8	6	"116"		3	3.0
116.0			4	1	3	1		" "	2017	66	1	" "	0.0	2.0	1	1	1	0	2		5	1	2	1		9999		" "			"116"		3	3.0
117.0	8	48	1	1	3	1		" "	1998	66	9	" "	2.0	20.0	1	1	1	0	2		1	16	2	1		9999		" "	8	50	"117"		3	3.0
117.0			1	1	4	1		" "	2005	66	9	" "	1.0	10.0	1	1	1	0	1	1000	1	12	2	1		9999		" "			"117"		3	3.0
118.0	8	27	1	1	5	1		" "	2004	66	2	" "	7.0	30.0	2	2								5		2016	6	" "	8	30	"118"		3	3.0
120.0	9	20	1	1	2	1		" "	1998	1	2	" "	2.0	20.0	2	2								1		2002	21	" "	9	35	"120"		3	3.0
120.0			1	1	4	1		" "	2011	77	7	" "	1.0	10.0	1	1	2	0	2		1	7	2	5		9999		" "			"120"		3	3.0
120.0			1	1	5	1		" "	2018	66	1	" "	1.0	10.0	2	1	1	0	2		1	66	9					" "			"120"		3	3.0
121.0	8	30	1	1	99			" "				" "																" "	8	34	"121"		2	3.0
122.0	9	12	1	1	3	1		" "	2006	1	3	" "	200.0	420.0	1	1	2	400	1	8000	1	12	2	5		9999		" "	9	17	"122"		2	3.0
122.0			1	1	4	1		" "	2012	1	1	" "	0.25	3.0	1	1	1	0	1	400	5	5	2	5		9999		" "			"122"		2	3.0
123.0	8	21	1	1	4	1		" "	2008	66	9	" "	4.0	30.0	1	1	2	0	2		1	10	1	5		9999		" "	8	26	"123"		2	3.0
124.0	8	20	3	1	1	1		" "	1995	1	1	" "	0.5	20.0	2	2								1		2000	21	" "	8	35	"124"		2	3.0
124.0			3	1	2	1		" "	2014	1	1	" "	0.25	5.0	1	1	1	0	2		5	3	1	5		9999		" "			"124"		2	3.0
126.0	16	4	4	1	4	1		" "	2002	66	2	" "	1.0	30.0	2	2								2		2007	21	" "	16	10	"126"		2	3.0
126.0			4	1	6	1		" "	2018	66	1	" "	1.0	10.0	2	1	1	0	2		1	1	2	1		9999		" "			"126"		2	3.0
127.0	8	25	2	1	3	1		" "	2009	66	2	" "	0.25	15.0	1	1	2	90	1	300	1	8	2	5		9999		" "	8	31	"127"		2	3.0
127.0			2	1	4	1		" "	2016	66	1	" "	0.25	5.0	1	1	1	0	2		5	2	2	5		9999		" "			"127"		2	3.0
128.0	8	23	1	1	4	1		" "	2010	1	2	" "	0.5	10.0	1	1	2	0	1	500	1	9	2	1		9999		" "	8	29	"128"		2	3.0
128.0			1	1	5	1		" "	2014	1	1	" "	0.5	10.0	1	1	1	0	2		5	4	2	5		9999		" "			"128"		2	3.0
129.0	8	26	1	1	4	1		" "	2012	1	2	" "	1.0	10.0	1	1	2	80	1	300	1	6	2	1		9999		" "	8	26	"129"		2	3.0
129.0			1	1	6	1		" "	2006	1	2	" "	1.5	15.0	2	2								1		2015	21	" "			"129"		2	3.0
130.0	0		1		99			" "				" "																" "	0		"130"		2	3.0
131.0	9	13	1	1	3	1		" "	2006	1	9	" "	5.0	30.0	1	1	2	300	1	600	9	11	2	9		9999		" "	9	26	"131"		2	3.0
131.0			1	1	4	1		" "	1999	1	2	" "	2.0	15.0	2	2								1		2008	21	" "			"131"		2	3.0
131.0			1	1	5	1		" "	2018	1	10	" "	0.0	5.0	2	1	2	0	2		1	1	2	1		9999		" "			"131"		2	3.0
131.0			1	1	6	1		" "	2013	1	1	" "	1.0	20.0	1	1	1	0	1	500	5	5	2	5		9999		" "			"131"		2	3.0
132.0	8	25	1	1	3	1		" "	2010	66	2	" "	3.0	90.0	1	1	2	0	1	500	1	7	2	5		9999		" "	8	30	"132"		2	3.0
134.0	10	55	1	1	5	1		" "	2014	1	1	" "	1.0	12.0	1	1	1	0	1	200	5	4	2	5		9999		" "	11	1	"134"		2	3.0
134.0			1	1	7	1		" "	2017	1	1	" "	1.0	12.0	1	1	1	0	1	200	5	2	2	5		9999		" "			"134"		2	3.0
135.0	8	40	1	1	4	1		" "	2014	66	1	" "	0.5	15.0	1	1	1	0	2		5	3	2	5		9999		" "	8	45	"135"		2	3.0
136.0	10	17	1	1	3	1		" "	2005	1	1	" "	5.0	120.0	1	1	1	0	1	500	1	2	2	1		9999		" "	10	30	"136"		2	3.0
136.0			1	1	4	1		" "	2011	1	10	" "	1.0	5.0	1	1	2	0	2		8	7	2	5		9999		" "			"136"		2	3.0
137.0	16	30	1	1	7	1		" "	2010	1	2	" "	1.0	18.0	1	1	2	0	1	300	1	6	2	1		9999		" "	16	34	"137"		2	3.0
137.0			1	1	8	1		" "	2018	66	1	" "	0.25	15.0	2	1	1	0	2		1	1	2	1		9999		" "			"137"		2	3.0
140.0	9	45	1	1	3	1		" "	2003	1	2	" "	2.0	20.0	2	2								1		2014	11	" "	9	54	"140"		2	3.0
140.0			1	1	4	1		" "	2006	1	2	" "	2.0	20.0	2	2								1		2016	11	" "			"140"		2	3.0
141.0	13	17	1	1	3	1		" "	2009	66	2	" "	1.0	20.0	1	1	2	50	2		1	8	2	5	6	9999		" "	13	22	"141"		3	3.0
141.0			1	1	4	1		" "	2011	66	2	" "	1.0	20.0	1	1	2	50	2		1	6	2	5	6	9999		" "			"141"		3	3.0
142.1	9	15	1	1	3	1		" "	2013	1	2	" "	0.5	6.0	1	1	2	0	1	300	8	6	2	5	6	9999		" "	9	18	"142.1"		3	3.0
142.2	8	57	5	1	99			" "				" "																" "	9	0	"142.2"		3	3.0
143.0	9	34	1	1	3	1		" "	2006	66	2	" "	2.0	30.0	2	2								5	6	2016	21	" "	9	48	"143"		3	3.0
143.0			1	1	4	1		" "	2010	66	2	" "	2.0	30.0	1	1	2	30	1	1000	1	8	2	5	6	9999		" "			"143"		3	3.0
143.0			1	1	5	1		" "	2012	66	2	" "	2.0	30.0	1	1	2	30	1	500	1	6	2	5	6	9999		" "			"143"		3	3.0
144.0	8	45	1	1	99			" "				" "																" "	8	45	"144"		3	3.0
145.0	9	25	1	1	2	1		" "	2013	66	1	" "	0.25	4.0	1	1	1	0	1	500	5	5	2	5	6	9999		" "	9	30	"145"		3	3.0
145.0			1	1	4	1		" "	2018	66	12	" "	0.25	4.0	2	1	2	0	2		1	66	9					" "			"145"		3	3.0
146.0	8	37	1	1	4	1		" "	2008	66	2	" "	1.5	30.0	2	2								5		2015	12	" "	8	36	"146"		3	3.0
146.0			1	1	5	1		" "	2015	66	1	" "	0.1	10.0	1	1	1	0	1	200	5	3	2	5	6	9999		" "			"146"		3	3.0
147.0	15	34	1	1	6	1		" "	2011	66	2	" "	1.5	25.0	1	1	2	40	1	400	1	7	2	5	6	9999		" "	15	37	"147"		3	3.0
148.1	9	10	4	1	99			" "				" "																" "	9	10	"148.1"		3	3.0
148.2	14	7	3	1	6	1		" "	2002	66	2	" "	1.0	10.0	2	2								8	6	2011	21	" "	14	10	"148.2"		3	3.0
148.3	13	50	5	1	5	1		" "	1999	1	1	" "	0.5	12.0	2	2								1		2003	12	" "	13	55	"148.3"		3	3.0
148.3			5	1	6	1		" "	2003	1	1	" "	0.25	8.0	2	2								1		2007	9	" "			"148.3"		3	3.0
149.0	8	57	1	1	3	1		" "	2007	66	2	" "	1.5	30.0	1	1	2	40	1	500	1	10	2	5	6	9999		" "	9	11	"149"		3	3.0
149.0			1	1	4	1		" "	2003	1	2	" "	1.0	30.0	1	1	2	80	2		1	15	2	2		9999		" "			"149"		3	3.0
150.0	9	15	1	1	99			" "				" "																" "	9	15	"150"		3	3.0
151.0	9	40	1	1	4	1		" "	2001	1	1	" "	1.0	10.0	2	2								1		2006	9	" "	9	50	"151"		3	3.0
151.0			1	1	5	1		" "	2009	1	1	" "	1.0	10.0	2	2								5	6	2014	12	" "			"151"		3	3.0
151.0			1	1	6	1		" "	2015	1	1	" "	1.0	10.0	1	1	1	0	2		5	4	2	5	6	9999		" "			"151"		3	3.0
151.0			1	1	7	1		" "	2015	1	1	" "	1.0	12.0	1	1	1	0	1	400	5	4	2	5	6	9999		" "			"151"		3	3.0
151.0			1	1	8	1		" "	2017	1	1	" "	1.0	12.0	1	1	1	0	2		5	2	2	5	6	9999		" "			"151"		3	3.0
152.0	9	7	1	1	99			" "				" "																" "	9	9	"152"		3	3.0
153.0	9	21	1	1	3	1		" "	2000	1	2	" "	1.0	10.0	2	2								2		2015	21	" "	9	16	"153"		3	3.0
154.0	8	38	1	1	4	1		" "	2009	66	2	" "	0.5	7.0	1	1	2	60	1	500	1	9	2	5	6	9999		" "	8	41	"154"		3	3.0
155.0	9	5	1	1	3	1		" "	2008	66	2	" "	1.0	15.0	1	1	2	60	1	400	1	9	2	5	6	9999		" "	9	10	"155"		3	3.0
155.0			1	1	4	1		" "	2012	66	2	" "	1.0	15.0	1	1	2	40	1	250	1	6	2	5	6	9999		" "			"155"		3	3.0
157.0	8	38	1	1	3	1		" "	2009	66	2	" "	0.5	10.0	1	1	2	30	1	1000	1	9	2	8	6	9999		" "	8	44	"157"		3	3.0
157.0			1	1	4	1		" "	2013	66	3	" "	0.5	10.0	1	1	2	300	2		1	5	2	5	6	9999		" "			"157"		3	3.0
160.0	8	49	3	1	99			" "				" "																" "	8	49	"160"		3	3.0
161.0	9	19	1	1	2	1		" "	2010	66	1	" "	6.0	60.0	1	1	1	60	1	400	1	8	2	5		9999		" "	9	21	"161"		2	3.0
162.0	9	22	1	1	4	1		" "	2010	1	7	" "	0.5	5.0	1	1	2	100	1	400	1	9	2	5		9999		" "	9	30	"162"		2	3.0
162.0			1	1	6	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	1	300	5	1	2	1		9999		" "			"162"		2	3.0
163.0	8	22	1	1	3	1		" "	2011	1	2	" "	1.0	12.0	1	1	2	80	1	500	1	7	2	5		9999		" "	8	30	"163"		2	3.0
163.0			1	1	4	1		" "	2017	1	1	" "	1.0	12.0	1	1	1	0	2		5	2	2	5		9999		" "			"163"		2	3.0
164.0	9	52	1	1	2	1		" "	2006	1	2	" "	4.0	40.0	2	1	2	60	2		1	12	1	8		9999		" "	9	56	"164"		2	3.0
165.0	12	30	1	1	2	1		" "	2008	66	2	" "	2.0	30.0	1	1	2	100	1	400	1	10	2	5		9999		" "	12	35	"165"		2	3.0
165.0			1	1	3	1		" "	2011	66	2	" "	1.0	13.0	1	1	2	50	2		1	7	2	5		9999		" "			"165"		2	3.0
166.0	9	11	1	1	5	1		" "	2008	1	9	" "	2.0	20.0	1	1	2	200	1	500	1	11	2	1		9999		" "	9	18	"166"		2	3.0
166.0			1	1	6	1		" "	2012	66	7	" "	0.25	4.0	1	1	2	0	1	300	1	6	2	5		9999		" "			"166"		2	3.0
167.0	9	30	1	1	4	1		" "	2008	1	2	" "	1.5	20.0	1	1	2	60	2		1	10	2	1		2018	21	" "	9	43	"167"		2	3.0
167.0			1	1	5	1		" "	2014	1	1	" "	0.5	5.0	1	1	1	0	2		5	5	2	5		9999		" "			"167"		2	3.0
167.0			1	1	7	1		" "	2018	1	1	" "	0.5	5.0	2	1	1	0	2		5	1	9					" "			"167"		2	3.0
168.0	9	24	1	1	99			" "				" "																" "	9	24	"168"		2	3.0
169.0	8	20	1	1	3	1		" "	2003	1	9	" "	20.0	120.0	1	1	1	200	2		1	16	2	8		9999		" "	8	25	"169"		2	3.0
169.0			1	1	4	1		" "	2003	1	9	" "	20.0	120.0	2	2								8		2014	21	" "			"169"		2	3.0
170.0	15	31	1	1	4	1		" "	2012	66	2	" "	1.0	10.0	1	1	2	60	1	400	1	6	2	5		9999		" "	15	38	"170"		2	3.0
170.0			1	1	5	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	1	300	5	2	2	5		9999		" "			"170"		2	3.0
170.0			1	1	7	1		" "	2009	1	2	" "	1.0	10.0	1	1	2	80	1	400	1	10	2	1		9999		" "			"170"		2	3.0
171.0	9	16	1	1	3	1		" "	2008	1	2	" "	1.0	10.0	1	1	2	2000	1	1800	1	74	2	1		9999		" "	9	22	"171"		2	3.0
171.0			1	1	4	1		" "	2011	1	2	" "	1.0	10.0	1	1	2	100	1	700	1	8	2	1		9999		" "			"171"		2	3.0
171.0			1	1	5	1		" "	2017	1	1	" "	1.0	10.0	1	1	1	0	1	300	5	2	2	5		9999		" "			"171"		2	3.0
172.0	17	30	1	1	2	1		" "	2004	1	9	" "	29.0	110.0	1	1	1	0	2		1	14	2	1		9999		" "	17	34	"172"		2	3.0
172.0			1	1	3	1		" "	2007	66	9	" "	0.5	20.0	1	1	2	125	1	400	1	11	2	1		9999		" "			"172"		2	3.0
173.0	8	50	1	1	99			" "				" "																" "	8	51	"173"		2	3.0
174.0	13	50	1	1	2	1		" "	2005	1	2	" "	0.5	5.0	2	2								8		2013	6	" "	13	58	"174"		2	3.0
174.0			1	1	3	1		" "	2009	66	2	" "	0.5	5.0	1	1	2	60	1	400	1	9	2	5		9999		" "			"174"		2	3.0
174.0			1	1	4	1		" "	2011	66	2	" "	1.0	10.0	1	1	2	0	2		1	7	2	1		9999		" "			"174"		2	3.0
175.0	8	42	1	1	3	1		" "	2012	1	2	" "	1.5	20.0	1	1	2	0	1	600	1	6	2	5		9999		" "	8	45	"175"		2	3.0
176.0	8	25	1	1	4	1		" "	2009	1	7	" "	0.5	5.0	1	1	2	0	2		1	10	2	1		9999		" "	8	33	"176"		2	3.0
176.0			1	1	5	1		" "	2010	1	7	" "	0.5	5.0	1	1	2	0	2		1	9	2	5		9999		" "			"176"		2	3.0
177.0	8	46	2	1	3	1		" "	2005	66	9	" "	15.0	70.0	1	1	1	18	2		1	13	2	5		9999		" "	8	50	"177"		2	3.0
177.0			2	1	4	1		" "	2012	66	1	" "	0.5	5.0	1	1	2	0	2		1	6	2	5		9999		" "			"177"		2	3.0
178.0	8	50	3	1	6	1		" "	2007	1	2	" "	0.5	5.0	1	1	2	65	2		9	12	2	5		9999		" "	9	16	"178"		2	3.0
178.0			3	1	7	1		" "	2012	1	2	" "	0.5	5.0	1	1	2	0	2		1	7	2	5		9999		" "			"178"		2	3.0
179.0	7	30	1	1	3	1		" "	2011	66	1	" "	0.5	10.0	1	1	1	0	1	1000	1	7	2	5		9999		" "	7	33	"179"		2	3.0
180.0	8	27	1	1	4	1		" "	2013	1	2	" "	0.5	6.0	1	1	2	0	2		1	6	2	5		9999		" "	8	42	"180"		2	3.0
180.0			1	1	5	1		" "	2015	1	1	" "	0.5	6.0	1	1	1	0	2		5	4	2	5		9999		" "			"180"		2	3.0
182.0	9	52	1	1	4	1		" "	2004	66	2	" "	2.0	20.0	1	1	2	0	1	1000	1	12	2	1		9999		" "	9	58	"182"		2	3.0
182.0			1	1	5	1		" "	2009	66	2	" "	2.0	20.0	1	1	2	0	1	1000	1	22	2	1		9999		" "			"182"		2	3.0
183.0	8	19	1	1	2	1		" "	2000	66	2	" "	1.0	15.0	1	1	2	180	1	600	1	12	2	1		9999		" "	8	42	"183"		2	3.0
183.0			1	1	3	1		" "	2004	66	2	" "	1.0	15.0	1	1	2	270	1	1000	1	12	2	1		9999		" "			"183"		2	3.0
183.0			1	1	4	1		" "	2017	66	2	" "	1.0	20.0	1	1	2	250	1	300	1	1	2	1		9999		" "			"183"		2	3.0
184.0	15	30	1	1	2	1		" "	2006	66	1	" "	2.5	25.0	2	2								1		2018	9	" "	15	45	"184"		2	3.0
184.0			1	1	3	1		" "	2011	66	1	" "	2.5	25.0	2	2								1		2013	9	" "			"184"		2	3.0
184.0			1	1	4	1		" "	2016	66	2	" "	2.5	30.0	1	1	2	250	1	300	1	3	2	1		9999		" "			"184"		2	3.0
184.0			1	1	6	1		" "	2002	66	1	" "	2.5	25.0	2	2								1		2008	9	" "			"184"		2	3.0
184.0			1	1	7	2	1	" "				" "																" "			"184"		2	3.0
184.0			1	1	8	1		" "	2002	66	1	" "	2.5	25.0	2	2								1		2012	21	" "			"184"		2	3.0
185.0	8	45	1	1	5	1		" "	2011	66	2	" "	0.5	5.0	1	1	2	70	1	400	1	66	2	1		9999		" "	8	52	"185"		2	3.0
185.0			1	1	6	1		" "	2018	66	2	" "	1.0	20.0	1	1	2	280	1	200	1	7	9					" "			"185"		2	3.0
186.0	9	17	1	1	2	1		" "	2004	66	2	" "	0.5	10.0	1	1	2	0	2		5	11	2	5		9999		" "	9	24	"186"		2	3.0
186.0			1	1	3	1		" "	2011	66	2	" "	0.5	10.0	1	1	2	380	1	1000	1	6	2	1		9999		" "			"186"		2	3.0
187.0	8	59	1	1	4	1		" "	2009	66	3	" "	0.5	20.0	1	1	2	300	1	500	1	8	2	1		9999		" "	9	10	"187"		2	3.0
187.0			1	1	5	1		" "	2013	66	3	" "	0.5	20.0	1	1	2	300	1	500	1	4	2	1		9999		" "			"187"		2	3.0
188.0	13	40	1	1	2	1		" "	2005	66	2	" "	1.0	20.0	1	1	2	200	1	800	1	12	2	1		9999		" "	13	45	"188"		2	3.0
188.0			1	1	3	1		" "	2015	66	2	" "	0.25	5.0	1	1	2	250	1	400	1	3	2	1		9999		" "			"188"		2	3.0
189.0	0		1		99			" "				" "																" "	0		"189"		2	3.0
190.0	0		1		99			" "				" "																" "	0		"190"		2	3.0
191.1	8	10	1	1	9	1		" "	2002	66	9	" "	30.0	120.0	1	1	1	0	2		1	15	2	1		9999		" "	8	42	"191.1"		2	3.0
191.2	10	38	3	1	5	1		" "	2012	66	2	" "	1.0	10.0	1	1	2	280	1	500	1	6	2	1		9999		" "	10	42	"191.2"		2	3.0
191.2			3	1	6	1		" "	2018	66	2	" "	1.0	10.0	2	1	2	280	2		1	66	9					" "			"191.2"		2	3.0
192.0	12	20	1	1	3	1		" "	2002	66	1	" "	1.0	10.0	2	2								8		2009	21	" "	12	25	"192"		2	3.0
192.0			1	1	4	1		" "	2016	66	2	" "	0.5	5.0	1	1	2	500	1	500	1	2	2	1		9999		" "			"192"		2	3.0
192.0			1	1	6	1		" "	2003	66	1	" "	0.5	5.0	1	2								5		2016	21	" "			"192"		2	3.0
193.0	9	30	2	1	3	1		" "	2011	66	3	" "	1.0	15.0	1	1	2	240	1	3000	1	6	2	1		9999		" "	9	33	"193"		2	3.0
194.0	8	45	2	1	3	1		" "	2016	66	3	" "	1.0	10.0	1	1	2	250	1	500	1	3	2	1		9999		" "	8	55	"194"		2	3.0
194.0			2	1	4	1		" "	2018	66	3	" "	1.0	10.0	2	1	2	250	2		1	66	9					" "			"194"		2	3.0
195.1	9	35	1	1	5	1		" "	2011	66	2	" "	0.25	5.0	1	1	2	280	2		1	6	2	6		9999		" "	9	43	"195.1"		2	3.0
195.2	0		2		99			" "				" "																" "	0		"195.2"		2	3.0
196.0	13	30	1	1	7	1		" "	2004	1	9	" "	20.0	60.0	2	1	1	0	2		1	13	2	6		9999		" "	13	35	"196"		2	3.0
197.0	0		2		99			" "				" "																" "	0		"197"		2	3.0
198.0	14	10	1	1	3	1		" "	2018	66	2	" "	0.5	10.0	2	1	2	250	2		1	66	9					" "	14	20	"198"		2	3.0
199.0	8	45	1	1	2	1		" "	2000	66	2	" "	0.5	10.0	1	1	2	0	2		1	16	2	1		9999		" "	8	52	"199"		2	3.0
199.0			1	1	3	1		" "	2004	66	2	" "	0.5	10.0	1	1	2	0	1	300	1	15	2	1		9999		" "			"199"		2	3.0
201.0	8	38	1	1	6	1		" "	2009	66	2	" "	2.0	20.0	1	2								1		2018	9	" "	8	44	"201"		3	3.0
201.0			1	1	7	1		" "	2002	66	1	" "	1.0	10.0	2	2								1		2008	10	" "			"201"		3	3.0
202.0	8	40	5	1	3	1		" "	2013	66	1	" "	1.0	10.0	1	1	1	0	2		1	77	2	5		9999		" "	8	40	"202"		3	3.0
202.0			5	1	5	1		" "	2000	66	1	" "	60.0	110.0	1	1	1	25	2		1	16	2	5		9999		" "			"202"		3	3.0
203.0	8	29	4	1	4	2	3	" "				" "																" "	8	31	"203"		3	3.0
204.0	8	21	1	1	4	1		" "	2003	1	2	" "	1.5	8.0	2	2								5		2011	6	" "	8	24	"204"		3	3.0
205.0	9	10	4	1	5	1		" "	2012	1	2	" "	2.0	15.0	1	1	2	30	1	500	1	7	2	5		9999		" "	9	14	"205"		3	3.0
205.0			4	1	8	1		" "	2014	1	1	" "	1.0	10.0	1	1	1	0	1	400	5	5	2	5		9999		" "			"205"		3	3.0
206.0	9	12	1	1	3	1		" "	2011	1	1	" "	3.0	15.0	1	1	1	30	1	300	1	7	2	5		9999		" "	9	16	"206"		3	3.0
207.0	8	35	1	1	4	1		" "	2002	1	1	" "	2.0	18.0	2	2								1		2006	10	" "	8	37	"207"		3	3.0
208.0	8	40	1	1	8	1		" "	2000	1	1	" "	2.0	20.0	2	2								5		2005	10	" "	8	43	"208"		3	3.0
209.1	13	22	1	1	3	1		" "	2012	66	7	" "	3.0	30.0	1	1	1	0	1	300	1	6	2	5		9999		" "	13	30	"209.1"		3	3.0
209.1			1	1	7	1		" "	2018	66	1	" "	1.0	10.0	2	1	1	0	2		5	66	9					" "			"209.1"		3	3.0
209.2	0			1	99			" "				" "																" "	0		"209.2"		3	3.0
210.1	13	18	1	1	4	1		" "	2001	1	2	" "	3.0	30.0	2	2								5		2013	21	" "	13	23	"210.1"		3	3.0
210.2	8	47	3	1	6	1		" "	2017	1	1	" "	1.0	10.0	1	1	1	0	1	200	5	2	2	5		9999		" "	8	56	"210.2"		3	3.0
212.1	13	40	4	1	6	1		" "	2013	1	1	" "	1.0	10.0	1	1	1	0	1	200	1	5	2	5		9999		" "	13	42	"212.1"		3	3.0
212.1			4	1	7	2	1	" "				" "																" "			" "		3	3.0
212.2	8	22	2	1	5	1		" "	2005	1	1	" "	2.0	22.0	2	2								1		2010	10	" "	8	24	"212.2"		3	3.0
214.0	15	27	1	1	3	1		" "	2002	1	9	" "	3.0	18.0	2	2								1		2016	21	" "	15	30	"214"		3	3.0
214.0			1	1	5	1		" "	2011	1	1	" "	2.0	18.0	1	1	1	30	1	400	1	8	2	5		9999		" "			"214"		3	3.0
214.0			1	1	6	1		" "	2005	1	2	" "	1.0	10.0	2	2								5		2015	21	" "			"214"		3	3.0
215.2	8	50	3	1	5	1		" "	2014	1	1	" "	0.1	2.0	1	1	1	0	1	300	1	6	2	5		9999		" "	8	54	"215.2"		3	3.0
215.2			3	1	6	2	1	" "				" "																" "			" "		3	3.0
216.0	13	2	1	1	5	1		" "	2011	1	8	" "	0.0	0.0	1	1	2	200	2		1	8	2	5		9999		" "	13	7	"216"		3	3.0
216.0			1	1	6	1		" "	2015	1	10	" "	1.0	10.0	1	1	2	300	2		1	3	1	1		9999		" "			"216"		3	3.0
218.0	8	22	1	1	7	1		" "	2011	1	1	" "	2.0	15.0	1	1	1	0	1	300	1	8	2	5		9999		" "	8	35	"218"		3	3.0
218.0			1	1	8	1		" "	2015	1	1	" "	0.5	5.0	1	1	1	0	1	300	5	4	2	5		9999		" "			"218"		3	3.0
218.0			1	1	9	1		" "	2017	66	1	" "	0.5	5.0	1	1	1	0	2		5	1	2	5		9999		" "			"218"		3	3.0
219.0	8	38	5	1	3	1		" "	2005	66	1	" "	3.0	30.0	1	1	1	25	2		1	13	1	1		9999		" "	8	43	"219"		3	3.0
220.0	8	28	7	1	2	1		" "	2008	66	2	" "	2.0	10.0	1	1	2	60	2		1	9	1	8		9999		" "	8	44	"220"		3	3.0
220.0			7	1	3	1		" "	2009	66	2	" "	2.0	10.0	1	1	2	60	1	1000	1	9	2	5		9999		" "			"220"		3	3.0
220.0			7	1	4	1		" "	2010	66	1	" "	2.0	10.0	2	2								1		2013	12	" "			"220"		3	3.0
220.0			7	1	5	1		" "	2015	66	1	" "	2.0	10.0	1	1	1	0	2		6	5	2	5		9999		" "			"220"		3	3.0
220.0			7	1	6	1		" "	2016	66	1	" "	2.0	10.0	1	1	1	0	2		5	2	2	5		9999		" "			"220"		3	3.0
221.0	8	55	1	1	3	1		" "	2006	66	2	" "	2.0	35.0	1	1	2	240	1	1200	1	12	2	1		9999		" "	9	5	"221"		2	3.0
221.0			1	1	4	1		" "	2013	66	1	" "	1.0	20.0	1	1	1	0	1	300	5	3	2	5	6	9999		" "			"221"		2	3.0
221.0			1	1	8	1		" "	2000	66	2	" "	2.0	35.0	2	2								1		9999		" "			"221"		2	3.0
221.0			1	1	9	1		" "	2010	66	2	" "	2.0	35.0	1	1	2	20	1	800	5	5	2	5	6	9999		" "			"221"		2	3.0
222.1	9	0	1	1	8	1		" "	2000	66	1	" "	8.0	70.0	1	1	1	1000	2		1	11	2	1		9999		" "	9	5	"222.1"		2	3.0
222.2	8	10	3	1	5	1		" "	2014	66	1	" "	1.0	10.0	1	1	1	0	1	500	5	3	2	5		9999		" "	8	12	"222.2"		2	3.0
223.0	8	45	1	1	3	1		" "	2009	66	2	" "	0.5	10.0	1	1	2	150	1	2700	1	8	2	1		9999		" "	9	0	"223"		2	3.0
223.0			1	1	5	1		" "	2012	66	1	" "	0.25	5.0	1	1	1	0	1	600	5	4	2	5	6	9999		" "			"223"		2	3.0
224.0	13	48	1	1	4	1		" "	2010	66	2	" "	1.0	10.0	1	1	2	200	1	1000	1	6	2	5	6	9999		" "	13	55	"224"		2	3.0
225.0	8	45	3	1	2	1		" "	2013	66	1	" "	0.25	20.0	1	1	1	0	2		5	4	2	5	6	9999		" "	8	55	"225"		2	3.0
225.0			3	1	4	1		" "	2000	66	2	" "	1.5	25.0	2	2								1		2010	6	" "			"225"		2	3.0
225.0			3	1	5	1		" "	2004	66	2	" "	6.0	30.0	2	2								5		2015	21	" "			"225"		2	3.0
