a01	stime_h_g	stime_m_g	res_id_g	consent_g	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g21	g22	g23	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	etime_h_g	etime_m_g	hhid2	flag_g	flag_1	hh_type	round
37.0			1	1	9	2	0.0	67.0	7	400	2.0	5	3	3	1	1	833.0	72			72			1500000	6	2017	1			1	1	72		1			1			1			1					"37"		1	2	3.0
38.1	10	4	1	1	1	1	15.0	15.0	0	0	0.0	4	1					1			1			600000	3	1998	1			4																10	30	"38.1"		0	2	3.0
38.1			1	1	2	2	7.0	7.0	0	1000	0.0	4	2					1			1			130000	3	1998	1			1	1			1			1			1			1					"38.1"		1	2	3.0
38.1			1	1	3	2	6.0	6.0	0	1000	0.0	4	8					1			1			100000	3	1998	1			9																		"38.1"		0	2	3.0
38.1			1	1	4	2	15.0	15.0	0	1000	0.0	4	2					1			1			200000	3	1998	1			1	1			1			1			98			98					"38.1"		1	2	3.0
38.1			1	1	5	2	7.0	7.0	0	100	0.0	4	2					1			1			1500000	3	1998	1			1	1			1			1			98			98					"38.1"		1	2	3.0
38.1			1	1	6	2	13.0	13.0	0	1000	0.0	4	2					1			1			200000	3	1998	1			1	1			1			1			98			98					"38.1"		1	2	3.0
38.1			1	1	7	4	13.0	13.0	0	100	0.0	4	1					1			1			450000	3	1998	1			7																		"38.1"		0	2	3.0
38.1			1	1	8	4	13.0	13.0	0	200	0.0	4	1					1			1			320000	3	1998	1			7																		"38.1"		0	2	3.0
38.1			1	1	9	2	13.0	0.0	3																																							"38.1"		0	2	3.0
38.1			1	1	10	2	24.0	24.0	0	500	4.0	1	2					1			1			420000	3	1998	1			1	1			1			1			98			98					"38.1"		1	2	3.0
38.1			1	1	11	4	10.0	10.0	0	80	0.0	4	1					1			1			300000	3	1998	98			5																		"38.1"		0	2	3.0
38.1			1	1	12	2	0.0	0.0	10																																							"38.1"		0	2	3.0
38.1			1	1	13	2	25.0	25.0	0	500	0.0	4	4	3	1	1		72			72			700000	6	2000	1			1	72			1			1			98			98					"38.1"		1	2	3.0
38.1			1	1	14	2	15.0	15.0	0	500	0.0	4	4	3	1	1		72			72			300000	3	2000	1			1	1	72		1			1			98			98					"38.1"		1	2	3.0
38.1			1	1	15	2	5.0	5.0	0	1000	0.0	4	4	3	1	1		72			72			40000	6	2010	1			1	1	72		1			1			98			98					"38.1"		1	2	3.0
38.1			1	1	16	8	0.0	5.0	10	300	2.0	1	2					1			1			20000	3	1998	1			2	1			1			1			98			98					"38.1"		0	2	3.0
38.2	13	45	3	1	1	1	15.0	15.0	0	0	0.0	4	1					72			72			600000	3	2018	98			4																13	50	"38.2"		0	2	3.0
38.2			3	1	2	2	7.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	3	2	6.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	4	2	15.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	5	2	7.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	6	2	13.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	7	2	13.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	8	2	13.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	9	2	13.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	10	2	24.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	11	4	10.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	12	2	0.0	0.0	10																																							"38.2"		0	2	3.0
38.2			3	1	13	2	25.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	14	2	15.0	0.0	2																																							"38.2"		0	2	3.0
38.2			3	1	15	12	0.0	0.0	10																																							"38.2"		0	2	3.0
39.0	9	41	1	1	1	1	30.0	30.0	0	0	0.0	4	1					1			1			1500000	3	2008	1			4																10	1	"39"		0	2	3.0
39.0			1	1	2	4	20.0	20.0	0	100	0.0	4	1					1			1			1000000	3	2008	98			5																		"39"		0	2	3.0
39.0			1	1	3	4	18.0	18.0	0	200	0.0	4	1					1			1			900000	3	2008	98			5																		"39"		0	2	3.0
39.0			1	1	4	4	6.0	6.0	0	400	0.0	4	1					1			1			300000	3	2008	98			5																		"39"		0	2	3.0
39.0			1	1	5	4	0.0	10.0	5	1000	0.0	4	1					1			1			300000	1	2016	98			5																		"39"		0	2	3.0
39.0			1	1	6	2	13.0	0.0	3																																							"39"		0	2	3.0
39.0			1	1	7	8	50.0	80.0	5	800	2.0	1	2					1			1			100000	1	2017	1			2	1	72		1			1			1			1					"39"		0	2	3.0
39.0			1	1	8	2	0.0	0.0	10																																							"39"		0	2	3.0
39.0			1	1	9	2	0.0	0.0	10																																							"39"		0	2	3.0
39.0			1	1	10	2	0.0	0.0	10																																							"39"		0	2	3.0
39.0			1	1	11	2	10.0	0.0	3																																							"39"		0	2	3.0
39.0			1	1	12	2	0.0	50.0	7	400	0.0	4	4	3	1	1		72			72			2500000	6	2013	1			1	1	73	72	1			1			98			98					"39"		1	2	3.0
39.0			1	1	13	2	0.0	0.0	10																																							"39"		0	2	3.0
39.0			1	1	14	8	70.0	0.0	3																																							"39"		0	2	3.0
39.0			1	1	15	12	12.0	2.0	3	100	0.0	4	15	1	1	1		72			72			50000	3	2013	1			7																		"39"		0	2	3.0
40.0	16	45	1	1	1	1	2.0	2.0	0	0	0.0	4	1					1			74			50000	7	2005	1			4																16	50	"40"		0	2	3.0
40.0			1	1	2	2	78.0	0.0	3																																							"40"		0	2	3.0
40.0			1	1	3	2	9.0	0.0	3																																							"40"		0	2	3.0
40.0			1	1	4	2	0.0	52.0	7	200	0.0	4	4	3	1	1		72			72			2000000	6	2018	1			1	1	72		1			1			1			1					"40"		1	2	3.0
40.0			1	1	5	12	0.0	2.0	7	100	0.0	4	3	3	1	1	400.0	72			72			20000	6	2016	1			7																		"40"		0	2	3.0
41.0	10	25	1	1	1	1	15.0	0.0	2																																					10	50	"41"		0	2	3.0
41.0			1	1	2	2	3.0	3.0	0	300	1.0	4	2					1			1			22500	3	2012	98			1	1			1			1			1			1					"41"		1	2	3.0
41.0			1	1	3	2	15.0	15.0	0	500	1.0	4	2					1			1			112500	3	2012	98			1	1			1			1			1			1					"41"		1	2	3.0
41.0			1	1	4	2	3.0	0.0	2																																							"41"		0	2	3.0
41.0			1	1	5	2	20.0	0.0	2																																							"41"		0	2	3.0
41.0			1	1	6	2	6.0	0.0	2																																							"41"		0	2	3.0
41.0			1	1	7	5	2.0	2.0	0	300	1.0	4	1					1			1			16000	3	1980	98			7																		"41"		0	2	3.0
41.0			1	1	8	2	16.0	0.0	3																																							"41"		0	2	3.0
41.0			1	1	9	9	8.0	0.0	2																																							"41"		0	2	3.0
41.0			1	1	10	1	0.0	16.0	6	0	0.0	2	1					1			1			160000	3	2016	1			4																		"41"		0	2	3.0
42.0	10	10	2	1	1	1	33.0	33.0	0	0	0.0	5	1					72			72			330000	3	1984	98			4																10	46	"42"		0	2	3.0
42.0			2	1	2	2	20.0	20.0	0	20	3.0	5	6				180.0	72			72			190000	3	2004	98			9																		"42"		0	2	3.0
42.0			2	1	3	2	10.0	10.0	0	30	3.0	5	6				90.0	72			72			180000	3	2006	98			9																		"42"		0	2	3.0
42.0			2	1	4	2	21.0	21.0	0	100	3.0	5	6				187.0	72			72			250000	1	2006	98			9																		"42"		0	2	3.0
42.0			2	1	5	2	4.0	4.0	0	150	3.0	5	6				35.0	72			72			90000	3	2008	98			9																		"42"		0	2	3.0
42.0			2	1	6	2	4.0	4.0	0	200	3.0	5	6				35.0	72			72			90000	1	2008	98			9																		"42"		0	2	3.0
42.0			2	1	7	2	4.0	4.0	0	250	3.0	5	6				35.0	72			72			90000	1	2008	98			9																		"42"		0	2	3.0
42.0			2	1	8	2	4.0	4.0	0	200	3.0	5	6				35.0	72			72			90000	1	2008	98			9																		"42"		0	2	3.0
42.0			2	1	9	2	33.0	0.0	3																																							"42"		0	2	3.0
42.0			2	1	10	2	33.0	0.0	3																																							"42"		0	2	3.0
42.0			2	1	11	2	34.0	0.0	3																																							"42"		0	2	3.0
42.0			2	1	12	2	18.0	0.0	3																																							"42"		0	2	3.0
42.0			2	1	13	8	3.0	3.0	0	10	8.0	1	1					72			72			70000	3	1984	98			7																		"42"		0	2	3.0
42.0			2	1	14	9	4.0	4.0	0	50	9.0	1	1					72			72			80000	3	1984	98			7																		"42"		0	2	3.0
43.0	10	58	2	1	1	1	15.0	15.0	0	0	0.0	5	1					71			72			300000	3	2000	98			4																11	31	"43"		0	2	3.0
43.0			2	1	2	2	15.0	15.0	0	200	2.0	4	2					71			72			220000	3	2000	72			1	4	72		72			72			98			2	72				"43"		1	2	3.0
43.0			2	1	3	2	70.0	70.0	0	500	1.5	4	4	3	1	1		72			72			550000	6	2008	72			1	4	72		72			72			98			2	72				"43"		1	2	3.0
43.0			2	1	4	2	45.0	45.0	0	500	2.0	4	4	3	1	1		72			72			400000	6	2007	72			1	4	72		72			72			98			2	72				"43"		1	2	3.0
43.0			2	1	5	2	0.0	0.0	10																																							"43"		0	2	3.0
43.0			2	1	6	2	66.0	66.0	0	500	1.0	4	4	3	1	1		72			72			500000	6	2008	72			1	4	72		72			72			98			2	72				"43"		1	2	3.0
43.0			2	1	7	2	66.0	66.0	0	500	1.5	4	3	3	1	1	417.0	72			72			550000	6	2009	72			1	4	72		72			72			98			2	72				"43"		1	2	3.0
43.0			2	1	8	9	5.0	5.0	0	0	4.0	1	1					1	72		72			75000	3	2000	98			7																		"43"		0	2	3.0
43.0			2	1	9	2	17.0	0.0	3																																							"43"		0	2	3.0
43.0			2	1	10	2	33.0	0.0	3																																							"43"		0	2	3.0
43.0			2	1	11	2	15.0	0.0	3																																							"43"		0	2	3.0
43.0			2	1	12	2	16.0	0.0	3																																							"43"		0	2	3.0
43.0			2	1	13	2	12.0	0.0	3																																							"43"		0	2	3.0
43.0			2	1	14	2	8.0	0.0	3																																							"43"		0	2	3.0
44.0	9	45	2	1	1	1	30.0	30.0	0	0	0.0	5	1					2			2	72		300000	3	2012	98			4																10	25	"44"		0	2	3.0
44.0			2	1	2	2	20.0	20.0	0	60	0.0	5	6				138.0	2			2	72		160000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	3	2	20.0	20.0	0	80	0.0	5	6				138.0	2			2	72		160000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	4	2	10.0	10.0	0	120	0.0	5	6				70.0	2			2	72		80000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	5	2	40.0	40.0	0	90	0.0	5	6				275.0	2			2	72		320000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	6	2	27.0	27.0	0	40	0.0	5	6				186.0	2			2	72		216000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	7	2	10.0	10.0	0	60	0.0	5	6				70.0	2			2	72		80000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	8	2	10.0	10.0	0	90	0.0	5	6				70.0	2			2	72		80000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	9	2	13.0	13.0	0	100	0.0	5	6				90.0	2			2	72		104000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	10	2	6.0	6.0	0	150	0.0	5	6				45.0	2			2	72		42000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	11	2	20.0	20.0	0	200	0.0	5	6				138.0	2			2	72		140000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	12	2	16.0	16.0	0	250	0.0	5	6				110.0	2			2	72		112000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	13	2	6.0	6.0	0	300	0.0	5	6				45.0	2			2	72		42000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	14	2	16.0	16.0	0	220	0.0	5	6				110.0	2			2	72		112000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	15	2	20.0	20.0	0	250	0.0	5	6				138.0	2			2	72		140000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	16	2	25.0	25.0	0	300	0.0	5	6				173.0	2			2	72		200000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	17	2	43.0	43.0	0	350	0.0	5	6				297.0	2			2	72		344000	3	2012	98			9																		"44"		0	2	3.0
44.0			2	1	18	4	14.0	14.0	0	400	0.0	5	1					2			2	72		112000	3	2012	98			7																		"44"		0	2	3.0
44.0			2	1	19	4	47.0	47.0	0	500	0.0	5	1					2			2	72		376000	3	2012	98			7																		"44"		0	2	3.0
44.0			2	1	20	4	7.0	7.0	0	450	0.0	5	1					2			2	72		5600	3	2012	98			7																		"44"		0	2	3.0
44.0			2	1	21	4	8.0	8.0	0	0	0.0	5	1					2			2	72		64000	3	2012	98			7																		"44"		0	2	3.0
44.0			2	1	22	9	3.0	3.0	0	0	10.0	1	1					2			2	72		18000	3	2012	98			7																		"44"		0	2	3.0
44.0			2	1	23	8	10.0	10.0	0	0	10.0	1	1					2			2	72		60000	3	2012	98			7																		"44"		0	2	3.0
45.0	11	45	2	1	1	1	7.0	7.0	0	0	0.0	5	1					1			1			200000	3	1974	98			4																12	25	"45"		0	2	3.0
45.0			2	1	2	2	17.0	17.0	0	250	1.0	5	8					1			1			300000	3	1974	98			9																		"45"		0	2	3.0
45.0			2	1	3	2	15.0	15.0	0	150	1.5	5	8					1			1			250000	3	1974	98			9																		"45"		0	2	3.0
45.0			2	1	4	2	7.0	7.0	0	200	2.0	5	6				71.0	1			1			130000	3	1974	98			9																		"45"		0	2	3.0
45.0			2	1	5	2	5.0	5.0	0	250	1.0	5	6				50.0	1			1			100000	3	1974	98			9																		"45"		0	2	3.0
45.0			2	1	6	2	10.0	10.0	0	300	1.0	5	6				101.0	1			1			190000	3	1974	98			9																		"45"		0	2	3.0
45.0			2	1	7	2	7.0	7.0	0	400	1.0	5	6				71.0	1			1			120000	3	1974	98			9																		"45"		0	2	3.0
45.0			2	1	8	10	20.0	20.0	0	500	0.5	5	1					1			1			300000	3	1974	98			8																		"45"		0	2	3.0
45.0			2	1	9	10	10.0	10.0	0	600	0.5	5	1					1			1			160000	3	1974	98			8																		"45"		0	2	3.0
45.0			2	1	10	2	17.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	11	2	15.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	12	2	7.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	13	2	5.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	14	2	10.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	15	2	7.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	16	2	20.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	17	2	10.0	0.0	3																																							"45"		0	2	3.0
45.0			2	1	18	9	2.0	2.0	0	0	4.0	1	1					1			1			50000	3	1974	98			7																		"45"		0	2	3.0
46.0	10	15	1	1	1	1	12.0	12.0	0	0	0.0	5	1					1			1			144000	3	1985	98			4																10	27	"46"		0	2	3.0
46.0			1	1	2	2	12.0	12.0	0	100	1.0	5	2					1			1			96000	3	1985	98			1	1			1			1			1			1					"46"		1	2	3.0
46.0			1	1	3	2	10.0	0.0	3																																							"46"		0	2	3.0
46.0			1	1	4	2	6.0	6.0	0	100	1.0	5	1					1			1			48000	3	1985	98			7																		"46"		0	2	3.0
46.0			1	1	5	8	3.0	3.0	0	0	9.0	1	2					1			1			22500	3	1989	98			2	1			1			1			1			1					"46"		0	2	3.0
46.0			1	1	6	2	0.0	66.0	7	500	2.0	5	3	3	1	1	500.0	72			72			495000	6	2018	98			1	1			1			1			1			1					"46"		1	2	3.0
46.0			1	1	7	2	0.0	66.0	7	550	2.0	5	3	3	1	1	500.0	72			72			495000	6	2018	98			1	1			1			1			1			1					"46"		1	2	3.0
47.0	12	6	1	1	1	1	10.0	10.0	0	0	1.0	5	1					1			72			250000	3	1995	98			4																12	14	"47"		0	2	3.0
47.0			1	1	2	4	8.0	8.0	0	0	1.0	5	1					1			72			180000	3	1995	98			5																		"47"		0	2	3.0
48.0	10	41	1	1	1	1	13.0	13.0	0	0	0.5	5	1					1			1			200000	3	1975	98			4																11	30	"48"		0	2	3.0
48.0			1	1	2	2	10.0	10.0	0	250	2.0	5	7					1			1			100000	3	1975	98			9																		"48"		0	2	3.0
48.0			1	1	3	2	8.0	8.0	0	250	1.0	5	7					1			1			60000	3	1975	98			9																		"48"		0	2	3.0
48.0			1	1	4	2	10.0	10.0	0	250	2.0	5	7					1			1			80000	3	1975	98			9																		"48"		0	2	3.0
48.0			1	1	5	2	17.0	17.0	0	200	1.5	5	7					1			1			150000	3	1975	98			9																		"48"		0	2	3.0
48.0			1	1	6	2	17.0	17.0	0	200	1.0	5	7					1			1			150000	3	1974	98			9																		"48"		0	2	3.0
48.0			1	1	7	2	22.0	22.0	0	250	1.0	5	7					1			1			176000	3	1973	98			9																		"48"		0	2	3.0
48.0			1	1	8	2	4.0	4.0	0	210	2.0	5	7					1			1			40000	3	1974	98			9																		"48"		0	2	3.0
48.0			1	1	9	2	13.0	13.0	0	200	3.0	5	7					1			1			120000	3	1975	98			9																		"48"		0	2	3.0
48.0			1	1	10	2	8.0	8.0	0	250	3.0	5	7					1			1			80000	3	1975	98			9																		"48"		0	2	3.0
48.0			1	1	11	2	26.0	26.0	0	1000	2.0	5	7					1			1			200000	3	1975	98			9																		"48"		0	2	3.0
48.0			1	1	12	2	8.0	8.0	0	500	2.0	5	7					1			1			70000	3	1974	98			9																		"48"		0	2	3.0
48.0			1	1	13	2	22.0	22.0	0	100	2.0	5	7					1			1			160000	3	1974	98			9																		"48"		0	2	3.0
48.0			1	1	14	8	3.0	3.0	0	300	4.0	1	2					1			1			60000	3	1945	98			2	1	72		1			1			98			1					"48"		0	2	3.0
48.0			1	1	15	9	3.0	3.0	0	0	5.0	1	1					1			1			40000	3	1975	98			7																		"48"		0	2	3.0
48.0			1	1	16	2	66.0	66.0	0	1000	2.0	5	7					1			1			450000	1	2004	98			9																		"48"		0	2	3.0
48.0			1	1	17	2	0.0	0.0	10																																							"48"		0	2	3.0
48.0			1	1	18	2	0.0	0.0	10																																							"48"		0	2	3.0
48.0			1	1	19	2	8.0	8.0	0	100	2.0	5	7					1			1			90000	1	2012	98			9																		"48"		0	2	3.0
48.0			1	1	20	2	10.0	10.0	0	100	2.0	5	7					1			1			100000	1	2012	98			9																		"48"		0	2	3.0
48.0			1	1	21	2	20.0	20.0	0	250	1.5	5	7					1			1			220000	1	2013	98			9																		"48"		0	2	3.0
48.0			1	1	22	2	20.0	20.0	0	250	2.0	5	7					1			1			200000	1	2013	98			9																		"48"		0	2	3.0
49.0	10	0	1	1	1	1	12.0	12.0	0	0	0.0	5	1					1			1			250000	3	1982	98			4																10	30	"49"		0	2	3.0
49.0			1	1	2	10	66.0	66.0	0	150	0.0	5	1					1			1			600000	3	1982	98			7																		"49"		0	2	3.0
49.0			1	1	3	10	50.0	50.0	0	350	0.0	5	1					1			1			500000	3	1982	98			7																		"49"		0	2	3.0
49.0			1	1	4	2	85.0	85.0	0	10000	0.0	5	6				580.0	1			1			800000	3	1982	98			9																		"49"		0	2	3.0
49.0			1	1	5	2	87.0	87.0	0	250	0.0	5	2					1			1			850000	3	1982	98			1	1	72		1			1			1			1					"49"		1	2	3.0
49.0			1	1	6	2	35.0	35.0	0	200	0.0	5	2					1			1			250000	3	1982	98			1	1	72		1			1			1			1					"49"		1	2	3.0
49.0			1	1	7	2	85.0	85.0	0	500	0.0	5	6				580.0	1			1			700000	3	1982	98			9																		"49"		0	2	3.0
49.0			1	1	8	2	30.0	30.0	0	1000	0.0	5	6				290.0	1			1			300000	3	2000	98			9																		"49"		0	2	3.0
49.0			1	1	9	2	18.0	18.0	0	1000	0.0	5	6				150.0	1			1			150000	3	2000	98			9																		"49"		0	2	3.0
49.0			1	1	10	2	25.0	25.0	0	1000	0.0	5	6				180.0	1			1			250000	3	2000	98			9																		"49"		0	2	3.0
49.0			1	1	11	2	10.0	10.0	0	1000	0.0	5	6				80.0	1			1			100000	3	1982	98			9																		"49"		0	2	3.0
49.0			1	1	12	10	134.0	134.0	0	0	0.0	5	1					1			1			100000	3	1982	1			7																		"49"		0	2	3.0
49.0			1	1	13	8	7.0	7.0	0	0	9.0	1	2					1			1			100000	3	1982	1			2	1			1			1			1			1					"49"		0	2	3.0
50.0	10	50	1	1	1	1	6.0	6.0	0	0	0.0	2	1					1			1			50000	3	2005	1			4																10	55	"50"		0	2	3.0
51.0	11	41	1	1	1	1	170.0	170.0	0	0	0.0	4	1					1			72			2500000	3	1985	98			4																12	5	"51"		0	2	3.0
51.0			1	1	2	2	40.0	40.0	0	150	2.0	4	6				417.0	1			72			300000	3	1985	98			9																		"51"		0	2	3.0
51.0			1	1	3	8	27.0	27.0	0	0	4.0	1	2					1			72			300000	3	1985	98			2	12			1			1			98			1					"51"		0	2	3.0
51.0			1	1	4	2	66.0	66.0	0	500	2.0	4	6				583.0	1			72			500000	3	2013	98			9																		"51"		0	2	3.0
51.0			1	1	5	7	0.0	8.0	5	50000	1.0	5	1					1			72			1000000	1	2018	98			6																		"51"		0	2	3.0
52.0	10	32	2	1	1	1	17.0	17.0	0	0	0.0	4	1					72			72			250000	3	2001	98			4																10	40	"52"		0	2	3.0
53.0	10	30	1	1	1	1	7.0	7.0	0	0	0.0	4	1					1			1			50000	1	2001	1			4																10	15	"53"		0	2	3.0
53.0			1	1	2	2	165.0	0.0	3																																							"53"		0	2	3.0
53.0			1	1	3	2	0.0	0.0	10																																							"53"		0	2	3.0
53.0			1	1	4	2	62.0	0.0	3																																							"53"		0	2	3.0
53.0			1	1	5	2	33.0	0.0	3																																							"53"		0	2	3.0
53.0			1	1	6	2	165.0	0.0	3																																							"53"		0	2	3.0
53.0			1	1	7	2	24.0	0.0	3																																							"53"		0	2	3.0
53.0			1	1	8	2	0.0	66.0	7	2000	5.0	4	4	2	2	1		72			72			450000	6	2018	1			1	1	72		1			1			1			1					"53"		1	2	3.0
53.0			1	1	9	2	0.0	66.0	7	2000	5.0	4	4	2	2	1		72			72			450000	6	2018	1			1	1	72		1			1			1			1					"53"		1	2	3.0
54.0	10	35	1	1	1	1	70.0	70.0	0	0	0.0	5	1					1			1			800000	3	1999	1			4																11	5	"54"		0	2	3.0
54.0			1	1	2	2	12.0	12.0	0	250	4.0	5	6				350.0	1			2	4		200000	1	2002	72			9																		"54"		0	2	3.0
54.0			1	1	3	2	66.0	66.0	0	250	3.0	5	2					1			1			300000	1	1998	1			1	1	72		1			1			1			1					"54"		1	2	3.0
54.0			1	1	4	2	12.0	12.0	0	1000	3.0	5	6				400.0	1			2	4		100000	1	1994	72			9																		"54"		0	2	3.0
54.0			1	1	5	2	66.0	66.0	0	1000	3.0	5	6				750.0	1			1			400000	1	1996	72			9																		"54"		0	2	3.0
54.0			1	1	6	2	12.0	12.0	0	500	5.0	5	6				400.0	1			1			200000	1	1996	72			9																		"54"		0	2	3.0
54.0			1	1	7	2	33.0	33.0	0	1000	4.0	5	6				500.0	1			1			300000	3	1979	72			9																		"54"		0	2	3.0
54.0			1	1	8	2	66.0	66.0	0	1000	4.0	5	6				600.0	1			1			500000	3	1979	72			9																		"54"		0	2	3.0
54.0			1	1	9	2	17.0	17.0	0	1000	4.0	5	6				300.0	1			1			100000	3	1979	72			9																		"54"		0	2	3.0
54.0			1	1	10	2	33.0	33.0	0	1000	3.0	5	6				400.0	1			1			300000	3	1970	72			9																		"54"		0	2	3.0
54.0			1	1	11	2	28.0	28.0	0	4000	3.0	5	6				200.0	2			2			230000	2	2001	72			9																		"54"		0	2	3.0
54.0			1	1	12	2	19.0	19.0	0	400	3.0	5	6				350.0	2			2			210000	2	2001	72			9																		"54"		0	2	3.0
54.0			1	1	13	2	19.0	19.0	0	400	3.0	5	6				400.0	2			2			160000	2	2001	72			9																		"54"		0	2	3.0
54.0			1	1	14	9	16.0	16.0	0	20	8.0	1	1					1			1			20000	3	1979	1			7																		"54"		0	2	3.0
54.0			1	1	15	9	14.0	14.0	0	40	7.0	1	1					1			1			100000	3	1979	1			7																		"54"		0	2	3.0
54.0			1	1	16	2	0.0	33.0	5	500	2.0	5	6				400.0	1			1			350000	1	2017	72			9																		"54"		0	2	3.0
56.0	11	20	1	1	1	1	25.0	25.0	0	0	0.0	4	1					1			1			120000	3	1991	1			4																11	40	"56"		0	2	3.0
56.0			1	1	2	4	10.0	10.0	0	500	1.0	4	1					1			1			100000	3	2008	1			5																		"56"		0	2	3.0
56.0			1	1	3	2	7.0	20.0	10	250	1.0	4	2					1			1			250000	3	1991	1			1	1			1			1			1			1					"56"		1	2	3.0
56.0			1	1	4	2	3.0	0.0	1																																							"56"		0	2	3.0
56.0			1	1	5	2	5.0	0.0	1																																							"56"		0	2	3.0
56.0			1	1	6	8	3.0	3.0	0	100	3.0	4	2					1			1			50000	3	1991	1			2	1			1			1			1			1					"56"		0	2	3.0
56.0			1	1	7	9	2.0	2.0	0	60	4.0	1	1					1			1			15000	3	1991	98			7																		"56"		0	2	3.0
56.0			1	1	8	2	66.0	66.0	0	100	0.0	4	3	3	2	1	500.0	72			72			500000	6	2018	1			1	1			1			1			1			1					"56"		1	2	3.0
56.0			1	1	9	2	26.0	0.0	3																																							"56"		0	2	3.0
56.0			1	1	10	2	33.0	0.0	3																																							"56"		0	2	3.0
58.0	10	35	1	1	1	1	33.0	33.0	0	0	0.0	2	1					1			1			300000	3	1980	1			4																10	50	"58"		0	2	3.0
58.0			1	1	2	2	66.0	66.0	0	200	2.0	4	7					1			1			500000	3	1980	1			9																		"58"		0	2	3.0
58.0			1	1	3	9	6.0	6.0	0	20	3.0	4	1					1			1			60000	3	1980	1			7																		"58"		0	2	3.0
58.0			1	1	4	8	8.0	8.0	0	50	3.0	4	1					1			1			75000	3	1980	1			7																		"58"		0	2	3.0
60.0	10	20	1	1	1	1	25.0	25.0	0	0	0.0	4	1					1			1			250000	1	1998	1			4																10	35	"60"		0	2	3.0
60.0			1	1	2	8	9.0	9.0	0	0	3.0	4	2					1			1			100000	1	1998	1			2	1			1			1			1			1					"60"		0	2	3.0
60.0			1	1	3	2	7.0	7.0	0	100	3.0	5	6				166.0	1			1			65000	3	2014	1			9																		"60"		0	2	3.0
61.0	10	35	1	1	1	1	2.0	2.0	0	1000	0.0	4	1					1			1			20000	7	2008	98			4																10	40	"61"		0	3	3.0
61.0			1	1	2	10	12.0	12.0	0	1000	0.0	4	1					1	72		1	72		120000	3	2001	98			7																		"61"		0	3	3.0
61.0			1	1	3	8	0.0	0.0	10																																							"61"		0	3	3.0
61.0			1	1	4	1	0.0	11.0	10	0	2.0	4	3	3	2	1	350.0	72			72			150000	6	2018	98			4																		"61"		0	3	3.0
