a01	hh_type	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20b	q_20b_2	q_20c	q_20c_2	q_20d_1	q_20d_2	q_20d_3	q_21
255	2	1	500		4	0	3	2	2	4	1	2	155	2			5	0	4	74	3			1	1	1	2		2		6			200
256	2	1	1800		1	0	1	1	2	1	1	2	765	2			5	0	2	200	3			2	1	1	1	2	1	1	6			600
257	2	1	500		25	2	3	3	2	4	1	2	256	2			9	0	4	130	3			0	2		2		2		7			0
258	2	1	200		30	0	4	2	2	4	1	1	180	2			9	0	2	170	3			1	2		1	3	2		6			50
259	2	1	1000		38	2	3	3	2	4	1	4	340	2			5	0	4	200	3			1	1	1	2		2		6			50
260	2	1	700		30	0	3	2	2	4	2	2	693	2			5	0	4	210	3			2	1	3	1	4	2		6			500
261	2	1	900		20	0	1	2	2	4	1	2	555	1	2	170	5	400	1		3			1	1	1	2		2		6			350
262	2	1	250		9999	0	2	2	2	4	1	2	525	1	2	160	9	0	1		3			2	1	1	1	2	2		6			80
263	2	1	2000		43	0	2	1	2	1	1	3	240	1	2	215	5	1200	1		3			4	2		2		1	7	6			400
264	2	1	800		30	2	2	3	2	4	1	4	396	2			9	0	3	0	3			0	2		2		2		7			0
265	2	1	1500		15	0	2	1	2	1	1	3	240	1	2	280	5	500	1		3			1	1	1	2		2		6			400
266	2	1	600		15	0	2	2	2	4	1	2	382	1	2	105	9	0	1		3			1	1	3	2		2		6			40
267	2	1	500		9999	0	3	2	2	4	1	2	346	1	2	191	9	0	1		3			0	2		2		2		7			0
268	2	2	500		9999	0	3	2	2	4	1	3	607.5	1	2	50	9	0	1		3			3	1	1	1	2	1	2	6			500
269	2	1	500		60	0	2	2	2	4	1	3	594	1	2	105	9	0	1		3			1	1	4	2		2		6			20
270	2	1	1000		48	0	2	3	2	1	2	1	338	1	3	165	9	50	1		3			3	2		1	2	1	4	6			300
271	2	1	1000		20	0	2	2	2	4	1	2	396	1	2	139	5	520	1		3			1	1	1	2		2		6			150
272	2	1	200		20	3	2	2	2	4	1	1	243	1	2	200	5	400	1		3			1	1	1	2		2		6			80
273	2	1	500		18	0	1	2	2	4	1	3	675	1	5	115	5	250	1		3			2	1	1	1	2	2		6			200
274	2	1	800		9999	0	3	2	2	4	1	2	150	2			5	700	3	0	3			1	2		1	2	2		6			70
275	2	1	600		10	0	4	2	2	4	1	2	337	2			9	100	4	72	3			0	2		2		2		7			0
276	2	1	2000		21	0	2	3	2	1	4	4	420	1	2	657	5	600	1		3			4	1	2	1	3	1	2	1	4		600
277	2	1	2500		14	0	2	3	2	1	1	1	383	1	3	450	5	1000	1		3			2	1	1	1	2	2		6			400
278	2	1	1000		42	0	2	2	2	4	1	3	594	1	2	350	5	525	1		3			2	1	3	1	5	2		6	4		300
279	2	1	300		3	0	1	1	2	1	1	5	1782	1	2	163	5	660	1		3			4	1	1	1	2	2		6			500
280	2	1	2500		66	0	1	2	2	4	4	4	240	2			5	850	3	0	3			4	1	1	1	6	1	2	1			450
281	2	1	2000		18	0	2	2	2	4	1	3	378	1	4	400	5	250	1		3			2	1	1	1	3	2		3			400
282	2	1	4000		2	2	1	2	2	1	1	4	1811	1	2	400	5	380	1		3			3	1	1	1	3	1	2	3			300
284	2	2	300		35	0	5	9	2	4	1	1	144	2			9	0	4	90	3			1	1	1	2		2		6			10
285	2	1	500		2	1	3	2	2	4	2	2	272	1	2	70	5	360	1		3			0	2		2		2		7			0
286	2	1	700		35	0	3	2	2	4	3	3	550	1	2	220	5	640	1		3			2	1	3	1	6	2		6			500
287	2	1	1200		18	0	2	2	2	4	1	4	648	1	3	500	5	0	1		3			1	2		1	3	2		6			140
288	2	1	4000		3	0	3	2	2	4	1	2	180	2			5	150	3	500	3			1	1	1	2		2		6			60
289	2	1	300		12	0	4	3	2	4	2	2	216	2			9	0	4	210	3			2	1	4	1	3	2		6			100
290	2	1	400		6	0	3	2	2	4	1	1	119	2			5	70	4	80	3			1	1	1	2		2		6			50
291	2	1	1000		18	0	3	2	2	4	1	4	729	1	2	390	5	750	1		3			4	1	1	1	6	1	4	1	3		280
292	2	1	5000		25	0	1	2	2	4	4	4	567	1	2	200	5	350	1		3			1	1	3	2		2		6			100
293	2	1	600		30	0	2	2	2	4	3	2	324	1	2	280	5	0	1		3			0	2		2		2		7			0
294	2	1	600		30	0	3	2	2	4	1	1	180	2			8	0	4	300	3			0	2		2		2		7			0
295	2	1	200		40	0	2	2	2	4	1	2	324	2			9	0	4	100	3			0	2		2		2		7			0
296	2	1	1000		8	0	2	2	3	4	1	3	272	1	2	138	5	325	1		3			1	1	1	2		2		6			100
297	2	1	400		60	4	3	2	2	4	1	3	243	2			5	300	3	400	3			1	1	1	2		2		6			140
298	2	1	1500		15	3	1	1	2	1	2	1	812	1	2	280	5	380	1		3			1	1	1	2		2		6			200
299	2	1	600		15	4	2	2	2	4	1	1	275	1	2	80	5	350	1		3			2	1	4	1	1	2		6			120
301	2	1	200		3	2	2	2	2	4	1	2	650	2			9	0	3	0	3			1	1	2	1	2	2		6			200
303	2	1	500		14	1	2	2	2	4	1	2	452	2			9	0	3	0	3			1	1	1	2		2		6			20
304	2	1	800		45	2	3	2	2	4	1	3	850	2			9	0	3	0	3			1	1	2	2		2		6			90
305	2	1	1000		30	5	3	2	2	4	1	2	972	2			5	650	4	180	3			1	1	1	2		2		6			300
307	2	1	50		35	0	5	11	10	4	1	1	108	2			9	0	4	120	3			1	1	1	2		2		6			30
308	2	1	500		8	0	2	2	2	4	1	3	689	2			9	0	3	0	3			1	1	5	2		2		6			200
309	2	1	1200		18	3	3	2	2	4	1	2	420	2			5	280	3	0	3			2	1	1	1	1	1	2	1			400
310	2	1	500		80	4	4	11	2	4	1	2	765	2			9	0	3	154	3			0	2		2		2		7			0
311	2	1	500		25	0	3	2	2	4	1	4	540	2			9	0	3	20	3			1	2		1	3	2		6			90
313	2	1	300		9999	0	4	11	2	4	1	1	180	2			5	400	3	620	3			0	2		2		2		7			0
314	2	1	200		8	2	5	11	2	4	1	1	189	2			9	0	4	150	3			0	2		2		2		7			0
315	2	1	200		3	0	3	2	2	4	1	3	675	2			9	0	3	0	3			1	1	1	1	1	2		6			200
316.1	2	1	800		90	3	3	2	2	4	1	2	567	2			5	0	3	0	3			1	2		1	8	2		6			200
316.2	2	1	1000		3	0	3	2	2	4	1	2	297	2			9	0	3	0	3			2	1	3	1	4	2		6			320
316.3	2	1	1000		1	0	2	2	2	4	1	2	648	2			5	0	4	140	3			2	1	6	1	7	2		6			400
317	2	1	1000		26	0	3	2	2	4	1	3	346.5	2			9	0	3	60	3			1	1	1	2		2		6			60
318	2	1	350		50	5	3	2	2	4	1	1	158	2			9	0	4	90	3			1	1	1	2		2		6			30
319	2	2	200		5	1	3	9	10	4	1	1	175	2			9	0	4	115	3			0	2		2		2		6			50
320	2	1	600		20	4	3	2	2	4	1	2	324	2			6	0	3	0	3			1	1	1	2		2		6			65
321	2	1	1500		23	0	2	2	2	4	1	4	648	1	3	170	9	250	1		3			2	1	1	1	3	2		6			90
322	2	1	1500		33	0	2	2	2	4	1	5	648	1	3	339	5	0	1		3			5	1	3	1	4	1	4	1			500
323	2	1	500		20	0	3	2	2	4	1	3	272	1	4	180	9	0	1		3			2	1	1	1	3	2		6			90
324	2	1	1000		50	0	2	2	2	4	1	3	812	2			9	0	4	240	3			1	1	4	2		2		6			100
325	2	1	1500		5	0	3	2	2	4	1	2	270	2			9	0	3	280	3			1	1	1	2		2		6			200
326	2	1	400		2	0	3	2	2	4	1	2	216	2			9	50	4	210	3			1	1	4	2		2		1			200
327	2	1	1000		35	0	2	2	2	4	1	5	972	2			9	0	3	500	3			1	1	1	2		2		6			10
328	2	1	1000		35	3	3	2	2	4	1	2	675	1	3	120	9	0	1		3			1	2		1	3	2		6			80
329.1	2	1	500		9999	1	2	2	2	4	2	1	525	2			5	400	4	160	3			1	1	3	2		2		6			500
329.2	2	1	200		9999	1	2	2	2	4	2	1	94.5	2			5	400	3	0	3			2	1	6	1	7	2		1			1200
330	2	1	1000		9999	0	2	2	2	4	3	2	525	2			5	400	4	240	3			1	1	1	2		2		1			100
331	2	1	1000		35	2	3	2	2	4	1	3	540	2			5	0	4	215	3			1	1	2	2		2		6			100
332	2	1	2000		40	0	2	2	2	4	1	4	720	1	2	150	5	0	1		3			1	2		1	3	2		6			300
333	2	1	1500		65	6	2	2	2	1	1	2	877	2			5	0	3	0	3			3	1	4	1	5	1	5	1			300
334	2	1	2000		67	0	2	1	2	1	1	4	882	1	2	120	5	0	1		3			4	1	1	1	1	1	4	6			600
335	2	1	100		16	4	4	2	2	4	1	1	216	2			9	300	4	76	3			0	2		2		2		7			0
337	2	1	1000		9999	0	2	2	2	4	1	2	236	1	2	150	5	500	1		3			1	1	4	2		2		6			500
338	2	1	500		30	0	3	2	2	4	1	3	544	1	2	178	9	0	1		3			2	1	1	1	5	2		1			70
339	2	1	800		25	3	3	2	2	4	1	2	567	1	3	105	9	0	1		3			3	1	3	1	2	2		1			320
340	2	1	1000		20	1	2	2	2	4	2	1	540	1	2	110	5	1000	1		3			2	1	1	1	2	2		6			200
341	3	1	300		12	0	4	10	2	4	1	2	378	2			9	0	4	150	3			1	1	1	2		2		7			50
342	3	2	100		2	5	3	2	2	4	1	2	256	2			5	200	4	240	3			1	1	1	2		2		6			200
343	3	1	500		2	0	2	2	2	4	1	2	432	2			5	0	4	75	3			1	1	1	2		2		6			30
345	3	1	300		9999	2	4	5	2	4	1	2	641	2			4	0	4	160	3			1	1	1	2		2		6			50
346	3	1	500		22	0	3	2	2	4	1	3	270	2			9	0	4	115	3			0	2		2		2		7			60
347	3	1	500		23	0	2	2	2	4	2	2	722.25	2			9	0	3	0	3			2	1	3	1	5	2		6			500
348	3	1	500		27	3	2	2	2	4	1	3	420	2			7	0	3	0	3			1	1	1	2		2		6			300
349	3	1	400		15	0	3	5	2	4	1	1	189	2			9	0	4	75	3			1	1	1	2		2		6			100
350	3	1	300		65	0	2	2	2	4	1	2	405	2			9	0	3	50	3			2	1	1	1	2	2		6			200
351	3	1	200		65	0	3	10	10	4	1	1	157.5	2			9	0	4	95	3			1	1	1	2		2		6			65
352	3	1	1000		1	0	3	2	2	4	1	3	993	2			9	0	3	70	3			1	1	1	2		2		6			120
353	3	1	200		35	0	5	2	2	4	1	1	180	2			9	0	4	70	3			0	2		2		2		7			0
354	3	1	2000		60	2	2	2	2	4	1	3	729	2			9	0	3	895	3			1	1	1	2		2		6			100
355	3	1	500		55	3	4	2	2	4	1	3	378	2			9	0	4	175	3			1	1	3	2		2		6			70
356	3	1	100		40	0	4	2	2	4	1	2	180	2			9	0	3	0	3			0	2		2		2		7			0
357	3	1	250		18	0	2	2	2	4	1	1	198	2			9	0	4	90	3			1	1	1	2		2		6			35
358	3	1	300		24	2	4	2	2	4	1	2	157.5	2			9	0	4	144	3			1	1	1	2		2		6			100
359	3	1	100		12	3	4	5	10	4	1	1	111	2			6	0	4	80	3			0	2		2		2		6			0
360	3	1	300		5	1	3	2	2	4	1	3	513	2			6	0	3	0	3			2	1	2	1	2	2		6			150
361	3	1	1500		42	1	2	4	2	4	1	3	540	1	2	231	5	0	1		3			4	1	1	1	3	1	2	6			250
362	3	1	1000		9999	0	2	1	2	4	1	3	648	1	2	150	9	80	1		3			1	1	1	1	2	2		6			80
363	3	1	500		25	0	3	4	2	4	1	2	324	1	3	120	9	0	1		3			1	2		1	3	2		6			80
364	3	1	1000		40	0	3	4	2	4	3	3	492	1	2	962	5	500	1		3			3	2		1	3	1	4	1	4		350
365	3	1	1000		9999	0	2	2	2	1	1	3	220	1	2	184	5	500	1		3			1	1	1	2		2		6			200
366	3	1	1500		9999	0	2	4	2	4	1	2	585	1	2	515	5	650	1		3			1	1	1	1	3	2		1			50
367	3	1	2000		9999	0	1	1	1	1	1	2	360	1	2	1000	9	300	1		3			1	1	1	1	1	2		6			250
368	3	1	3000		9999	0	1	1	1	1	1	4	720	1	2	1200	9	0	1		3			4	2		1	3	1	6	6			260
369	3	1	300		20	0	3	4	2	4	1	2	216	2			9	0	4	80	3			1	1	1	2		2		6			60
370	3	1	1200		8	0	3	4	2	4	1	2	504	1	2	120	9	0	1		3			2	1	1	1	3	2		6			150
371	3	1	1000		9999	1	3	4	2	4	1	2	372	1	2	222	5	600	1		3			3	1	1	1	3	1	4	6			250
372	3	1	800		3	0	3	2	2	4	1	1	216	1	2	148	9	0	1		3			2	1	1	1	2	2		6			120
373	3	1	500		8	0	3	4	2	4	1	2	304	1	2	270	9	0	1		3			2	2		1	3	1	4	6			90
374	3	1	1000		9999	0	2	1	2	1	1	2	680	1	2	116	9	0	1		3			0	2		2		2		7			0
375	3	1	200		9999	1	3	4	2	4	1	2	283	2			9	0	4	60	3			1	1	1	2		2		6			90
376	3	1	1000		9999	0	2	4	2	4	1	3	432	1	3	304	9	0	1		3			2	1	1	1	3	2		1			180
377	3	1	3000		9999	0	2	4	2	4	1	2	260	1	2	201	9	0	1		3			1	1	1	1	3	2		6			80
378	3	1	1200		9999	0	3	1	2	4	1	2	360	1	2	240	9	0	1		3			1	1	1	2		2		6			120
379	3	1	500		8	0	2	4	2	4	1	2	480	1	2	100	9	0	1		3			1	1	1	2		2		6			120
380	3	3		500	9999	0	2	1	2	1	1	2	460	1	2	200	9	0	1		3			1	1	1	1	2	2		6			160
381	3	1	1000		20	0	2	4	2	4	2	2	384	1	2	133	9	0	1		3			1	1	1	1	4	2		6			50
382	3	1	2000		150	0	2	1	2	4	1	4	540	1	2	688	9	0	1		3			3	1	1	1	2	1	4	6			280
383	3	1	3000		30	0	2	4	2	4	1	1	192	1	2	225	9	0	1		3			1	1	1	2		2		6			20
384	3	1	700		9999	0	2	4	2	4	1	3	378	2			9	0	4	70	3			1	2		1	3	2		6			60
385	3	1	500		25	1	3	4	2	4	1	2	410	2			9	0	4	70	3			1	2		1	2	2		6			120
386	3	1	800		9999	0	2	4	2	4	1	2	212	2			9	0	4	140	3			2	1	1	1	2	2		6			150
387	3	1	2000		20	1	2	4	2	4	2	3	572	1	2	505	9	0	1		3			2	2		1	2	1	4	6			150
388	3	1	600		30	0	2	4	2	4	1	2	340	1	2	350	9	0	1		3			1	1	1	1	1	1	3	6			60
389	3	1	1200		9999	2	2	1	2	1	1	2	306	1	2	250	9	0	1		3			2	1	1	1	2	2		6			300
390	3	1	3000		7	0	1	1	1	1	1	2	762	1	2	515	3	600	1		3			2	1	1	1	2	2		6			280
391	3	1	800		9999	1	2	4	2	4	1	1	120	1	2	159	9	0	1		3			1	1	1	1	1	2		6			100
392	3	1	1000		26	0	3	4	2	4	1	4	432	2			9	0	4	140	3			2	1	1	1	2	2		6			60
393	3	1	2000		9999	0	2	4	2	4	1	4	270	1	2	300	9	0	1		3			5	1	1	1	3	1	4	1			240
394	3	1	1000		15	1	2	4	2	4	1	2	216	1	2	135	9	0	1		3			0	2		2		2		6			0
395	3	1	400		15	2	3	4	2	4	1	1	162	2			9	0	4	70	3			2	1	1	1	2	2		6			90
396	3	1	2000		14	0	2	4	2	4	2	2	460	1	2	148	9	0	1		3			1	1	1	2		2		6			30
397	3	1	1000		9999	0	2	4	2	4	1	2	180	1	2	160	9	0	1		3			1	2		1	3	2		6			80
398	3	1	3000		10	0	1	1	2	1	2	2	360	1	2	350	9	0	1		3			1	1	1	1	4	1	3	6			60
399	3	1	500		30	1	2	4	2	4	1	1	168	1	2	110	9	0	1		3			1	1	1	2		2		6			40
400	3	1	3000		9999	0	2	4	2	4	2	2	140	1	2	367	9	0	1		3			1	1	1	1	1	2		6			60
401	3	1	200		25	0	3	2	2	4	1	1	220	2			9	0	4	80	3			1	1	1	2		2		6			70
402	3	1	700		27	0	2	1	2	4	1	1	288	2			9	0	4	100	3			0	2		2		2		7			0
403	3	1	300		9999	0	3	2	2	4	1	2	288	2			9	0	4	120	3			1	1	1	2		2		6			130
404	3	1	400		9999	0	4	2	2	4	2	2	270	2			9	0	4	105	3			1	2		1	7	2		6			50
405	3	1	1200		9999	0	1	1	2	1	1	3	630	1	2	402	9	0	1		3			3	1	1	1	3	1	4	1			250
406	3	1	300		9999	0	3	2	2	4	1	1	189	2			9	0	3	1000	3			1	1	1	2		2		6			140
407	3	1	1000		9999	0	2	2	2	4	3	3	460	1	2	457	9	0	1		3			1	1	2	2		2		6			120
408	3	2	500		12	0	2	2	2	4	3	3	547	1	2	105	9	0	1		3			1	1	1	2		2		1			45
409	3	1	1000		7	0	2	2	2	4	2	2	320	1	2	350	9	0	1		3			3	1	1	1	2	1	4	1			150
410	3	1	1000		3	0	2	2	2	4	1	1	260	2			9	0	4	110	3			2	1	1	1	2	2		6			220
411	3	1	500		31	0	4	2	2	4	1	2	522	2			6	0	4	70	3			2	2		2		2		7			0
412	3	1	600		9999	0	3	2	2	1	1	2	288	1	2	70	9	0	1		3			0	2		2		2		7			0
413	3	1	1000		9999	1	2	1	2	1	1	3	408	1	2	165	9	0	1		3			3	2		1	2	1	3	1			200
414	3	1	1200		9999	1	2	2	2	1	1	2	380	1	2	229	6	0	1		3			2	2		1	2	1	3	6			150
415	3	1	1500		9999	0	2	2	2	4	2	2	320	2			9	0	4	100	3			1	2		1	5	2		6			120
416	3	1	800		13	0	3	2	2	4	1	1	288	1	2	128	9	0	1		3			2	1	1	1	2	2		6			300
417	3	1	300		9999	0	3	2	2	4	1	2	252	2			9	0	4	55	3			0	2		2		2		7			0
418	3	1	1000		9999	0	2	2	2	4	2	1	371	2			9	0	4	160	3			1	1	2	2		2		6			100
419	3	1	200		1	0	3	2	2	4	1	1	210	2			9	0	4	80	3			1	1	1	2		2		6			60
420	3	1	300		19	0	3	2	2	4	1	2	252	2			9	0	4	140	3			1	2		1	3	2		6			70
421	3	1	2000		14	0	2	1	2	1	1	2	306	1	2	716	9	0	1		3			2	1	1	1	1	1	3	1			200
422	3	1	900		20	0	1	1	1	1	2	2	346	1	2	567	9	200	1		3			1	1	2	2		2		6			160
423	3	1	2000		9999	0	2	1	2	1	2	3	756	1	2	500	9	0	1		3			1	1	1	1	2	1	6	4			180
424	3	1	1500		9999	0	2	1	2	1	1	2	328	1	2	380	9	100	1		3			1	2		1	1	2		6			80
425	3	1	2000		9999	1	3	1	2	1	1	2	330	1	2	207	9	0	1		3			1	1	1	1	2	2		6			200
426	3	1	500		9999	1	3	4	2	4	1	2	220	1	2	331	9	0	1		3			1	2		1	3	2		6			60
427	3	1	500		25	0	2	4	2	4	1	1	216	1	2	170	9	0	1		3			1	1	1	1	2	2		6			120
428	3	1	3000		20	0	1	1	2	1	2	3	728	1	2	751	9	0	1		3			1	1	1	1	2	1	2	1			120
429	3	1	4000		9999	1	2	4	2	1	3	2	684	1	2	451	9	0	1		3			1	1	1	1	2	2		1			220
430	3	1	2000		11	0	1	1	2	1	1	3	468	1	2	650	5	500	1		3			3	1	1	1	2	1	3	6			700
431	3	1	1500		40	0	2	4	2	4	1	3	540	1	2	286	9	0	1		3			1	1	1	1	2	2		6			200
432	3	1	200		9999	0	3	4	2	4	1	2	189	1	2	100	9	0	1		3			1	1	1	2		2		6			40
433	3	1	500		20	0	3	4	2	4	1	2	284	1	2	383	9	0	1		3			1	2		1	3	2		6			200
434	3	1	1000		9999	0	3	1	2	4	1	2	204	1	2	335	9	0	1		3			2	1	1	1	3	2		6			60
435	3	1	1500		9999	0	2	4	2	4	2	2	432	2			9	0	4	40	3			1	1	1	2		2		1			150
436	3	1	500		9999	0	2	4	2	4	1	1	194	1	2	331	9	0	1		3			1	1	1	2		2		6			240
437.1	3	1	3000		9999	0	1	1	1	4	1	3	272	1	2	450	5	500	1		3			3	1	1	1	2	2		6			250
437.2	3	2	600		9999	1	3	4	2	4	1	1	98	1	2	350	9	0	1		3			1	1	1	2		2		6			120
438	3	1	300		14	0	3	1	2	4	1	1	198	2			9	0	4	70	3			2	1	1	1	2	2		6			80
439	3	1	2000		9999	0	3	1	1	1	1	2	408	1	2	304	9	0	1		3			0	2		2		2		6			0
440	3	1	3000		9999	0	2	1	2	1	1	4	380	1	2	430	9	0	1		3			4	1	6	1	5	1	3	1			400
441	3	1	500		7	1	3	1	1	4	1	1	120	2			9	0	4	40	3			1	1	1	2		2		6			20
442	3	1	300		9999	1	2	2	2	4	1	1	360	2			9	0	2	100	3			1	1	1	2		2		6			70
443	3	1	300		9999	0	3	2	2	4	1	1	405	2			9	190	2	100	3			1	2		1	2	2		6			20
444	3	1	200		30	0	2	2	2	4	1	2	198	2			9	0	2	100	3			1	2		1	3	2		6			60
445	3	1	1500		9999	0	1	2	2	1	2	2	648	2			9	0	3	0	3			1	1	1	1	1	1	2	1			240
446	3	1	400		9999	0	3	2	2	4	1	2	324	2			9	0	4	130	3			2	2		1	2	1	3	6			80
447	3	1	3000		8	0	2	2	2	4	2	2	660	2			9	0	3	0	3			1	1	1	1	2	2		6			280
448	3	1	300		1	0	3	2	2	4	1	1	324	2			9	0	4	72	3			1	1	1	2		2		6			60
449	3	1	200		9999	0	3	2	2	4	1	1	252	2			9	0	4	140	3			1	2		1	2	2		6			100
450	3	1	1000		9999	0	1	2	2	4	2	3	549	2			9	0	3	0	3			1	1	1	1	3	2		6			100
451	3	1	500		9999	0	3	2	2	4	2	2	504	2			9	0	4	70	3			1	1	1	2		2		6			60
452	3	1	500		9999	0	2	2	2	4	1	1	524	2			9	0	3	0	3			1	1	2	2		2		1	4		220
453	3	1	500		9999	0	3	2	2	4	2	2	440	2			9	0	4	130	3			1	2		1	2	2		6			60
454	3	1	500		9999	0	2	2	2	4	2	3	620	2			9	0	3	0	3			1	1	1	2		2		7			50
455	3	1	600		9999	0	3	2	2	4	1	2	420	2			9	0	4	70	3			0	2		2		2		7			0
456	3	1	400		9999	1	3	2	2	4	1	1	288	2			9	0	4	105	3			1	1	1	2		2		6			110
457	3	1	400		9999	1	3	2	2	4	2	1	306	2			9	0	4	105	3			1	1	1	2		2		6			80
458	3	1	1000		9999	0	3	2	2	4	1	1	600	2			9	0	3	10	3			1	1	1	2		2		6			50
459	3	1	400		9999	0	3	2	2	4	1	1	360	2			9	0	3	0	3			1	2		1	4	2		6			60
460	3	1	600		9999	1	3	2	2	4	1	2	306	2			9	0	4	70	3			1	2		1	3	2		6			50
461	3	1	500		8	0	3	4	2	4	1	2	409	1	3	180	9	0	1		3			2	1	1	1	2	2		1			40
462	3	1	300		14	1	3	4	2	4	1	1	189	1	3	100	6	0	1		3			0	2		2		2		7			0
463	3	1	3000		24	0	2	1	2	4	2	3	776	1	2	451	9	50	1		3			3	1	1	1	1	1	2	6			320
464	3	1	500		9999	0	2	4	2	4	1	4	560	1	2	188	9	0	1		3			1	1	4	1	5	2		6			240
465	3	1	500		9999	0	1	4	2	4	1	1	280	1	2	251	9	100	1		3			1	1	1	1	2	2		1			160
466	3	1	1000		9999	0	3	4	2	4	1	2	280	1	2	579	9	0	1		3			2	1	1	1	3	2		6			120
467	3	1	3000		9999	0	1	4	2	4	1	4	584	1	2	492	9	0	1		3			1	1	1	1	6	1	3	6			650
468	3	1	300		9999	0	2	2	2	4	1	1	400	1	2	140	6	0	1		3			1	1	2	2		2		4			50
469	3	1	500		9999	1	3	4	2	4	2	3	402	1	3	400	9	0	1		3			2	1	3	1	4	2		6			150
470	3	1	200		9999	0	4	4	2	4	1	1	136	1	3	70	9	0	1		3			2	2		2		2		7			0
471	3	1	800		2	0	2	1	2	4	1	2	450	1	3	100	9	0	1		3			1	1	1	2		2		1			150
472	3	1	700		3	0	2	1	2	4	1	2	468	1	3	200	5	300	1		3			1	1	2	2		2		6			50
473	3	1	800		2	0	2	1	2	4	1	3	292	2			9	0	4	80	3			1	1	1	1	2	2		6			80
474.1	3	1	1000		20	0	3	4	2	4	1	3	328	1	3	360	9	0	1		3			3	1	1	1	6	1	10	1			200
474.2	3	1	500		20	1	3	4	2	4	1	1	280	1	3	100	9	0	1		3			1	1	3	1	4	2		6			120
475	3	1	5000		15	0	2	1	2	4	1	3	418	1	3	720	9	0	1		3			1	1	1	2		2		6			150
476	3	1	500		9999	0	3	4	2	4	1	2	308	1	2	133	9	0	1		3			1	1	1	2		2		6			70
477	3	1	500		20	2	2	4	2	4	1	2	576	1	3	385	10	400	1		3			3	1	1	1	2	1	4	6			200
478	3	1	500		9999	1	2	4	2	4	1	1	192	1	2	159	9	0	1		3			0	2		2		2		7			0
479	3	1	500		10	0	2	4	2	4	1	2	278	1	2	380	6	0	1		3			1	1	1	2		2		6			50
480	3	1	650		9999	0	2	4	2	4	1	2	520	1	2	250	9	0	1		3			1	1	1	1	2	2		6			60
481	3	1	2000		120	0	2	2	2	1	2	4	320	1	4	420	8	0	1		3			2	1	6	1	1	2		1			600
482	3	1	500		60	2	3	2	2	4	1	2	352	1	3	200	5	600	1		3			1	1	1	2		2		7			100
483	3	1	2000		9999	1	2	2	2	4	2	4	495	1	4	100	5	200	1		3			1	1	4	1	6	2		6			200
484	3	1	2000		150	3	3	2	2	4	3	5	960	1	4	180	9	0	1		3			1	1	1	1	2	1	9	6			400
485	3	1	6000		9999	0	1	1	1	1	2	6	1320	1	4	260	3	1300	1		3			3	1	1	1	2	1	3	4			800
486	3	1	2000		4	0	1	2	2	4	1	2	405	1	3	160	5	800	1		3			2	1	1	1	2	2		6			350
487	3	1	1000		9999	0	1	1	2	1	1	3	540	1	3	250	5	100	1		3			1	1	1	2		2		6			300
488	3	1	2000		9999	0	1	1	1	1	1	4	510	1	4	470	5	0	1		3			2	1	6	1	1	2		6			700
489	3	1	700		20	2	3	1	2	1	1	3	300	1	4	210	3	400	1		3			2	1	1	1	2	2		1			100
490	3	1	1500		150	0	1	2	2	1	3	6	1340	1	4	650	5	100	1		3			3	1	1	1	4	1	5	6			450
491	3	1	500		100	3	3	2	2	4	2	3	320	2			9	0	4	72	3			1	1	3	2		2		6			150
492	3	1	1000		9999	1	1	2	2	1	2	3	525	1	3	470	6	0	1		3			2	1	1	1	2	2		2			100
493	3	1	200		40	1	2	2	2	4	1	2	295	1	4	150	9	0	1		3			1	1	1	2		2		6			150
494	3	1	2000		15	0	1	2	2	1	2	4	963	2			8	0	3	0	3			3	1	8	1	4	1	5	6			450
495	3	1	2000		9999	0	2	2	2	4	3	4	525	1	4	475	5	300	1		3			4	1	3	1	4	1	7	6			300
496	3	1	1000		120	4	2	1	2	1	1	4	360	1	4	400	5	1400	1		3			5	1	1	1	3	1	6	6			300
497	3	1	200		180	2	4	2	2	4	1	1	120	1	4	200	10	400	1		3			1	1	2	1	1	2		6			50
498	3	1	200		9999	4	3	2	2	4	1	1	195	1	4	120	9	0	1		3			1	1	1	2		2		6			100
499	3	1	1000		13	2	2	2	2	4	1	3	320	1	4	120	5	300	1		3			1	1	1	2		2		6			300
500	3	1	2000		9999	1	1	1	1	1	1	3	495	1	3	270	9	0	1		3			3	1	1	1	3	1	3	6			300
501	3	3		700	9999	1	2	2	2	1	1	1	195	1	2	176	2	150	1		3			0	2		2		2		6			0
502	3	1	2000		9999	1	1	1	1	1	1	2	325	1	2	286	2	150	1		3			2	1	1	1	2	2		6			300
503	3	1	1000		15	0	3	2	2	4	1	2	270	1	2	100	3	400	1		3			1	1	1	2		2		6			100
504	3	1	300		200	2	3	2	2	4	1	1	338	1	2	150	9	0	1		3			1	1	1	2		2		6			75
505	3	1	500		9999	2	3	2	2	4	1	1	108	1	2	200	5	100	1		3			1	1	2	2		2		6			50
506	3	1	1000		9999	5	3	2	2	4	1	2	150	1	2	300	9	0	1		3			0	2		2		2		6			0
507	3	1	1000		15	1	1	2	2	1	1	2	255	1	2	200	2	150	1		3			1	1	1	2		2		6			100
