a01	hh_type	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag_g
45	2	7	2	7	7	0	400	1	5	2		1			1			90000	3	1974	1			1	1	72		1	72		1	72		1	72		1	72		
45	2	8	10	20	20	0	500	1	5	1		1			1			250000	3	1974	1			5																
45	2	9	10	10	10	0	1000	1	5	1		1			1			125000	3	1974	1			5																
45	2	10	2	17	17	0	250	1	5	4		72			72			200000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	11	2	15	15	0	150	1	5	4		72			72			180000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	12	2	7	7	0	200	1	5	4		72			72			100000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	13	2	5	5	0	300	1	5	4		72			1			75000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	14	2	10	10	0	400	1	5	4		72			1			125000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	15	2	7	7	0	500	1	5	4		72			1			100000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	16	2	20	20	0	500	1	5	4		72			1			250000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	17	2	10	10	0	1000	1	5	4		72			1			125000	6	2010	1	72		1	1	72		1	72		1	72		1	72		1	72		
45	2	18	9	2	2	0	0	3	5	1		1			1			120000	3	1974	1			7																
46	2	1	1	12	12	0	0	0	5	1		1			1			300000	3	1985	1			4																
46	2	2	2	12	12	0	100	1	5	2		1			1			200000	3	1985	1			1	1			1			1			1			1			
46	2	3	2	10	10	0	250	2	5	6	500	1			1			230000	3	1985	72			9																
46	2	4	2	6	6	0	100	1	5	2		1			1			180000	3	1985	1			1	1			1			1			1			1			
46	2	5	8	3	3	0	0	9	1	2		1			1			40000	3	1985	1			1	1			1			1			1			1			
47	2	1	1	10	10	0	0	0	5	1		1			72			200000	3	1995	1			4																
47	2	2	4	8	8	0	0	0	5	1		1			72			150000	3	1995	1			5																
48	2	1	1	3	13	6	0	1	5	1		1			1			78780	3	1975	3	1		4																
48	2	2	2	10	10	0	250	2	5	7		1			1			60600	3	1975	72			9																
48	2	3	2	8	8	0	250	2	5	7		1			1			48480	3	1975	72			9																
48	2	4	2	10	10	0	250	3	5	7		1			1			60600	3	1975	72			9																
48	2	5	2	17	17	0	200	4	5	7		1			1			103020	3	1975	72			9																
48	2	6	2	17	17	0	200	4	5	7		1			1			103020	3	1974	72			9																
48	2	7	2	22	22	0	200	4	5	7		1			1			113000	3	1973	72			9																
48	2	8	2	4	4	0	200	4	5	7		1			1			24240	3	1974	72			9																
48	2	9	2	13	13	0	210	4	5	7		1			1			65600	3	1975	72			9																
48	2	10	2	8	8	0	250	4	5	7		1			1			50000	3	1975	72			9																
48	2	11	2	26	26	0	1000	2	5	7		1			1			90000	3	1975	72			9																
48	2	12	2	8	8	0	300	4	5	7		1			1			48480	3	1974	72			9																
48	2	13	2	22	22	0	100	2	5	7		1			1			40000	3	1974	72			9																
48	2	14	8	3	3	0	300	9	1	2		1			1			70000	3	1945	1			7																
48	2	15	8	3	3	0	100	10	1	2		1			1			70000	3	1975	1			7																
48	2	16	2	66	66	0	1000	2	5	7		1			1			4000	1	2004	72			9																
48	2	17	2	66	0	3																																		
48	2	18	2	10	0	3																																		
48	2	19	2	0	8	5	100	3	5	7		1			1			80000	1	2012	72			9																
48	2	20	2	0	10	5	100	3	5	7		1			1			90000	1	2012	72			9																
48	2	21	2	0	20	5	250	3	5	7		1			1			200000	1	2013	72			9																
48	2	22	2	0	20	5	250	3	5	7		1			1			200000	1	2013	72			9																
49	2	1	1	12	12	0	0	0	5	1		1			1			250000	3	1982	1			4																
49	2	2	2	66	66	0	150	0	5	7		1			1			600000	3	1982	1			9																
49	2	3	2	50	50	0	350	0	5	7		1			1			500000	3	1982	1			9																
49	2	4	2	85	85	0	1000	0	5	7		1			1			800000	3	1982	1			9																
49	2	5	2	87	87	0	250	0	5	7		1			1			850000	3	1982	1			9																
49	2	6	2	35	35	0	200	0	5	7		1			1			250000	3	1982	1			9																
49	2	7	2	85	66	10	500	0	5	7		1			1			700000	3	1982	1			9																
49	2	8	2	30	30	0	1000	0	5	6	210	1			1			300000	3	2000	1			9																
49	2	9	2	18	18	0	1000	0	5	6	113	1			1			150000	3	2000	1			9																
49	2	10	2	25	25	0	1000	0	5	6	157	1			1			250000	3	2000	1			9																
49	2	11	2	10	10	0	1000	0	5	6	70	1			1			10000	3	2000	1			9																
49	2	12	4	134	134	0	0	0	5	1		1			1			100000	3	1982	1			7																
50	2	1	1	6	6	0	0	0	2	1		1			1			5000	3	2005	1			4																
51	2	1	1	170	170	0	0	0	4	1		1			72			2000000	3	1985	1			4																
51	2	2	2	40	40	0	150	3	4	7		1			72			200000	3	1985	72	1		9																
51	2	3	8	27	27	0	0	8	1	2		1			72			230000	3	1985	1			2	1			1			1			1			1			
51	2	4	2	0	66	0	500	3	4	6	476	1			72			400000	3	1985	1	72		9																
52	2	1	1	17	17	0	0	0	4	1		1			1			100000	3	2001	1			4																
53	2	1	1	7	7	0	0	0	4	1		1			1			50000	1	2001	1			4																
53	2	2	2	165	165	0	1500	2	4	4		72			72			700000	6	2011	1			1	1			1			1			1			1			
53	2	3	2	83	0	3																																		
53	2	4	2	62	62	0	1500	2	4	4		72			72			300000	6	2011	1			1	1			1			1			1			1			
53	2	5	2	33	33	0	1500	2	4	4		72			72			300000	6	2010	1			1	1			1			1			1			1			
53	2	6	2	0	165	7	100	3	4	3	1125	72			72			100000	6	2014	1			1	1			1			1			1			1			
53	2	7	12	0	24	7	1000	0	4	3	3600	72			72			200000	6	2014	1			1	1			1			1			1			1			
54	2	1	1	70	70	0	0	0	5	1		1			1			800000	3	1999	1			4																
54	2	2	2	12	12	0	250	4	5	7		1			2	3	4	200000	1	2002	72			9																
54	2	3	2	66	66	0	250	3	5	6	750	1			1			300000	1	1998	72			9																
54	2	4	2	12	12	0	1000	3	5	7		1			2	3	4	100000	1	1984	72			9																
54	2	5	2	66	66	0	1000	3	5	6	750	1			72			400000	1	1996	72			9																
54	2	6	2	12	12	0	1000	3	5	6	180	1			1			200000	1	1996	72			9																
54	2	7	2	33	33	0	500	5	5	6	335	1			1			300000	3	1979	72			9																
54	2	8	2	66	66	0	1000	4	5	6	750	1			1			500000	3	1979	72			9																
54	2	9	2	17	17	0	1000	4	5	6	200	1			1			200000	3	1979	72			9																
54	2	10	2	33	33	0	1000	4	5	6	750	1			1			300000	3	1979	72			9																
54	2	11	2	28	28	0	4000	3	5	6	180	2			2			220000	2	2001	72			9																
54	2	12	2	19	19	0	4000	3	5	6	335	2			2			200000	2	2001	72			9																
54	2	13	2	19	19	0	4000	3	5	6	335	2			2			15000	2	2001	72			9																
54	2	14	8	16	16	0	20	8	1	2		1			1			200000	3	1979	1			2	1			1			1			1			1			
54	2	15	8	14	14	0	40	7	1	2		1			1			100000	3	1979	1			2	1			1			1			1			1			
56	2	1	1	25	25	0	0	0	4	1		1			1			80000	3	1991	1			4																
56	2	2	2	10	10	0	500	1	4	2		1			2			60000	2	2008	1			1	1			1			1			1			1			
56	2	3	2	7	7	0	250	1	4	2		1			1			30000	3	1991	1			1	1			1			1			1			1			
56	2	4	2	3	3	0	100	0	4	2		1			1			12000	3	1991	1			1	1			1			1			1			1			
56	2	5	2	5	5	0	250	1	4	2		1			1			15000	3	1991	1			1	1			1			1			1			1			
56	2	6	8	3	3	0	100	7	1	2		1			1			40000	3	1991	1			2	1			1			1			1			1			
56	2	7	9	2	2	0	60	4	1	1		1			1			10000	3	1991	1			7																
56	2	8	2	0	66	7	100	1	4	5		72			72			600000	6	2014	1			1	1			1			1			1			1			
56	2	9	2	0	26	7	100	1	4	5		72			72			200000	6	2013	1			1	1			1			1			1			1			
56	2	10	2	0	33	7	100	1	4	5		72			72			300000	6	2013	1			1	1			1			1			1			1			
58	2	1	1	33	33	0	0	0	2	1		1			1			250000	3	1980	1			4																
58	2	2	2	33	66	0	0	0	4	2		1			1			300000	3	1980	1			1	1			1			1			1			1			
58	2	3	8	6	6	0	20	3	4	2		1			1			50000	3	1980	1			2	1			1			1			1			1			
58	2	4	8	8	8	0	50	3	4	2		1			1			70000	3	1980	1			2	1			1			1			1			1			
59	2	1	1	33	33	0	0	0	2	1		2			72			250000	3	1980	2	72		4																
59	2	2	2	20	20	0	400	0	4	6	630	2			72			100000	3	1980	2	72		9																
59	2	3	2	25	25	0	300	0	4	6	790	2			72			150000	3	1980	2	72		9																
59	2	4	2	12	12	0	700	1	4	6	380	2			72			50000	3	1980	2	72		9																
59	2	5	2	33	0	3																																		
59	2	6	2	24	0	3																																		
59	2	7	8	50	50	0	100	3	4	12		2			72			350000	3	1980	2	72		2	72			72			72			72			2	72		
60	2	1	1	25	25	0	0	0	4	1		1			1			200000	1	1998	1			4																
60	2	2	8	9	9	0	0	3	4	2		1			1			90000	1	1998	1			2	1			1			1			1			1			
60	2	3	2	0	7	6	100	3	5	6	225	1			1			60000	3	2014	1			9																
61	3	1	1	2	2	0	0	0	4	1		74			74			50000	7	2008	1			4																4
61	3	2	10	12	12	0	500	0	4	1		1			1			400000	3	2001	1			7																4
61	3	3	8	4	0	3																																		3
62	3	1	1	10	10	0	0	0	5	1		1			1			134000	3	1972	1			4																4
63	3	1	1	4	4	0	0	0	5	1		1			72			250000	2	2007	1			4																4
63	3	2	8	4	4	0	100	0	5	12		72			72			100000	5	2008	98			2	72	1		72	1		72	1		72	1		72	1		1
66	3	1	1	6	6	0	0	0	5	1		1			1			600000	3	1980	1			7																4
66	3	2	10	15	15	0	0	0	5	1		1			1			1500000	3	1980	1			6																4
66	3	3	2	20	20	0	100	0	5	1		1			1			2000000	3	1980	1			1	7			1			1			1			1			4
66	3	4	2	88	0	1																																		3
66	3	5	2	66	0	1																																		3
66	3	6	8	10	10	0	10	0	5	2		1	72		1	72		20000	3	1980	1			2	1			1			1			1			1			1
66	3	7	8	15	15	0	1000	0	5	2		1	72		1	72		30000	3	1980	1			2	1			1			1			1			1			1
66	3	8	2	33	0	3																																		3
66	3	9	2	48	0	3																																		3
67	3	1	1	7	7	0	0	0	2	1		1			1			200000	3	1998	1			4																4
67	3	2	9	3	6	10	0	0	4	12		1	72		72			100000	3	1998	1			7																1
68	3	1	1	7	7	0	0	0	4	1		1			1			200000	3	2009	1			4																4
69	3	1	1	9	9	0	0	0	4	1		1			1			750000	3	1991	1			4																4
69	3	2	2	30	30	0	250	0	4	2		1			1			1100000	3	2004	1			1	1			1			1			1			1			0
69	3	3	2	24	24	0	250	0	4	2		1			1			600000	3	2010	1			1	1			1			1			1			1			0
69	3	4	2	36	0	3																																		3
69	3	5	2	36	0	3																																		3
69	3	6	2	21	0	3																																		3
69	3	7	2	18	0	3																																		3
69	3	8	2	36	0	3																																		3
69	3	9	2	18	0	3																																		3
69	3	10	9	0	3	6	50	4	4	1		1			1			100000	3	2013	1			7																4
70	3	1	1	3	3	0	0	0	5	1		1			74			35000	7	2008	1			4																4
71	3	1	1	21	21	0	0	0	4	1		1			72			590000	3	1960	1			4																4
71	3	2	9	0	9	8	0	2	4	1		1			1			10000	3	2012	1			7																4
72	3	1	1	24	24	0	0	0	4	1		1			1			400000	1	1986	1			7																4
72	3	2	2	90	66	10	500	2	4	2		1			1			1000000	1	1988	1			1	1			1			1			1			1			0
74	3	1	1	9	9	0	0	0	4	1		1			1			180000	3	1998	98			4																4
74	3	2	2	8	8	0	50	2	4	2		1			1			400000	3	1998	1			1	1			1			1			1			1			0
74	3	3	9	6	6	0	200	3	4	12		1	72		1	72		48000	3	1998	1			7																1
74	3	4	2	66	0	3																																		3
74	3	5	2	60	60	0	600	1	4	3	667	72			72			4000000	6	2006	1			1	1			1			1			1			1			0
74	3	6	2	0	100	7	800	2	4	4		72			72			1000000	6	2013	1			1	1			1			1			1			1			0
75	3	1	1	6	6	0	0	0	4	1		1	2		1	2		400000	1	2008	1	2		4																4
75	3	2	9	5	5	0	0	4	4	1		1	2		1	2		300000	1	2008	98			7																4
76	3	1	1	1.5	4	5	0	0	5	1		1			1			200000	1	2005	1			4																4
77	3	1	1	9	9	0	0	0	4	1		1			1			600000	1	1980	1			4																4
77	3	2	9	6	0	1																		7																3
78	3	1	1	5	5	0	0	0	4	1		72			72			100000	3	1990	1			4																4
78	3	2	2	0	198	7	1000	4	4	4		72			72			1199999	6	2014	1	2		1	1	72		1	2		1			1			1	2		0
78	3	3	2	0	66	7	500	3	4	4		72			72			399999	6	2014	1	2		1	1	72		1	2		1	2		1			1	2		0
78	3	4	2	0	33	7	500	3	4	4		72			72			199999	6	2014	1	2		1	1	72		1	2		1	2		1	2		1	2		0
78	3	5	2	0	30	7	500	3	4	4		72			72			181818	6	2014	1	2		1	1	72		1	7		1	2		1	2		1	2		0
79	3	1	1	15	15	0	0	0	4	1		72			72			300000	4	2007	1	2		4																4
79	3	2	5	5	5	0	0	0	4	1		1			1			58000	1	2009	1	2		7																4
79	3	3	2	0	30	6	500	3	4	6	200	2			2			100000	2	2000	72			9																4
80	3	1	1	14	14	0	0	0	4	1		1			1			800000	1	1995	1			4																4
80	3	2	2	35	35	0	1000	0	4	2		1			1			400000	1	2000	1			1	1			1			1			1			1			0
80	3	3	2	50	50	0	500	0	4	2		1			1			200000	1	2000	1			1	1			1			1			1			1			0
80	3	4	8	6	6	0	100	3	4	2		1			1			50000	1	1995	1			2	1			1			1			1			1			1
80	3	5	2	66	0	3																																		3
80	3	6	2	33	0	3																																		3
81	3	1	1	10	10	0	0	0	4	1		4			4			100000	1	1998	98			4																4
82	3	1	1	8	8	0	0	0	4	1		2			2			50000	1	2011	98			4																4
83	3	1	1	7	7	0	0	0	4	1		1			1			100000	1	2002	98			4																4
84	3	1	1	5	0	1																																		3
85	3	1	1	20	20	0	0	0	4	1		1			1			160000	3	2003	98			4																4
86	3	1	1	30	30	0	0	0	5	1		72			72			150000	3	2000	98			4																4
87	3	1	1	6	6	0	0	0	4	1		1			1			30000	3	2006	98			4																4
89	3	1	1	4	4	0	0	0	4	1		1	2		1	2		30000	1	2005	98			4																4
90	3	1	1	30	30	0	0	0	4	1		1			1			300000	6	1990	98			4																4
90	3	2	2	100	100	0	2000	0	4	7		1			1			200000	1	1990	72			1	72			72			72			72			1	72		4
91	3	1	1	5	5	0	0	0	3	1		1	5		5			120000	2	2003	98			4																4
92	3	1	1	8.5	8.5	0	0	0	3	1		1			1			82000	1	2009	98			4																4
93	3	1	1	10	10	0	0	0	5	1		1			1			50000	1	2001	98			4																4
94	3	1	1	8	8	0	0	0	3	1		1			1			40000	3	2008	98			4																4
94	3	2	2	320	80	3	500	12	3	3	3200	72			72			900000	6	2006	1			1	1			1			1			1			1			0
94	3	3	2	60	30	3	100	10	3	3	1200	72			72			150000	6	2006	1			1	1			1			1			1			1			0
95	3	1	1	5	5	0	0	0	5	1		1			1			50000	1	2009	98			4																4
95	3	2	10	25	25	0	0	0	5	4		1			1			20000	1	2009	1			5																1
96	3	1	1	5	5	0	0	0	3	1		1			72			70000	1	2003	98			4																4
96	3	2	2	40	0	3																																		3
97	3	1	1	12	12	0	0	0	3	1		72			72			200000	1	2000	98			4																4
97	3	2	4	3	3	0	0	0	3	1		72			72			55000	1	2000	98			5																4
97	3	3	2	80	0	3																																		3
98	3	1	1	5	5	0	0	0	3	1		2			2			80000	1	1997	98			4																4
99	3	1	1	5	5	0	0	0	5	1		72			72			200000	5	2006	98			4																4
99	3	2	2	40	40	0	100	1	5	3	1670	72			72			350000	1	2003	72			1	1			1			1			1			1			0
100.1	3	1	1	41	20	2	0	0	5	1		1			1			40000	1	2005	98			4																4
100.1	3	2	8	3	1.5	2	0	0	5	1		1			1			5000	1	2005	98			7																4
100.2	3	1	1	40	20	2	0	0	5	1		72			72			40000	5	2015	98			4																4
100.2	3	2	8	3	1.5	2	0	0	5	1		72			72			5000	5	2015	98			7																4
101	3	1	1	6	6	0	0	0	3	1		1			1			200000	1	2008	1			4																4
102	3	1	1	3	8	6	0	0	4	1		72			72			100500	3	2000	98			4																4
102	3	2	2	30	30	0	700	2	4	5		72			72			480000	6	2011	98			1	1			1			1			1			1			0
103	3	1	1	12	12	0	0	0	4	1		1			1			60000	3	2004	1			4																4
103	3	2	8	3	3	0	0	8	4	1		1			1			15000	3	2004	1			7																4
104	3	1	1	3	3	0	0	0	4	1		72			72			30000	3	1990	98			4																4
105	3	1	1	18	18	0	0	0	4	1		1			1			216000	3	1985	1			4																4
105	3	2	8	24	24	0	0	7	4	2		1			1			360000	3	1985	1			2	1			1			1			1			1			1
105	3	3	8	12	12	0	0	7	4	2		1			1			180000	3	1985	1			7																1
105	3	4	2	36	36	0	300	2	4	2		1			1			540000	3	1985	1			1	1			1			1			1			1			0
105	3	5	2	21	21	0	1100	2	4	2		1			1			315000	3	1985	1			1	1			1			1			1			1			0
105	3	6	2	18	18	0	1200	2	4	2		1			1			270000	3	1985	1			1	1			1			1			1			1			0
105	3	7	2	22	0	2																																		3
105	3	8	2	15	15	0	400	2	4	2		1			1			225000	3	1985	1			1	1			1			1			1			1			0
105	3	9	2	15	15	0	500	2	4	2		1			1			225000	3	1985	1			1	1			1			1			1			1			0
105	3	10	2	15	15	0	200	2	4	2		1			1			225000	1	2008	1			1	1			1			1			1			1			0
105	3	11	2	9	9	0	250	2	4	2		1			1			100000	1	2008	1			1	1			1			1			1			1			0
105	3	12	4	14	14	0	1250	0	4	1		1			1			210000	3	1985	1			7																4
105	3	13	2	0	45	5	100	1	4	2		1			1			450000	1	2012	1			2	1			1			1			1			1			0
106	3	1	1	2	2	0	0	0	4	1		72			72			10000	3	1985	4			4																4
106	3	2	8	6	6	0	0	0	4	2		72			72			50000	3	1985	4			2	1			1			1			98			1			1
106	3	3	2	10	10	0	100	3	4	2		72			72			75000	3	1985	4			1	4			4			4			4			4			0
106	3	4	2	10	0	3																																		3
106	3	5	2	10	0	3																																		3
106	3	6	2	0	60	7	100	3	4	2		72			72			50000	6	2014	4			1	4			4			4			4			4			0
106	3	7	12	0	9	10	200	3	4	15		72			72			50000	5	2014	98			8																1
107	3	1	1	20	20	0	0	0	4	1		1			1			160000	3	1992	1			4																4
107	3	2	8	13	13	0	0	5	4	1		1			1			80000	3	1992	1			2	1			1			1			1			1			4
107	3	3	2	75	75	0	250	2	4	7		1			1			37000	3	1992	72			9																4
107	3	4	2	9	9	0	250	2	4	7		1			1			45000	3	1992	72			9																4
107	3	5	2	6	6	0	300	2	4	7		1			1			50000	3	1992	72			9																4
107	3	6	2	10	10	0	300	2	4	7		1			1			50000	3	1992	72			9																4
107	3	7	2	30	30	0	300	2	4	7		1			1			150000	3	2013	72			9																4
108	3	1	1	7.5	0	2																																		3
108	3	2	2	6	0	2																																		3
108	3	3	2	3	0	2																																		3
108	3	4	2	1.5	0	2																																		3
108	3	5	2	1.5	0	2																																		3
108	3	6	2	18	0	3																																		3
108	3	7	9	6	6	0	0	5	4	1		1			1			40000	3	2008	98			7																4
108	3	8	2	0	15	6	0	2	4	2		1			1			100000	3	2012	1			1	1			1			1			1			1			0
108	3	9	1	0	9	6	0	0	4	1		1			1			12000	3	2014	1			4																4
109	3	1	1	3	3	0	0	0	4	1		72			72			30000	3	1980	98			4																4
109	3	2	2	24	0	3																																		3
109	3	3	2	15	0	3																																		3
109	3	4	2	9	0	3																																		3
109	3	5	2	6	0	3																																		3
109	3	6	2	12	0	3																																		3
110	3	1	1	1.5	1.5	0	0	0	4	1		1			1			200000	3	1990	1			4																4
111	3	1	1	3	3	0	0	0	4	1		1			1			50000	3	1970	98			4																4
111	3	2	2	9	9	0	0	1.5	4	2		1			1			90000	3	1970	98			1	1			1			1			1			1			0
111	3	3	2	30	30	0	200	1.5	4	5		72			72			300000	6	2009	1			1	1			1			1			1			1			0
111	3	4	2	0	106	7	250	2	4	5		72			72			960000	6	2013	1			1	1			1			1			1			1			0
111	3	5	2	0	15	7	250	2	4	5		72			72			150000	6	2007	98			1	1			1			1			1			1			0
112	3	1	1	9	9	0	0	0	4	1		1			1			60000	2	2000	1	4		4																4
113	3	1	1	15	15	0	0	0	1	1		1			1			400000	3	1989	1			4																4
113	3	2	8	10	10	0	0	7	4	1		1			1			240000	3	1990	1			2	1			1			1			98			98			4
113	3	3	2	0	36	7	100	1	4	3	117	72			72			480000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	4	2	0	33	7	1010	1	4	3	107	72			72			440000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	5	2	0	33	7	100	1	4	3	107	72			72			440000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	6	2	0	24	7	100	1	4	3	78	72			72			320000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	7	2	0	24	7	100	1	4	3	78	72			72			320000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	8	2	0	24	7	100	1.5	4	3	78	72			72			320000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	9	2	0	24	7	100	1.5	4	3	78	72			72			320000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	10	2	0	12	7	100	1	4	3	39	72			72			120000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	11	2	0	24	7	70	1	4	3	78	72			72			320000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	12	2	0	12	7	70	1	4	3	39	72			72			120000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	13	2	0	6	7	70	1	4	3	20	72			72			80000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	14	2	0	6	7	70	1	4	3	20	72			72			80000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	15	2	0	3	7	70	1	4	3	10	72			72			40000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	16	2	0	16	7	70	1	4	3	52	72			72			20000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
113	3	17	2	0	16	7	70	1	4	3	52	72			72			20000	6	2011	1			1	1	3		1	3		1	3		1	3		1	3		0
114	3	1	1	9	9	0	0	0	4	1		1			1			60000	1	2000	1			4																4
114	3	2	2	15	15	0	200	4	4	8		1			1			60000	1	2000	98			9																4
114	3	3	2	27	27	0	300	4	4	8		1			1			156000	1	2000	98			9																4
114	3	4	8	3	3	0	1000	0	4	2		1			1			60000	1	2000	98			2	1			1			1			1			1			1
116	3	1	1	8	17	8	0	0	4	1		4			4			255000	3	2008	98			4																4
116	3	2	9	0	3	8	0	5	4	1		4			4			450000	3	2005	98			7																4
117	3	1	1	13	13	0	0	0	4	1		1			1			390000	3	1982	1			4																4
117	3	2	8	20	20	0	0	10	4	2		1			1			500000	3	2000	1			2	1			1			1			1			1			1
117	3	3	8	6	6	0	0	10	4	2		1			1			150000	3	2000	1			2	1			1			1			1			1			1
117	3	4	2	24	24	0	100	2	4	6	2885	1			1			800000	3	2000	72			9																4
117	3	5	2	20	20	0	150	2	4	6	2400	1			1			320000	3	2000	72			9																4
117	3	6	2	20	20	0	150	2	4	6	2400	1			1			320000	3	2000	72			9																4
117	3	7	2	15	15	0	100	2	4	6	1800	1			1			240000	3	2000	72			9																4
117	3	8	2	6	6	0	100	2	4	6	720	1			1			96000	3	2000	72			9																4
117	3	9	2	5	5	0	100	2	4	6	600	1			1			80000	3	2000	72			9																4
117	3	10	2	0	42	6	100	2	4	6	5040	1			1			420000	3	2012	72			9																4
117	3	11	2	0	58	6	1000	2	4	6	6960	1			1			580000	3	2012	72			9																4
117	3	12	2	0	33	6	1200	2	4	6	3960	1			1			33000	3	2012	72			9																4
117	3	13	2	0	20	6	200	1	4	6	2400	1			1			300000	3	2012	72			9																4
117	3	14	2	2	16	6	100	1	4	6	1920	1			1			150000	1	1982	72			9																4
118	3	1	1	7.5	7.5	0	0	0	4	1		1			1			150000	3	1985	1			4																4
118	3	2	8	18	18	0	0	7	4	1		1	72		1	72		234000	3	1985	1			2	1	72		1	72		1	72		1	72		1	72		4
118	3	3	2	45	45	0	0	3	4	8		1			1			600000	3	1985	1			9																4
118	3	4	2	18	18	0	0	3	4	8		1			1			244000	3	1985	1			9																4
118	3	5	2	27	27	0	0	3	4	8		1			1			360000	3	1985	1			9																4
118	3	6	2	66	66	0	0	3	4	3	667	72			72			858000	6	2011	98			1	1			1			1			1			1			0
118	3	7	4	7.5	7.5	0	0	1.5	4	1		1			1			130000	3	1985	1			7																4
119	3	1	1	30	30	0	0	0	4	1		1			1			500000	3	1985	1			4																4
119	3	2	9	1	1	0	0	0	4	1		1			1			16000	3	1985	1			4																4
120	3	1	1	18	18	0	0	0	4	1		1			1			300000	1	2008	98			4																4
121	2	1	1	30	30	0	0	0	4	1		71			71			330000	3	2008	71			4																
