a01	hh_type	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	flag_b2
201	3	6	1		2007	66	2	1	20	1	1	2	0	1	200	1	7	2	5		9999		
201	3	5	1		2005	66	2	1	20	2	2								1		2012	9	
202	3	5	1		2001	66	9	2	30	1	1	2	90	1	200	1	13	2	1		9999		
202	3	3	1		2011	66	1	0	20	1	1	1	0	1	300	5	3	2	5		9999		
203	3	4	2	9																			
204	3	4	1		2006	1	7	3	30	2	2								5		2014	21	
205	3	99																					
206	3	3	1		2011	66	1	0.2	4	1	1	1	0	2		5	4	2	5		9999		
206	3	5	1		2003	1	9	2	30	1	1	2	150	1	500	1	12	2	5		9999		
207	3	4	1		2002	1	1	0	2	2	2								1		2007	9	
208	3	7	1		1996	1	1	0.5	10	2	2								1		2001	9	
208	3	8	1		1998	1	1	2	25	2	2								5		2002	9	
208	3	4	1		2008	1	1	0.5	10	2	2								5		2013	9	
208	3	5	1		2011	1	1	0.5	10	1	1	1	0	2		1	4	2	5		9999		
209	3	3	1		2012	66	1	0.25	6	1	1	1	0	2		5	3	2	5		9999		
210	3	3	1		2000	1	2	1	20	2	2								1		2010	21	
210	3	4	1		1999	1	2	3	35	2	2								5		2011	21	
211	3	99																					
212	3	99																					
213	3	6	1		2002	1	9	0.5	10	1	1	2	0	1	1000	9	12	2	8		9999		
214	3	3	1		2001	66	9	8	60	1	1	2	500	1	500	1	13	2	1		9999		
214	3	5	1		2011	66	1	0.2	10	1	1	1	0	1	300	5	4	2	5		9999		
214	3	4	1		2006	66	1	1	30	1	1	1	45	1	600	1	9	2	5		9999		
215.1	3	99																					
215.2	3	4	1		1997	66	2	3	15	2	2								5		2004	6	
215.2	3	5	1		2013	66	1	0	2	1	1	1	0	1	100	5	2	2	5		9999		
216	3	4	1		2006	66	1	2	30	1	1	2	0	1	600	1	8	2	1		9999		
216	3	5	1		2008	66	1	1.5	25	1	1	2	0	2		1	6	2	5	6	9999		
216	3	6	1		2014	66	2	0.25	10	1	1	2	100	2		1	66	2	1		9999		
216	3	2	1		2003	1	9	2	30	1	1	2	100	1	1000	1	12	2	1		9999		
218	3	7	1		2010	66	1	2	40	1	1	1	0	1	300	5	4	2	5		9999		
218	3	6	1		2009	1	8	2.5	30	1	1	2	0	1	400	1	6	2	1		9999		
218	3	8	1		2010	66	1	0.5	10	1	1	1	0	2		1	4	2	1		9999		
219	3	4	1		2003	66	2	1	20	1	1	2	0	1	300	1	12	2	5		9999		
219	3	3	1		2003	66	2	1	20	1	1	2	45	1	300	1	12	2	1		9999		
220	3	2	1		2009	1	2	1	10	1	1	2	45	2		1	6	2	5		9999		
220	3	3	1		2008	1	2	1	10	1	1	2	90	2		1	7	2	5		9999		
220	3	5	1		2014	1	1	0	2	1	1	1	0	2		5	2	2	5		9999		
221	2	9	1		2011	66	1	0.5	5	1	1	1	0	1	300	5	3	2	5		9999		
221	2	3	1		2005	66	2	1	10	1	1	2	50	1	2000	1	9	2	5		9999		
221	2	8	1		2005	66	2	1	10	2	2								1		2012	4	
221	2	4	1		2013	66	1	0.5	5	1	1	1	0	1	300	1	1	2	1		9999		
222	2	5	1		2013	66	1	0	2	1	1	1	0	1	300	1	1	2	1		9999		
222	2	6	1		2006	66	2	0.5	10	1	1	2	70	1	1300	1	8	2	1		9999		
224	2	4	1		2011	66	1	0	3	1	1	1	0	1	700	5	3	2	5		9999		
225	2	2	1		2013	1	1	0	2	1	1	1	0	2		5	3	2	5		9999		
225	2	5	1		2004	1	9	1	15	1	1	2	120	2		1	11	2	1		9999		
225	2	4	1		2002	1	2	1	15	2	2								1		2012	6	
226	2	3	1		2003	1	7	1	30	2	2								8		2012		
227	2	6	1		2002	1	9	0	1	1	1	2	150	1	600	1	13	1	8		9999		
227	2	3	1		2004	1	9	2	40	1	1	2	0	2		1	11	2	8		9999		
227	2	5	1		1997	66	9	8	25	1	1	1	0	2		1	17	2	1		9999		
227	2	4	1		2014	66	1	25	5	1	1	1	0	1	300	1	66	1	1		9999		
228	2	6	1		2009	66	1	0.5	5	1	1	2	0	1	200	5	5	2	5		9999		
228	2	5	1		2004	66	2	0.5	5	1	1	2	100	1	1000	1	10	2	1		9999		
230	2	3	1		2004	1	9	3.5	30	1	1	2	90	1	300	1	11	2	1		9999		
231	2	4	1		2003	1	9	1	45	1	1	2	250	1	1500	1	12	2	5		9999		
231	2	5	1		2004	1	9	1	45	1	1	2	250	1	1000	1	11	2	1		9999		
232	2	5	1		2010	66	1	1	15	1	1	1	0	1	500	5	5	2	5		9999		
232	2	4	1		2004	66	1	2	30	1	1	1	10	1	1000	1	10	2	1		9999		
232	2	3	1		2003	66	9	2	25	1	1	1	0	2		1	33	2	1		9999		
233	2	99																					
234	2	99																					
235	2	3	1		2009	66	1	0.5	10	1	1	1	0	1	200	5	5	2	5	6	9999		
235	2	4	1		2011	66	1	0.5	10	1	1	1	0	1	300	1	4	2	6		9999		
235	2	5	1		2015	66	1	0.5	10	2	1	1	0	1	150	6	66	9					
237	2	3	1		2000	66	2	1	15	1	1	2	200	2		1	10	2	1		9999		
238	2	4	1		2006	1	2	1	20	1	1	2	55	1	600	1	9	2	5		9999		
238	2	2	1		2002	1	9	2	20	1	1	2	150	1	600	1	13	2	8		9999		
238	2	3	1		2000	1	2	4	30	1	1	2	40	2		1	10	2	1		9999		
239	2	3	1		1998	66	9	5	80	2	2								1		2011	21	
239	2	5	1		2002	66	2	3	40	2	1	2	70	1	800	1	8	2	1		9999		
240.1	2	3	1		2009	66	1	0.25	5	1	1	1	0	2		5	5	2	5	6	9999		
240.1	2	4	1		2011	66	1	0.25	5	1	1	1	0	2		6	2	1	6		9999		
240.2	2	6	1		2000	1	2	1	22	2	2								8	5	2009	21	
241	2	5	1		2000	1	2	0.5	25	2	2								9		2009	9	
241	2	4	1		2004	1	1	0.25	8	2	2								1		2012	9	
242	2	4	1		2014	1	1	0	3	1	1	1	0	1	300	1	1	1	5		9999		
243	2	6	1		2013	1	1	0.2	4	1	1	1	0	2		1	3	2	1		9999		
243	2	7	1		2015	1	1	0.2	4	2	1	1	0	2		1	1	9					
243	2	5	1		2010	1	2	0.5	10	1	1	2	0	2		1	6	2	5		9999		
244	2	3	1		2009	1	2	0.2	3	1	1	2	0	1	500	1	6	2	5		9999		
245	2	4	1		2010	1	1	0.25	10	1	1	1	20	2		1	6	2	1		9999		
245	2	5	1		2011	1	1	0.25	10	1	1	1	0	1	200	1	5	2	1		9999		
245	2	6	1		2012	1	1	0.25	10	1	1	1	0	2		5	4	2	5		9999		
245	2	3	1		2007	1	1	0.5	20	1	1	1	20	1	250	8	8	2	8		9999		
246	2	3	1		2003	66	9	0.5	10	1	1	2	100	1	500	1	11	2	1		9999		
247	2	4	1		2001	1	1	0.5	10	2	2								1		2003	2	
247	2	3	1		1997	1	9	40	80	1	1	1	0	2		1	17	2	1		9999		
248	2	3	1		1997	66	9	2	30	1	1	2	20	2		9	13	2	1		9999		
248	2	4	1		1998	66	9	50	5	1	1	2	350	1	700	1	13	2	1		9999		
249	2	3	1		1995	66	9	35	150	1	1	1	60	2		1	15	2	8	9	9999		
250	2	4	1		2014	66	2	0.2	10	1	1	2	0	2		1	1	2	1		9999		
250	2	3	1		2009	1	2	0.2	10	1	1	2	0	1	300	5	6	2	5		9999		
251	2	2	1		1998	1	1	2	20	2	2								5		2010	21	
252	2	2	1		1998	66	1	1.5	30	2	2								8		2008	9	
254	2	4	1		2001	1	2	0.25	5	2	2								2		2010	10	
254	2	5	1		2003	1	1	1	20	1	1	1	0	1	600	1	12	2	5		9999		
255	2	3	1		2010	66	1	0.5	15	1	1	1	0	1	300	5	4	2	5		9999		
256	2	3	1		2014	66	1	0.25	5	1	1	1	0	1	500	1	1	2	1		9999		
257	2	3	1		2003	1	1	0.25	5	1	1	1	0	1	300	1	5	2	1		9999		
257	2	4	1		2013	1	1	0.25	5	1	1	1	0	1	200	5	3	2	5		9999		
258	2	3	1		2004	1	9	1	20	1	1	1	80	1	500	1	11	2	5		9999		
259	2	99																					
260	2	5	1		2000	1	2	0.25	10	2	2								2		2006	9	
260	2	3	1		1996	1	1	0	2	2	2								2		1999	3	
260	2	4	1		1999	1	1	0.25	10	2	2								2		2000	10	
261	2	3	1		2010	66	1	0.75	10	1	1	1	0	1	300	5	4	2	5		9999		
262	2	3	1		2009	1	2	0.25	15	1	1	2	0	1	600	1	6	2	5		9999		
262	2	4	1		2015	77	10	1	30	2	1	2	100	1	100	1	77	9					
263	2	3	1		2011	66	1	0	2	1	1	1	0	1	600	5	4	2	5		9999		
263	2	4	1		2015	66	1	0	2	2	1	1	0	1	200	1	1	9					
263	2	7	1		2002	1	2	0	2	2	2								1		2007	6	
264	2	4	1		2008	66	1	0.5	20	1	1	1	0	1	300	1	5	2	1		9999		
264	2	5	1		2010	66	1	0.5	20	1	1	1	0	1	200	5	3	2	5		9999		
264	2	6	1		2015	66	1	0.5	20	2	1	1	0	2		1	66	9					
265	2	3	1		2011	66	7	13	60	1	1	2	200	2		1	77	2	1		9999		
266	2	3	1		2003	66	9	0.25	8	1	1	2	45	1	400	1	12	2	1		9999		
266	2	4	1		2010	1	1	0.75	15	1	1	1	0	2		1	5	2	1		9999		
267	2	4	1		2010	66	1	0.25	10	1	1	2	0	2		1	6	2	1		9999		
267	2	3	1		2009	66	1	0.25	10	1	1	1	0	2		1	5	1	1		9999		
268	2	3	1		2006	66	2	1	10	1	1	2	300	2		5	8	2	1		9999		
268	2	5	1		2015	66	12	1	10	2	1	1	0	1	150	1	66	9					
268	2	4	1		2009	66	1	1	10	1	1	1	0	2		5	5	2	5		9999		
269	2	4	1		2004	66	2	0.5	10	1	1	2	22	2		1	10	2	5		9999		
269	2	7	1		2011	66	1	0.5	10	1	1	1	0	2		1	3	1	5		9999		
269	2	5	1		2005	66	2	0.5	10	1	1	2	22	2		1	9	2	1		9999		
269	2	6	1		2009	66	1	0.5	10	1	1	1	0	1	500	1	5	2	5		9999		
269	2	3	1		2001	66	2	0.5	10	2	2								8		2010	9	
270	2	4	1		2000	66	2	0.5	15	2	2								1		2011	22	
270	2	3	1		1997	66	2	0.5	15	2	2								1		2011	22	
271	2	3	1		2003	1	2	0.25	10	1	1	2	80	1	2000	1	33	2	1		9999		
271	2	4	1		2005	77	2	0.25	10	1	1	2	0	1	1000	8	9	2	1		9999		
271	2	6	1		2011	66	10	0.5	15	1	1	2	150	1	300	1	3	2	1		9999		
271	2	5	1		2010	1	1	0.25	10	1	1	1	0	1	500	5	5	2	5		9999		
271	2	7	1		2014	77	10	0.5	15	1	1	2	100	2		1	1	1	1		9999		
272	2	2	1		2009	1	10	0.25	5	1	1	2	300	2		1	77	2	1		9999		
273	2	2	1		2003	1	9	0.25	10	1	1	2	45	1	1000	1	12	2	1		9999		
274	2	3	1		2008	66	2	0.25	8	1	1	2	0	1	800	1	8	2	5		9999		
274	2	2	1		2008	66	2	0.25	8	1	1	2	0	1	1000	1	10	2	5		9999		
275	2	3	1		2008	1	2	0.5	10	1	1	2	0	2		1	7	2	5		9999		
275	2	4	1		2011	1	1	0.5	10	1	1	1	0	2		5	4	2	5		9999		
276	2	99																					
277	2	3	1		2003	1	9	60	180	1	1	1	0	2		1	76	2	1		9999		
278	2	4	1		2001	1	1	2	20	2	2								8		2011	6	
278	2	5	1		2000	1	1	0.25	5	2	2								1		2011	6	
279	2	4	1		1998	66	9	0	5	1	1	1	0	2		1	14	2	1		9999		
280	2	8	1		1999	1	1	0.25	5	2	2								1		2008	9	
280	2	7	1		1999	1	1	0.25	5	2	2								1		2004	21	
280	2	2	1		1996	1	1	0.5	15	2	2								8		2005	21	
281	2	5	1		2015	1	1	0.2	2	2	1	1	0	2		1	1	9	1		9999		
281	2	3	1		2006	1	2	0.5	5	1	1	2	150	1	500	1	9	2	5		9999		
281	2	4	1		2011	66	1	0.2	2	1	1	1	0	2		5	3	2	1		9999		
282	2	4	1		1996	1	2	1	10	2	2								1		2001	21	
282	2	6	1		2002	1	1	1.5	15	1	1	1	25	2		1	13	2	1		9999		
282	2	5	1		2015	1	1	0	1	2	1	1	0	2		1	1	9					
282	2	7	1		2003	1	1	1.5	15	1	1	1	0	2		1	12	2	5	8	9999		
282	2	8	1		2005	1	1	1.5	15	1	1	1	0	1	300	1	10	2	1		9999		
284	2	99																					
285	2	3	1		2014	1	1	0	1	1	1	1	0	2		5	2	2	5		9999		
286	2	6	1		1999	1	1	0.1	5	2	2								5		2004	6	
286	2	4	1		1997	1	1	0.1	5	2	2								2		2002	9	
286	2	7	1		2005	1	1	0.1	5	1	1	1	0	2		5	5	2	5				
287	2	5	1		2009	1	2	0.5	5	1	1	2	0	1	300	1	6	2	5		9999		
287	2	3	1		2002	1	9	1	15	1	1	2	125	1	500	1	12	2	1		9999		
287	2	6	1		2010	1	1	0.5	5	1	1	1	0	2		5	5	2	5		9999		
288	2	4	1		2011	1	1	0.5	8	1	1	1	0	2		1	5	2	1		9999		
288	2	3	2	3																			
288	2	5	1		2012	1	1	0.5	8	1	1	1	0	2		5	4	2	5		9999		
289	2	5	1		2014	1	1	0.5	5	1	1	1	0	2		1	2	2	1		9999		
290	2	3	1		2012	1	1	0.2	2	1	1	1	0	2		1	4	2	1		9999		
291	2	7	1		2005	1	2	0.5	5	1	1	2	0	1	900	8	22	2	8	5	9999		
291	2	4	1		2000	1	1	1	10	2	2								5		2009	9	
291	2	6	1		2003	1	9	0.5	5	1	2								5		2014	11	
292	2	4	1		2000	1	1	1	10	2	2								1		2005	9	
292	2	5	1		2012	1	1	0.2	5	1	1	1	0	2		1	2	2	1		9999		
293	2	4	1		2008	66	1	0.2	5	1	1	1	0	1	200	1	5	2	1		9999		
294	2	7	2	9																			
295	2	4	1		2011	1	1	0.2	3	2	2								1		2012	9	
295	2	5	1		2012	1	1	0.2	3	1	1	1	0	1	200	5	4	2	5		9999		
296	2	4	1		2013	1	1	0.2	3	1	1	1	0	1	200	5	3	2	5		9999		
297	2	5	1		2015	1	1	0.5	5	2	1	1	0	2		1	1	9					
297	2	4	1		2011	1	1	0.5	5	1	1	1	0	1	200	1	4	2	1		9999		
297	2	3	1		2006	1	1	0.5	5	2	2								1		2008	6	
298	2	2	1		2012	1	1	0.3	3	1	1	1	0	1	400	5	4	1	5		9999		
299	2	2	1		2013	1	1	0.1	2	1	1	1	0	1	100	5	3	2	5		9999		
301	2	3	1		2013	1	1	0.5	6	1	1	1	0	1	300	1	3	2	1		9999		
303	2	5	1		2013	1	1	0.5	10	1	1	1	0	2		1	2	2	1		9999		
303	2	6	1		2012	1	2	0.3	6	1	1	2	200	2		1	76	2	1		9999		
303	2	4	1		2012	1	1	0.5	10	1	1	1	0	2		1	4	2	1		9999		
303	2	3	1		2010	1	1	0.5	10	1	1	2	0	1	200	1	6	2	5		9999		
304	2	3	1		2010	1	7	1	15	1	1	2	0	1	450	1	6	2	1		9999		
304	2	5	1		2012	1	1	1	15	2	1	1	0	2		2	1	9					
304	2	4	1		2013	1	5	0.5	8	1	1	2	0	2		2	3	2	2		9999		
305	2	2	1		2015	1	1	0	5	2	1	1	0	1	200	1	1	9					
307	2	3	1		2014	1	1	0.5	5	1	1	1	0	2		5	2	2	5		9999		
307	2	2	2	9																			
308	2	3	1		2012	66	5	1	20	1	1	2	0	1	100	1	3	2	1		9999		
308	2	4	1		2015	1	1	0.2	5	2	1	1	0	2		1	1	9					
309	2	3	1		2010	1	2	0.1	2	1	1	2	0	1	500	1	6	2	1		9999		
310	2	3	1		2010	1	7	2	30	1	1	2	0	2		1	6	2	5		9999		
311	2	3	1		2005	1	2	2	30	2	2								1		2012	3	
313	2	2	1		2014	1	1	1	20	1	1	1	0	2		5	2	2	5		9999		
314	2	3	1		2010	66	1	0.5	8	1	1	1	0	2		5	4	2	5		9999		
314	2	2	1		2008	1	1	0.5	8	2	2								5		2013	9	
314	2	4	1		2012	66	1	0.5	8	1	1	1	0	2		1	3	2	1		9999		
315	2	2	1		2008	1	1	3	50	1	1	1	0	1	500	1	7	2	1		9999		
315	2	3	1		2014	1	1	0.5	5	1	1	1	0	2		1	2	2	1		9999		
316.1	2	8	1		2011	1	1	0.5	10	2	2								1		2014	2	
316.1	2	9	1		2014	1	1	0.5	10	1	1	1	0	2		5	2	2	5		9999		
316.2	2	4	1		2000	1	1	1.5	20	2	2								1		2006	21	
316.3	2	7	1		2003	1	2	0.5	5	2	2								1		2011	21	
317	2	5	1		2015	66	1	0.5	8	2	1	1	0	2		1	66	9					
317	2	4	1		2005	1	2	3.5	30	1	1	2	0	1	300	1	22	2	1		9999		
318	2	2	1		2012	66	1	1	20	1	1	1	0	2		5	3	2	5	6	9999		
318	2	3	1		2015	1	1	1	20	2	1	1	0	2		1	1	9					
319	2	99																					
320	2	99																					
321	2	3	1		2005	1	1	0.5	10	2	2								1		2011	9	
321	2	4	1		2006	1	1	0.5	10	2	2								1		2012	10	
322	2	6	1		2014	66	1	0.5	10	1	1	1	0	2		1	1	2	1		9999		
322	2	4	1		2000	1	9	14	60	1	1	1	25	2		1	15	1	1		9999		
322	2	5	1		1995	1	2	2	30	2	2								1		2006	21	
322	2	8	1		2004	1	9	2	30	1	2								1		2015	21	
323	2	3	1		2009	1	1	0.5	8	1	1	1	0	1	150	5	5	2	5		9999		
323	2	5	2	2																			
324	2	8	1		2013	1	2	0.5	5	1	1	2	120	2		1	3	2	1		9999		
324	2	9	1		2009	1	2	1.5	15	1	1	2	150	2		1	8	2	1		9999		
325	2	6	1		2009	1	2	1	15	1	1	2	30	2		1	6	2	1		9999		
325	2	3	1		2005	1	7	2	30	2	2								1		2010	9	
325	2	5	1		2008	1	2	1	15	1	1	2	40	2		1	6	2	1		9999		
325	2	4	1		2006	1	7	2	30	2	2								1		2014	9	
326	2	5	1		2006	1	2	1.5	25	1	1	2	60	1	300	1	10	2	1		9999		
326	2	6	1		2008	1	2	1.5	25	1	1	2	60	2		1	8	2	5		9999		
326	2	4	1		2001	1	2	2	30	2	2								1		2012	9	
327	2	99																					
328	2	4	1		2004	66	8	2	30	1	1	2	0	2		1	10	2	1		9999		
329.1	2	5	1		2015	1	1	2	15	2	1	1	0	2		1	1	9					
329.2	2	7	1		1999	1	9	2	15	2	2								8		2013	4	
329.2	2	6	1		1997	1	1	2	15	2	2								2		2005	1	
330	2	99																					
331	2	3	1		2013	1	2	0.2	2	1	1	2	0	2		1	3	2	1		9999		
332	2	6	1		2009	1	1	1.5	15	1	1	1	0	1	300	1	6	2	1		9999		
332	2	5	1		2005	1	1	1.5	15	1	1	1	0	1	500	1	10	2	1		9999		
332	2	4	1		2005	1	1	0.2	2	2	2								1		2010	21	
332	2	7	1		2014	1	1	0.2	2	1	1	1	0	2		1	2	2	1		9999		
333	2	99																					
334	2	5	1		2008	1	12	2	40	1	1	2	100	1	300	1	8	2	1		9999		
334	2	3	1		2000	1	1	2	4	2	2								1		2007	21	
334	2	4	1		2006	1	12	2	40	1	1	1	0	1	700	1	10	2	1		9999		
335	2	2	1		2013	1	1	0.5	5	1	1	1	0	2		1	3	2	1				
335	2	3	1		2015	1	1	0.2	2	2	1	1	0	2		1	1	9					
335	2	4	1		2012	1	1	0.2	2	2	1	1	0	2		1	4	2	5		9999		
337	2	3	1		2007	1	7	3	30	1	1	2	50	1	1000	1	6	2	5				
337	2	4	1		2009	1	7	3	30	1	1	2	50	1	1000	1	6	2	5				
337	2	2	1		2004	1	11	5	25	1	1	2	80	1	1000	1	10	2	5				
338	2	2	1		1999	1	1	2	25	2	2								1		2005	21	
338	2	3	1		2015	1	1	0.25	3	2	1	1	0	2		1	1	9					
338	2	5	1		2000	1	1	0.25	3	2	2								1		2001	9	
339	2	4	1		2003	1	1	3	25	2	2								8		2010	21	
339	2	5	1		2010	1	2	4	35	1	1	2	0	2		8	6	2	5		9999		
339	2	3	1		2000	1	2	0.25	5	2	2								1		2004	22	
340	2	4	1		2015	66	1	0	5	2	1	1	0	2		1	66	9					
340	2	3	1		2012	66	2	12	30	1	1	2	400	2		1	3	2	1		9999		
341	3	4	1		2011	66	1	4	50	1	1	1	0	2		5	4	2	5		9999		
341	3	3	1		2007	66	2	5	60	1	1	2	0	2		8	8	2	8	5	9999		
342	3	3	1		2011	1	1	1.5	30	1	1	1	0	2		5	5	2	1		9999		
342	3	5	1		2015	1	1	1.5	30	2	1	1	0	2		1	1	9					
342	3	4	1		2014	1	1	1.5	30	1	1	1	0	2		1	2	2	1		9999		
343	3	99																					
345	3	2	1		2010	1	1	3	40	1	1	1	0	2		1	6	1	1		9999		
346	3	4	1		2003	1	1	1.2	20	2	2								1		2004	5	
347	3	3	1		1999	1	9	3	30	1	1	2	40	2		1	15	2	1		9999		
348	3	3	1		2005	1	2	3	20	1	1	2	150	1	500	1	12	2	5		9999		
348	3	4	1		2012	1	1	0.1	3	1	1	1	0	1	200	5	4	2	5		9999		
349	3	2	1		1996	1	1	0.5	12	2	2								2		1999	9	
349	3	3	1		2014	1	1	0.5	12	1	1	1	0	2		1	2	2	6		9999		
350	3	99																					
351	3	3	1		2002	1	2	4	35	1	1	2	80	1	500	1	11	2	1		9999		
352	3	4	1		2007	1	2	3	50	1	1	2	80	1	150	1	8	2	5		9999		
353	3	99																					
354	3	4	1		2008	1	2	3.5	32	1	1	2	80	2		1	8	2	5		9999		
354	3	3	1		2007	1	2	3.5	32	1	1	2	80	2		1	8	2	5		9999		
355	3	2	1		2002	1	2	2	30	2	2								1		2010	2	
355	3	3	1		2003	1	9	2.5	40	1	1	1	0	2		1	12	2	5		9999		
356	3	4	1		2009	1	2	3	50	1	1	2	60	1	300	1	7	2	5		9999		
357	3	3	1		2011	1	1	0	3	1	1	1	0	2		5	5	2	5		9999		
358	3	2	1		2002	1	1	1	15	2	2								1		2007	6	
359	3	99																					
360	3	3	1		2000	1	1	0.25	5	2	2								5	8	2008	9	
361	3	6	1		2012	66	12	0.5	15	1	1	2	200	1	350	1	3	2	1		9999		
361	3	5	1		2005	66	1	0.25	8	1	1	1	0	1	600	1	10	2	1		9999		
362	3	3	1		2013	66	1	0.25	5	1	1	1	0	1	300	5	2	2	5		9999		
363	3	3	1		2001	66	1	0.25	2	2	2								5		2006	9	
363	3	4	1		2006	1	1	0.5	5	2	2								5		2008	3	
364	3	6	1		1998	66	1	0.5	7	2	2								8		2007	12	
365	3	7	1		2013	66	12	0.5	5	1	1	2	220	2		1	66	2	1		9999		
366	3	4	1		2009	1	1	0.25	7	1	1	1	0	1	250	1	7	2	5		9999		
366	3	3	1		2006	66	1	0.5	7	1	1	1	90	1	300	1	9	2	1		9999		
367	3	4	1		2006	66	1	0.5	10	1	1	1	0	1	800	8	8	2	8		9999		
367	3	3	1		2003	1	2	2	15	1	1	2	150	1	900	1	33	2	8		9999		
368	3	5	1		2004	66	1	0.5	5	1	1	1	0	1	800	1	76	2	1		9999		
368	3	7	1		2001	66	1	0.5	2	2	2								1		2012	21	
369	3	4	1		2013	1	1	0.5	5	1	1	1	0	2		1	3	2	1		9999		
369	3	3	1		2012	1	1	0.5	5	1	1	1	0	2		1	3	2	1		9999		
370	3	3	1		2001	1	1	1	10	1	1	1	0	1	200	1	13	2	9		9999		
370	3	4	1		2006	1	1	1	10	1	1	1	0	1	200	1	10	2	5		9999		
371	3	4	1		2000	1	1	1.5	12	1	1	1	0	1	200	1	14	2	9		9999		
371	3	6	1		2006	1	1	1.5	12	1	1	1	0	1	1000	1	9	2	5		9999		
371	3	5	1		2001	1	1	2.2	80	1	1	1	0	1	400	1	13	2	8		9999		
372	3	3	1		2015	1	1	0.25	4	1	1	1	0	2		1	1	9					
373	3	3	1		2000	1	1	0.5	6	2	2								1		2006	9	
373	3	5	1		2005	1	1	0.5	6	2	1	1	0	1	300	1	76	2	5		9999		
373	3	4	1		2003	1	1	0.5	6	2	2								5		2007	9	
374	3	3	1		2015	66	1	0.5	8	2	1	1	0	2		1	66	9					
375	3	3	1		2009	1	1	0.5	5	1	1	1	0	1	300	1	7	2	5		9999		
376	3	3	1		2002	1	1	0.5	8	1	1	1	50	2		1	33	2	5		9999		
377	3	3	1		1996	66	1	0.5	10	2	2								1		2005	9	
377	3	4	1		2003	66	5	1.5	30	2	2								8		2013	21	
378	3	3	1		2011	66	12	0.5	8	1	1	2	260	1	600	1	4	2	1		9999		
379	3	4	1		2009	1	1	0.25	7	1	1	1	0	1	200	1	7	2	5		9999		
379	3	3	1		2005	1	1	0.25	7	1	1	1	100	2		1	76	2	1		9999		
380	3	4	1		2009	66	1	0.25	6	1	1	1	0	1	300	1	6	2	5		9999		
380	3	3	1		2006	1	1	0.25	4	1	1	1	0	1	500	8	10	2	8		9999		
381	3	4	1		2005	66	1	1.5	25	1	1	1	0	1	500	1	76	2	1		9999		
382	3	4	1		2006	1	1	1.5	15	1	1	1	0	1	500	1	22	2	1		9999		
383	3	3	1		2013	66	1	1.5	15	1	1	1	0	1	100	1	2	2	1		9999		
384	3	3	1		2007	1	1	1.5	25	1	1	1	0	1	250	1	9	1	1		9999		
385	3	4	1		2011	66	1	0.5	10	1	1	1	0	2		5	4	2	5		9999		
385	3	3	1		2005	66	1	1	15	1	1	1	0	1	800	9	10	2	5	8	9999		
386	3	3	1		2015	66	1	2	20	2	1	1	0	2		1	66	9					
387	3	4	1		2003	1	1	4	15	1	1	1	0	2		1	12	2	8		9999		
388	3	4	1		2012	1	1	1.5	1.5	2	2								1		2014	9	
388	3	3	1		2004	1	1	1.5	1.5	2	2								1		2007	9	
389	3	3	1		2015	66	11	0.25	2	2	1	2	0	2		1	66	9					
390	3	4	1		2015	1	1	6	40	2	1	1	0	1	200	1	1	9					
390	3	3	1		2005	1	1	3	20	1	1	1	225	1	500	1	76	2	1		9999		
391	3	2	1		2007	1	1	1	12	1	1	1	0	1	700	8	9	1	5		9999		
391	3	3	1		2011	1	1	0.5	7	1	1	1	0	1	200	5	5	1	5		9999		
392	3	4	1		2009	1	1	1.5	13	1	1	1	0	1	200	8	7	2	5		9999		
393	3	4	1		2001	1	1	1	10	1	1	1	25	1	600	1	14	2	1		9999		
393	3	5	1		2005	1	1	1	10	1	1	1	0	1	1500	8	76	2	8		9999		
394	3	99																					
395	3	2	1		1999	1	1	1	12	2	2								8		2009	21	
396	3	4	1		2012	66	1	1.5	20	1	1	1	0	1	200	1	3	2	5		9999		
396	3	3	1		2007	66	1	1.5	20	1	1	1	0	2		1	8	2	5		9999		
397	3	4	1		2008	1	1	2	20	1	1	1	0	2		1	8	2	1		9999		
397	3	3	1		2006	1	1	2	20	2	2								5		2013	5	
398	3	3	1		2000	66	1	5	20	1	1	1	20	2		1	13	2	1		9999		
398	3	4	1		2005	66	1	1	10	1	1	1	40	1	500	1	22	2	1		9999		
399	3	99																					
400	3	3	1		2009	66	1	2	10	1	1	1	40	1	400	1	6	2	5		9999		
401	3	3	1		2011	66	1	0.5	5	1	1	1	0	2		5	4	2	5		9999		
402	3	3	1		2012	66	12	1	15	1	1	2	150	2		1	3	2	1		9999		
403	3	4	1		2013	1	1	0.25	4	1	1	1	0	2		1	2	1	1		9999		
403	3	3	1		2010	1	1	3	15	1	1	1	0	2		1	6	2	5		9999		
404	3	5	1		2011	66	1	0.25	5	1	1	1	0	2		5	3	2	5		9999		
404	3	4	1		2009	66	1	0.5	10	1	1	1	0	1	50	1	5	2	1		9999		
404	3	7	1		2007	66	1	0.5	10	1	1	1	0	1	300	1	8	2	1		9999		
404	3	6	1		2015	66	1	0.5	10	2	1	1	0	2		1	66	9					
405	3	4	1		2003	1	1	1	8	2	2								1		2007	21	
405	3	5	1		2015	77	1	1.5	5	2	1	1	100	2		1	77	9					
