a01	rid	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	sample_type
4052	1	1	1	31	1	3		3			35000	2	10	1							3			3			1	3		2	12.0	100.0	100.0	1		4	2	8		0	1		3
4053	1	2																																									3
4054	1	1	1	31	1			1			16800	7	1	2	1			1			1			1			1			2	8.0	100.0	100.0	1		4	3	8		1	1		3
4055	1	1	1	31	1			1			30000	2	1	1							1			1			1			2	12.0	100.0	100.0	1		4	3	8		0	1		3
4056	1	1	1	15	1			1			36000	1	0	1							1			1			1			2	12.0	100.0	100.0	1		1	3	8		0	1		3
4057	1	1	1	38	1			1			36000	7	2	1							1			1			1			2	12.0	100.0	100.0	1		4	3	12		0	1		3
4058	1	1	1	39	1			1			12000	5	10	1							1			1			1			1	4.0	100.0	100.0	1		1	3	8		0	2		3
4059	1	2																																									3
4060	1	1	1	29	4			4			30000	10	8	1							4			4			4			2	12.0	100.0	100.0	1		2	2	2		0	2		3
4061	1	2																																									3
4062	1	1	1	30	1			1			1200	2	7	1							1			1			1			1	6.0	100.0	100.0	1		1	3	2		0	1		3
4063	1	1	1	29	1			1			60000	5	0	1							1			1			1			2	12.0	100.0	100.0	1		1	2	2		0	2		3
4064	1	2																																									3
4065	1	2																																									3
4066	1	1	1	31	1			1			70000	4	5	1							1			1			1			2	12.0	100.0	100.0	1		3	1	2		0	1		3
4067	1	1	1	30	3			3			13500	5	0	1							3			3			3			1	12.0	100.0	100.0	1		1	2	2		0	1		3
4067	1	1	2	30	3			3			17600	4	0	1							3			3			3			1	12.0	100.0	100.0	1		1	2	2		0	2		3
4067	1	1	3	30	3			3			18000	4	0	1							3			3			3			1	12.0	100.0	100.0	1		1	2	2		0	2		3
4067	1	1	4	13	5			5			27000	2	0	1							5			5			5			1	11.0	100.0	100.0	1		1	3	12		0	1		3
4068	1	2																																									3
4069	1	2																																									3
4070	1	2																																									3
4071	1	2																																									3
4072	1	2																																									3
4073	1	2																																									3
4074	1	1	1	31	1			1			80000	5	4	1							1			1			1	2		3	12.0	100.0	100.0	1		4	1	2		0	1		3
4075	1	2																																									3
4076	1	1	1	22	1			1			10000	7	5	1							1			1			1			1	12.0	100.0	100.0	1		1	3	2		0	1		3
4077	1	1	1	39	1			1			65000	7	5	1							1			1			1			2	12.0	100.0	100.0	1		3	2	3		0	2		3
4078	1	1	1	29	1	3		3			72000	1	3	1							3			3			1	3		2	12.0	100.0	100.0	1		1	2	11		0	1		3
4079	1	1	1	31	1			1			72000	1	2	1							1			1			1			3	12.0	100.0	100.0	1		4	1	12		0	1		3
4080	1	2																																									3
4081	1	2																																									3
4082	1	2																																									3
4083	1	1	1	29	1			1			75000	9	0	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
4084	1	2																																									3
4085	1	2																																									3
4086	1	2																																									3
4087	1	1	1	28	1			1			50000	2	4	1							1			1			1			2	12.0	100.0	100.0	1		3	3	8		0	2		3
4088	1	2																																									3
4089	1	2																																									3
4090	1	2																																									3
4091	1	1	1	30	1			1			60000	2	3	1							1			1			1			2	12.0	100.0	100.0	1		2	2	3		0	2		3
4092	1	2																																									3
4093	1	2																																									3
4094	1	1	1	22	4			4			3600	1	1	1							4			4			4			1	12.0	100.0	100.0	1		1	2	2		0	2		3
4095	1	2																																									3
4096	1	1	1	29	1			1			20000	4	6	1							1			1			1			1	12.0	100.0	100.0	1		1	3	2		0	2		3
4097	1	2																																									3
4098	1	2																																									3
4099	1	2																																									3
4100	1	2																																									3
4101	1	1	1	30	1			1			96000	22	6	1							1			1			1			3	10.0	100.0	100.0	1		2	2	2		0	2		3
4102	1	1	1	29	1			1			70000	6	6	1							1			1	2		1			2	12.0	100.0	100.0	1		2	2	6		0	2		3
4103	1	2																																									3
4104	1	2																																									3
4105	1	2																																									3
4106	1	1	1	31	1			1			60000	3	7	1							1			1			1			3	12.0	100.0	100.0	1		4	2	2		0	1		3
4107	1	2																																									3
4108	1	1	1	30	1			1			60000	10	0	1							1			1			1			2	12.0	100.0	100.0	1		2	2	1		0	1		3
4109	1	1	1	31	1			1			48000	12	0	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		3
4110	1	2																																									3
4111	1	1	1	23	1			1			4800	5	5	1							1			1			1			3	12.0	100.0	100.0	1		2	3	2		0	1		3
4112	1	1	1	31	1			1			12000	8	1	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		3
4113	1	2																																									3
4114	1	1	1	30	1			1			54000	8	0	1							1			1			1			2	12.0	100.0	100.0	1		1	2	2		0	2		3
4114	1	1	2	30	2			2			1000	6	0	1							2			2			1	2		1	12.0	100.0	100.0	1		1	3	2		0	1		3
4115	1	2																																									3
4116	1	1	1	29	5			5			40000	10	0	1							5			5			5			2	12.0	100.0	100.0	1		2	2	2		0	2		3
4117	1	1	1	29	1			1			75000	5	0	1							1			1	4		1			3	10.0	100.0	100.0	1		2	2	2		0	2		3
4118	1	1	1	29	1			1			60000	4	0	1							1	2		1	2		1			1	12.0	100.0	100.0	1		1	2	8		0	2		3
4118	1	1	2	30	1			1			5000	2	0	1							1			1			1			1	4.0	100.0	100.0	1		2	2	8		0	2		3
4119	1	2																																									3
4120	1	2																																									3
4121	1	1	1	23	1			1			55000	10	2	1							1			1			1			3	12.0	100.0	100.0	1		2	3	2		0	1		3
4122	1	1	1	31	1			1			48000	12	3	1							1			1			1			3	12.0	100.0	100.0	1		3	3	2		0	1		3
4123	1	1	1	31	1			1			60000	5	5	1							1			1			1			3	12.0	100.0	100.0	1		3	3	2		0	1		3
4124	1	2																																									3
4125	1	2																																									3
4126	1	2																																									3
4127	1	2																																									3
4128	1	1	1	31	3			3			36000	0	6	1							3			3			2	3		3	6.0	100.0	100.0	1		4	2	8		0	1		3
4129	1	2																																									3
4130	1	1	1	22	1	2		2			17000	3	5	1							2			2			2			1	12.0	100.0	100.0	1		1	3	2		0	1		3
4131	1	1	1	39	1			1			40000	1	1	1							1			1			1			3	6.0	100.0	100.0	1		1	3	8		0	1		3
4132	1	2																																									3
4133	1	2																																									3
4134	1	2																																									3
4135	1	1	1	29	1			1			75000	0	6	1							1			1	2		1			2	6.0	100.0	100.0	1		2	2	2		0	2		3
4136	1	1	1	28	1			1			160000	3	5	1							1			1			1			2	12.0	100.0	100.0	1		4	2	1		0	2		3
4137	1	2																																									3
4138	1	2																																									3
4139	1	1	1	29	1			1			60000	8	0	1							1			1			1			2	12.0	100.0	100.0	1		4	2	2		0	2		3
4140	1	2																																									3
4141	1	2																																									3
4142	1	2																																									3
4143	1	2																																									3
4144	1	1	1	39	1			1			36000	12	2	1							1			1			1			3	12.0	100.0	100.0	1		3	3	12		1	1		3
4145	1	2																																									3
4146	1	2																																									3
4147	1	2																																									3
4148	1	2																																									3
4149	1	2																																									3
4150	1	2																																									3
4151	1	2																																									3
4152	1	1	1	29	1			1			90000	12	0	1							1			1			1			2	12.0	100.0	100.0	1		4	2	1		0	2		3
4153	1	2																																									3
4154	1	2																																									3
4155	1	2																																									3
4156	1	2																																									3
4157	1	1	1	30	1			1			75000	6	0	1							1			1			1			3	6.0	100.0	100.0	1		3	2	2		0	2		3
4158	1	2																																									3
4159	1	2																																									3
4160	1	2																																									3
4161	1	2																																									3
4162	1	1	1	30	1			1			6000	31	2	1							1			1			1			3	12.0	100.0	100.0	1		4	3	3	10	0	1		3
4163	1	2																																									3
4164	1	2																																									3
4165	1	2																																									3
4166	1	2																																									3
4167	1	1	1	30	1			1			12000	10	11	1							1			1			1			2	12.0	100.0	100.0	1		2	2	10		0	1		3
4168	1	2																																									3
4169	1	2																																									3
4170	1	2																																									3
4171	1	2																																									3
4172	1	2																																									3
4173	1	2																																									3
4174	1	2																																									3
4175	1	2																																									3
4176	1	2																																									3
4177	1	2																																									3
4178	1	2																																									3
4179	1	2																																									3
4180	1	2																																									3
4181	1	2																																									3
4182	1	2																																									3
4183	1	1	1	30	1			1			6000	5	9	1							1			1			1			2	12.0	100.0	100.0	3		4	2	10		0	12		3
4184	1	2																																									3
4185	1	2																																									3
4186	1	2																																									3
4187	1	2																																									3
4188	1	2																																									3
4189	1	1	1	9	1			1			120000	20	7	1							1			1			1			3	10.0	100.0	100.0	1		4	2	2		0	1		3
4190	1	2																																									3
4191	1	2																																									3
4192	1	2																																									3
4193	1	2																																									3
4194	1	2																																									3
4195	1	1	1	28	1			1			24000	11	5	1							1			1			1			3	3.0	100.0	100.0	3		4	3	1	2	0	1		3
4196	1	2																																									3
4197	1	2																																									3
4198	1	2																																									3
4199	1	2																																									3
4200	1	1	1	30	1			1			30000	4	2	1							1			1			1			2	2.0	100.0	100.0	1		2	3	2		0	1		3
4201	1	1	1	7	1			1			60000	2	2	1							1			1			1			2	12.0	100.0	100.0	1		2	2	1	2	0	1		3
4202	1	2																																									3
4203	1	2																																									3
4204	1	2																																									3
4205	1	2																																									3
4206	1	2																																									3
4207	1	2																																									3
4208	1	2																																									3
4209	1	1	1	28	1			1			4000	2	2	2	1			1			1			1			1			2	8.0	100.0	100.0	3		2	3	9		0	14		3
4210	1	2																																									3
4211	1	2																																									3
4212	1	1	1	28	1	72		1			90000	8	2	1							1			1			1			1	12.0	100.0	100.0	1	4	1	3	2		0	1		3
4213	1	2																																									3
4214	1	1	1	28	1			1			180000	10	12	1							1			1			1			1	12.0	100.0	100.0	1	2	2	2	2		2	1		3
4215	1	2																																									3
4216	1	2																																									3
4217	1	2																																									3
4218	1	1	1	29	1			1			480000	50	7	1							1			1			1			2	12.0	100.0	100.0	1		2	3	8	2	0	9	10	3
4219	1	2																																									3
4220	1	2																																									3
4221	1	2																																									3
4222	1	2																																									3
4223	1	2																																									3
4224	1	2																																									3
4225	1	1	1	22	1			1			50000	31	2	1							1			1			1			1	12.0	100.0	100.0	1		1	2	2		6	2		3
4226	1	1	1	25	1			1			25000	4	12	1							1			1			1			1	12.0	100.0	100.0	1		3	2	8		3	1		3
4227	1	1	1	29	1			1			36000	9	2	1							1			1			1			2	12.0	100.0	100.0	1		1	2	8		0	2		3
4228	1	2																																									3
4229	1	2																																									3
4230	1	2																																									3
4231	1	2																																									3
4232	1	1	1	30	1			1			20000	3	6	1							1			1			1			3	6.0	100.0	100.0	3		4	3	8	3	0	1		3
4233	1	2																																									3
4234	1	2																																									3
4235	1	2																																									3
4236	1	2																																									3
4237	1	2																																									3
4238	1	2																																									3
4239	1	2																																									3
4240	1	2																																									3
4241	1	2																																									3
4242	1	2																																									3
4243	1	2																																									3
4244	1	2																																									3
4245	1	1	1	30	1			1			5000	3	7	2	1			1			1	3		1	3		1			2	3.0	100.0	100.0	1		2	2	2		0	1		3
4246	1	2																																									3
4247	1	2																																									3
4248	1	2																																									3
4249	1	2																																									3
4250	1	1	1	39	1			1			3600	3	3	1							1			1			1			2	8.0	100.0	100.0	1		2	2	3		0	1		3
4251	1	1	1	39	1			1			30000	9	3	1							1			1			1			3	8.0	100.0	100.0	1		3	2	8		0	1		3
4252	1	1	1	31	1	2		1			50000	10	9	1							1			1			1			3	9.0	100.0	100.0	1		2	2	2		0	1		3
4253	1	1	1	31	1			1			65000	5	6	1							1			1			1			3	12.0	100.0	100.0	1		2	2	2	3	0	1		3
4254	1	2																																									3
4255	1	2																																									3
4256	1	2																																									3
4257	1	1	1	9	1			1			24000	7	5	1							1			1			1			3	6.0	100.0	100.0	1		3	2	2		0	1		3
4258	1	1	1	30	1			1			48000	10	5	1							1			1			1			2	12.0	100.0	100.0	1		3	2	6		0	1		3
4259	1	2																																									3
4260	1	2																																									3
4261	1	2																																									2
4262	1	2																																									2
4263	3	1	1	2	1	3		1	3		20000	8	6	1							3			3			3			2	12.0	100.0	100.0	3		3	3	2		0	1		2
4264	1	2																																									2
4265	1	2																																									2
4266	1	1	1	29	1			1			25000	6	7	1							1			1			1			3	1.0	100.0	100.0	3		1	3	1		0	1		2
4267	3	1	1	2	3			3			20000	8	6	1							3			3			3			2	12.0	100.0	100.0	2		3	3	2		0	1		2
4268	1	2																																									2
4269	1	2																																									2
4270	1	2																																									2
4271	1	2																																									2
4272	1	2																																									2
4273	1	2																																									2
4274	1	2																																									2
4275	1	2																																									2
4276	1	2																																									2
4277	1	2																																									2
4278	1	2																																									2
4279	1	2																																									2
4280	1	2																																									2
4281	1	2																																									2
4282	1	2																																									2
4283	1	1	1	28	1			1			20000	0	3	1							1			1			1			3	2.0	50.0	50.0	1	4	4	2	3	6	0	2		2
4284	1	2																																									2
4285	1	2																																									2
4286	1	2																																									2
4287	1	2																																									2
4288	1	1	1	29	1			1			12000	7	3	1							1			1			1			2	12.0	100.0	100.0	1		1	2	2		0	1		2
4289	1	1	1	29	1			1			50000	2	11	1							1	3		1	3		1	3		2	11.0	100.0	100.0	1		2	2	8		0	2		2
4290	1	2																																									2
4291	1	2																																									2
4292	1	1	1	2	1	2		1			26000	2	2	1							1			1			1			3	6.0	100.0	100.0	1		3	2	10		3	1		2
4293	1	1	1	2	1			1			5000	0	6	2	1			1			1			1			1			3	6.0	100.0	100.0	4		4	2	10	8	13	2		2
4294	1	2																																									2
4295	1	2																																									2
4296	1	2																																									2
4297	1	2																																									2
4298	1	1	1	39	1			1			20000	4	7	1							1			1			1			3	2.0	100.0	100.0	1		2	2	11		1	1		2
4299	1	2																																									2
4300	1	1	1	26	1	2		1			22550	2	6	1							1			1			1			1	12.0	100.0	100.0	1		1	2	11		1	1		2
4301	1	1	1	31	1			1			90000	1	6	1							1			1			1			2	12.0	100.0	100.0	1		2	2	8		0	1		2
4302	1	1	1	28	1			1			40000	0	3	2	1			1			1			1			1			1	3.0	100.0	100.0	3		1	2	8		0	2		2
4302	1	1	2	22	2			2			3000	4	2	1							2			2			2			1	6.0	100.0	100.0	1		1	2	2		0	11		2
4303	2	1	1	8	71			1	2		120000	4	6	1							2			2			2			1	12.0	100.0	100.0	1		1	2	10		0	2		2
4303	2	1	2	31	71			1			48000	1	8	1							1			1			1			3	12.0	100.0	100.0	1		3	2	8	10	0	1		2
4304	1	2																																									2
4305	1	2																																									2
4306	1	2																																									2
4307	1	2																																									2
4308	1	2																																									2
4309	1	2																																									2
4310	1	2																																									2
4311	1	1	1	29	1			1			6000	3	6	1							1			1			1			2	12.0	100.0	100.0	4		2	2	2		0	1		2
4311	1	1	2	7	1			1			15000	5	10	1							1			1			1			1	12.0	100.0	100.0	1		1	2	2		0	1		2
4312	1	1	1	31	1	2		1			15000	5	3	1							1			1			1			3	12.0	100.0	100.0	1		2	2	1	2	4	1		2
4313	1	2																																									2
4314	1	2																																									2
4315	1	2																																									2
4316	2	1	1	22	71			2			1200	3	10	1							2			2			71			1	12.0	100.0	100.0	1		1	2	2		0	1		2
4317	1	2																																									2
4318	1	2																																									2
4319	1	1	1	7	1			1			10000	1	2	1							1			1			1			3	12.0	100.0	100.0	1		5	1	5	9	2	5		2
4320	1	1	1	29	1			1			96000	13	2	1							1			1			1			2	12.0	100.0	100.0	1		2	2	3		0	1		2
4321	1	2																																									2
4322	1	2																																									2
4323	1	1	1	29	1	2		1	2		30000	4	2	1							1	2		1	2		1	2		1	12.0	100.0	100.0	1		1	2	1		0	1		2
4324	3	1	1	29	1	3		3			12000	1	6	1							3			3			1	3		2	12.0	100.0	100.0	1		2	2	2		0	1		2
4325	1	2																																									2
4326	1	2																																									2
4327	1	2																																									2
4328	1	2																																									2
4329	1	2																																									2
4330	1	1	1	29	1			1			24000	2	0	1							1			1			1			2	12.0	100.0	100.0	1		4	1	2		1	1		2
4331	1	2																																									2
4332	1	2																																									2
4333	1	2																																									2
4334	3	1	1	30	1	3		1	3		36000	20	6	1							1	3		1	3		1	3		2	12.0	100.0	100.0	1		4	2	2		0	1		2
4335	1	2																																									2
4336	1	2																																									2
4337	1	1	1	29	1			1			18000	12	2	1							1			1			1			2	12.0	100.0	100.0	2		3	1	2		0	1		2
4338	1	1	1	29	1			1			20000	5	4	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		2
4338	1	1	2	31	3			3			12000	2	6	1							3			3			3			1	12.0	100.0	100.0	1		2	2	2		0	1		2
4339	1	2																																									2
4340	1	1	1	31	1	3		3			45000	2	6	1							3			3			3			2	12.0	100.0	100.0	1		3	2	2		0	1		2
